run_no,spat_feed,diff_mort,juv-mort,time,BA
53,TRUE,TRUE,0.4,119,18.75163445
53,TRUE,TRUE,0.4,120,18.01790716
55,TRUE,TRUE,0.4,70,26.29190295
53,TRUE,TRUE,0.4,121,18.17443742
58,TRUE,TRUE,0.4,15,30.03609865
53,TRUE,TRUE,0.4,122,18.1813234
53,TRUE,TRUE,0.4,123,18.34713179
53,TRUE,TRUE,0.4,124,17.96856799
58,TRUE,TRUE,0.4,16,30.36418799
55,TRUE,TRUE,0.4,71,26.4519633
59,TRUE,TRUE,0.4,11,39.28671436
56,TRUE,TRUE,0.4,45,33.11531328
53,TRUE,TRUE,0.4,125,17.86476988
57,TRUE,TRUE,0.4,32,25.73190839
59,TRUE,TRUE,0.4,12,38.64481356
56,TRUE,TRUE,0.4,46,33.51233546
59,TRUE,TRUE,0.4,13,38.73000959
54,TRUE,TRUE,0.4,80,24.30797512
56,TRUE,TRUE,0.4,47,33.58762107
58,TRUE,TRUE,0.4,17,30.09555091
57,TRUE,TRUE,0.4,33,25.77459818
59,TRUE,TRUE,0.4,14,38.93885043
56,TRUE,TRUE,0.4,48,33.71872605
52,TRUE,TRUE,0.4,98,29.67513863
56,TRUE,TRUE,0.4,49,33.48673037
53,TRUE,TRUE,0.4,126,18.10756629
54,TRUE,TRUE,0.4,81,24.1460459
56,TRUE,TRUE,0.4,50,33.77014763
57,TRUE,TRUE,0.4,34,24.75724687
58,TRUE,TRUE,0.4,18,29.47731653
55,TRUE,TRUE,0.4,72,26.70698128
57,TRUE,TRUE,0.4,35,24.05822886
58,TRUE,TRUE,0.4,19,28.91891106
52,TRUE,TRUE,0.4,99,29.80910515
58,TRUE,TRUE,0.4,20,28.89091416
55,TRUE,TRUE,0.4,73,26.33160634
58,TRUE,TRUE,0.4,21,28.99781032
53,TRUE,TRUE,0.4,127,18.28372008
52,TRUE,TRUE,0.4,100,28.6477215
58,TRUE,TRUE,0.4,22,29.00803786
53,TRUE,TRUE,0.4,128,18.24272959
58,TRUE,TRUE,0.4,23,29.44666381
59,TRUE,TRUE,0.4,15,38.76733789
53,TRUE,TRUE,0.4,129,17.92122498
57,TRUE,TRUE,0.4,36,24.30421917
53,TRUE,TRUE,0.4,130,17.71707385
58,TRUE,TRUE,0.4,24,29.85505789
58,TRUE,TRUE,0.4,25,30.22716045
59,TRUE,TRUE,0.4,16,39.14951797
54,TRUE,TRUE,0.4,82,24.40751394
53,TRUE,TRUE,0.4,131,17.78103067
59,TRUE,TRUE,0.4,17,39.59289199
55,TRUE,TRUE,0.4,74,26.30807021
58,TRUE,TRUE,0.4,26,29.73300692
55,TRUE,TRUE,0.4,75,23.27441248
53,TRUE,TRUE,0.4,132,17.8023314
57,TRUE,TRUE,0.4,37,22.95417644
52,TRUE,TRUE,0.4,101,28.66938392
55,TRUE,TRUE,0.4,76,22.96315399
56,TRUE,TRUE,0.4,51,34.02609865
55,TRUE,TRUE,0.4,77,22.84190111
55,TRUE,TRUE,0.4,78,22.16014569
55,TRUE,TRUE,0.4,79,21.91222314
57,TRUE,TRUE,0.4,38,23.04960081
55,TRUE,TRUE,0.4,80,21.85365882
53,TRUE,TRUE,0.4,133,17.43054947
56,TRUE,TRUE,0.4,52,32.77087174
59,TRUE,TRUE,0.4,18,39.79929333
53,TRUE,TRUE,0.4,134,16.65406304
59,TRUE,TRUE,0.4,19,39.24934664
58,TRUE,TRUE,0.4,27,29.52874637
55,TRUE,TRUE,0.4,81,21.14570696
54,TRUE,TRUE,0.4,83,23.67275224
53,TRUE,TRUE,0.4,135,16.65629813
57,TRUE,TRUE,0.4,39,22.76375676
57,TRUE,TRUE,0.4,40,22.85886181
53,TRUE,TRUE,0.4,136,16.80062134
53,TRUE,TRUE,0.4,137,17.00998545
52,TRUE,TRUE,0.4,102,28.77414636
55,TRUE,TRUE,0.4,82,21.26941802
53,TRUE,TRUE,0.4,138,16.48417765
53,TRUE,TRUE,0.4,139,16.67394921
53,TRUE,TRUE,0.4,140,16.63173513
53,TRUE,TRUE,0.4,141,16.05372521
53,TRUE,TRUE,0.4,142,16.00824446
53,TRUE,TRUE,0.4,143,15.83448791
53,TRUE,TRUE,0.4,144,16.01841457
55,TRUE,TRUE,0.4,83,21.3853861
53,TRUE,TRUE,0.4,145,15.93518541
53,TRUE,TRUE,0.4,146,14.60177598
53,TRUE,TRUE,0.4,147,14.02712775
53,TRUE,TRUE,0.4,148,14.15033304
59,TRUE,TRUE,0.4,20,39.02618461
57,TRUE,TRUE,0.4,41,23.12928359
58,TRUE,TRUE,0.4,28,28.25507421
53,TRUE,TRUE,0.4,149,13.99983173
59,TRUE,TRUE,0.4,21,39.16279769
53,TRUE,TRUE,0.4,150,13.54082086
58,TRUE,TRUE,0.4,29,27.80115256
59,TRUE,TRUE,0.4,22,38.18698178
55,TRUE,TRUE,0.4,84,21.49673784
54,TRUE,TRUE,0.4,84,23.58902888
59,TRUE,TRUE,0.4,23,37.45086396
56,TRUE,TRUE,0.4,53,33.19265228
58,TRUE,TRUE,0.4,30,28.20596442
55,TRUE,TRUE,0.4,85,21.58333882
59,TRUE,TRUE,0.4,24,37.02913954
57,TRUE,TRUE,0.4,42,23.40993811
58,TRUE,TRUE,0.4,31,28.61636103
55,TRUE,TRUE,0.4,86,20.40843024
55,TRUE,TRUE,0.4,87,20.19019259
54,TRUE,TRUE,0.4,85,23.77510204
55,TRUE,TRUE,0.4,88,20.23331018
55,TRUE,TRUE,0.4,89,20.09107141
55,TRUE,TRUE,0.4,90,20.2825817
57,TRUE,TRUE,0.4,43,23.39565144
54,TRUE,TRUE,0.4,86,24.14124626
60,TRUE,TRUE,0.4,0,48.01556309
52,TRUE,TRUE,0.4,103,29.03261793
60,TRUE,TRUE,0.4,1,46.81486065
55,TRUE,TRUE,0.4,91,19.82419009
59,TRUE,TRUE,0.4,25,35.21696998
58,TRUE,TRUE,0.4,32,28.95607785
60,TRUE,TRUE,0.4,2,46.14811743
60,TRUE,TRUE,0.4,3,42.29613112
59,TRUE,TRUE,0.4,26,34.2766226
52,TRUE,TRUE,0.4,104,28.67579715
57,TRUE,TRUE,0.4,44,23.37329761
58,TRUE,TRUE,0.4,33,29.36700921
60,TRUE,TRUE,0.4,4,39.40778521
59,TRUE,TRUE,0.4,27,34.28979323
60,TRUE,TRUE,0.4,5,36.31357653
58,TRUE,TRUE,0.4,34,29.46195484
52,TRUE,TRUE,0.4,105,28.77666742
55,TRUE,TRUE,0.4,92,19.94860668
57,TRUE,TRUE,0.4,45,21.66681742
59,TRUE,TRUE,0.4,28,34.65779134
58,TRUE,TRUE,0.4,35,29.89616924
54,TRUE,TRUE,0.4,87,22.51864597
57,TRUE,TRUE,0.4,46,21.9851713
55,TRUE,TRUE,0.4,93,20.07621147
58,TRUE,TRUE,0.4,36,29.59636121
55,TRUE,TRUE,0.4,94,19.75383861
57,TRUE,TRUE,0.4,47,21.98423819
58,TRUE,TRUE,0.4,37,29.81718494
55,TRUE,TRUE,0.4,95,19.45557426
57,TRUE,TRUE,0.4,48,22.28573859
55,TRUE,TRUE,0.4,96,19.68190184
58,TRUE,TRUE,0.4,38,29.90607751
58,TRUE,TRUE,0.4,39,30.14067366
60,TRUE,TRUE,0.4,6,36.17149102
55,TRUE,TRUE,0.4,97,19.73651191
59,TRUE,TRUE,0.4,29,34.57002922
57,TRUE,TRUE,0.4,49,22.310108
60,TRUE,TRUE,0.4,7,36.53711582
55,TRUE,TRUE,0.4,98,19.49374977
55,TRUE,TRUE,0.4,99,19.69040824
55,TRUE,TRUE,0.4,100,19.8055526
55,TRUE,TRUE,0.4,101,19.66719693
60,TRUE,TRUE,0.4,8,36.85398635
59,TRUE,TRUE,0.4,30,34.7844715
52,TRUE,TRUE,0.4,106,28.47311386
58,TRUE,TRUE,0.4,40,30.42212251
58,TRUE,TRUE,0.4,41,30.72151105
55,TRUE,TRUE,0.4,102,19.70729142
52,TRUE,TRUE,0.4,107,28.26499013
56,TRUE,TRUE,0.4,54,32.37564138
54,TRUE,TRUE,0.4,88,22.65083298
57,TRUE,TRUE,0.4,50,22.58916347
52,TRUE,TRUE,0.4,108,26.99867137
57,TRUE,TRUE,0.4,51,22.84616379
60,TRUE,TRUE,0.4,9,36.49130256
55,TRUE,TRUE,0.4,103,19.4840753
54,TRUE,TRUE,0.4,89,22.93317439
59,TRUE,TRUE,0.4,31,32.67509903
55,TRUE,TRUE,0.4,104,19.63951998
54,TRUE,TRUE,0.4,90,23.04576189
55,TRUE,TRUE,0.4,105,19.8260509
60,TRUE,TRUE,0.4,10,35.519808
55,TRUE,TRUE,0.4,106,19.95827156
55,TRUE,TRUE,0.4,107,19.96827375
54,TRUE,TRUE,0.4,91,23.18465372
58,TRUE,TRUE,0.4,42,31.00440756
54,TRUE,TRUE,0.4,92,22.60446023
59,TRUE,TRUE,0.4,32,33.08921345
54,TRUE,TRUE,0.4,93,21.85590135
59,TRUE,TRUE,0.4,33,33.48073436
55,TRUE,TRUE,0.4,108,20.04398731
58,TRUE,TRUE,0.4,43,31.45687912
59,TRUE,TRUE,0.4,34,32.67790761
52,TRUE,TRUE,0.4,109,26.2510375
55,TRUE,TRUE,0.4,109,18.98600774
55,TRUE,TRUE,0.4,110,18.78262828
59,TRUE,TRUE,0.4,35,31.50896429
55,TRUE,TRUE,0.4,111,18.50267488
55,TRUE,TRUE,0.4,112,18.66183057
55,TRUE,TRUE,0.4,113,18.7829015
59,TRUE,TRUE,0.4,36,31.23117389
55,TRUE,TRUE,0.4,114,18.97903484
55,TRUE,TRUE,0.4,115,17.49720891
55,TRUE,TRUE,0.4,116,17.65313884
55,TRUE,TRUE,0.4,117,17.47088601
59,TRUE,TRUE,0.4,37,31.10067731
55,TRUE,TRUE,0.4,118,16.76946186
55,TRUE,TRUE,0.4,119,16.88048243
55,TRUE,TRUE,0.4,120,14.86343727
55,TRUE,TRUE,0.4,121,14.63863895
59,TRUE,TRUE,0.4,38,31.30468382
55,TRUE,TRUE,0.4,122,14.56240058
55,TRUE,TRUE,0.4,123,14.70244579
55,TRUE,TRUE,0.4,124,14.78937873
60,TRUE,TRUE,0.4,11,35.40773845
55,TRUE,TRUE,0.4,125,15.01109078
54,TRUE,TRUE,0.4,94,21.70307446
55,TRUE,TRUE,0.4,126,15.14223
60,TRUE,TRUE,0.4,12,35.62450572
55,TRUE,TRUE,0.4,127,14.18566645
58,TRUE,TRUE,0.4,44,31.47818941
60,TRUE,TRUE,0.4,13,35.94552875
59,TRUE,TRUE,0.4,39,31.58339872
55,TRUE,TRUE,0.4,128,14.13517305
60,TRUE,TRUE,0.4,14,34.11282059
55,TRUE,TRUE,0.4,129,14.33371912
59,TRUE,TRUE,0.4,40,31.50927651
58,TRUE,TRUE,0.4,45,31.85629919
55,TRUE,TRUE,0.4,130,14.48136001
57,TRUE,TRUE,0.4,52,23.05597716
55,TRUE,TRUE,0.4,131,13.93207497
52,TRUE,TRUE,0.4,110,25.9548797
55,TRUE,TRUE,0.4,132,14.06208765
59,TRUE,TRUE,0.4,41,30.51275152
58,TRUE,TRUE,0.4,46,32.2115158
59,TRUE,TRUE,0.4,42,30.82179651
55,TRUE,TRUE,0.4,133,14.20919577
58,TRUE,TRUE,0.4,47,32.57117185
54,TRUE,TRUE,0.4,95,21.74026163
55,TRUE,TRUE,0.4,134,14.3214903
55,TRUE,TRUE,0.4,135,14.45082855
52,TRUE,TRUE,0.4,111,25.35847265
55,TRUE,TRUE,0.4,136,14.50760663
57,TRUE,TRUE,0.4,53,23.3160376
55,TRUE,TRUE,0.4,137,14.20259095
54,TRUE,TRUE,0.4,96,22.02324612
52,TRUE,TRUE,0.4,112,25.36535648
60,TRUE,TRUE,0.4,15,33.30314102
55,TRUE,TRUE,0.4,138,14.08622491
52,TRUE,TRUE,0.4,113,25.55608692
57,TRUE,TRUE,0.4,54,23.62878246
55,TRUE,TRUE,0.4,139,14.23040076
55,TRUE,TRUE,0.4,140,14.30840996
59,TRUE,TRUE,0.4,43,30.44789985
55,TRUE,TRUE,0.4,141,14.19499133
55,TRUE,TRUE,0.4,142,14.06189935
55,TRUE,TRUE,0.4,143,14.20271362
57,TRUE,TRUE,0.4,55,23.73617191
60,TRUE,TRUE,0.4,16,33.37340439
56,TRUE,TRUE,0.4,55,32.60154487
59,TRUE,TRUE,0.4,44,30.26388535
55,TRUE,TRUE,0.4,144,14.28229177
58,TRUE,TRUE,0.4,48,32.59545778
59,TRUE,TRUE,0.4,45,30.55864615
59,TRUE,TRUE,0.4,46,29.47513891
55,TRUE,TRUE,0.4,145,13.77482024
59,TRUE,TRUE,0.4,47,29.3966246
55,TRUE,TRUE,0.4,146,13.85875732
52,TRUE,TRUE,0.4,114,25.52199284
55,TRUE,TRUE,0.4,147,13.97068251
55,TRUE,TRUE,0.4,148,13.59231976
55,TRUE,TRUE,0.4,149,13.71478685
54,TRUE,TRUE,0.4,97,22.18522963
56,TRUE,TRUE,0.4,56,32.33461145
52,TRUE,TRUE,0.4,115,25.82019938
55,TRUE,TRUE,0.4,150,13.85719269
60,TRUE,TRUE,0.4,17,33.22844818
54,TRUE,TRUE,0.4,98,21.62143061
54,TRUE,TRUE,0.4,99,21.11275752
56,TRUE,TRUE,0.4,57,32.71994514
59,TRUE,TRUE,0.4,48,28.89504989
54,TRUE,TRUE,0.4,100,21.04341535
54,TRUE,TRUE,0.4,101,20.68080489
54,TRUE,TRUE,0.4,102,19.85747354
58,TRUE,TRUE,0.4,49,32.9644179
59,TRUE,TRUE,0.4,49,29.08293055
59,TRUE,TRUE,0.4,50,29.17402476
59,TRUE,TRUE,0.4,51,28.35085229
58,TRUE,TRUE,0.4,50,33.13695818
52,TRUE,TRUE,0.4,116,25.50951289
59,TRUE,TRUE,0.4,52,28.31898212
61,TRUE,TRUE,0.6,0,43.38903071
54,TRUE,TRUE,0.4,103,20.1354821
57,TRUE,TRUE,0.4,56,24.05050161
60,TRUE,TRUE,0.4,18,32.56216252
54,TRUE,TRUE,0.4,104,20.27761216
58,TRUE,TRUE,0.4,51,33.45533711
52,TRUE,TRUE,0.4,117,23.99034464
54,TRUE,TRUE,0.4,105,19.32757625
58,TRUE,TRUE,0.4,52,33.5117896
60,TRUE,TRUE,0.4,19,31.74108985
58,TRUE,TRUE,0.4,53,33.7904287
58,TRUE,TRUE,0.4,54,34.17909633
57,TRUE,TRUE,0.4,57,24.36716427
58,TRUE,TRUE,0.4,55,34.37297887
54,TRUE,TRUE,0.4,106,19.13385589
57,TRUE,TRUE,0.4,58,24.50571422
54,TRUE,TRUE,0.4,107,19.09103028
57,TRUE,TRUE,0.4,59,24.81852528
54,TRUE,TRUE,0.4,108,19.30577108
52,TRUE,TRUE,0.4,118,23.4858856
54,TRUE,TRUE,0.4,109,19.52202598
60,TRUE,TRUE,0.4,20,32.10674426
59,TRUE,TRUE,0.4,53,28.20494262
60,TRUE,TRUE,0.4,21,32.19898778
56,TRUE,TRUE,0.4,58,31.93404151
54,TRUE,TRUE,0.4,110,19.15906501
59,TRUE,TRUE,0.4,54,28.10472986
61,TRUE,TRUE,0.6,1,43.7645767
59,TRUE,TRUE,0.4,55,27.69815744
52,TRUE,TRUE,0.4,119,23.63728356
56,TRUE,TRUE,0.4,59,31.58208667
59,TRUE,TRUE,0.4,56,27.92016258
61,TRUE,TRUE,0.6,2,42.41834549
59,TRUE,TRUE,0.4,57,28.2237386
61,TRUE,TRUE,0.6,3,41.63964649
59,TRUE,TRUE,0.4,58,27.80312037
60,TRUE,TRUE,0.4,22,30.19755087
52,TRUE,TRUE,0.4,120,23.83895447
56,TRUE,TRUE,0.4,60,31.84373543
54,TRUE,TRUE,0.4,111,18.84711387
59,TRUE,TRUE,0.4,59,27.10870893
61,TRUE,TRUE,0.6,4,41.61479302
52,TRUE,TRUE,0.4,121,24.16973593
56,TRUE,TRUE,0.4,61,29.86355516
54,TRUE,TRUE,0.4,112,18.16311204
60,TRUE,TRUE,0.4,23,28.44349948
52,TRUE,TRUE,0.4,122,23.38729324
61,TRUE,TRUE,0.6,5,40.03798593
52,TRUE,TRUE,0.4,123,23.02212553
54,TRUE,TRUE,0.4,113,18.22468675
57,TRUE,TRUE,0.4,60,24.02785912
56,TRUE,TRUE,0.4,62,29.70231794
52,TRUE,TRUE,0.4,124,23.21963636
54,TRUE,TRUE,0.4,114,18.42195126
60,TRUE,TRUE,0.4,24,28.3884185
58,TRUE,TRUE,0.4,56,34.27561107
61,TRUE,TRUE,0.6,6,36.25997152
54,TRUE,TRUE,0.4,115,18.61305228
56,TRUE,TRUE,0.4,63,27.95034817
60,TRUE,TRUE,0.4,25,28.72091723
56,TRUE,TRUE,0.4,64,27.85744438
60,TRUE,TRUE,0.4,26,28.56934562
56,TRUE,TRUE,0.4,65,28.11678749
60,TRUE,TRUE,0.4,27,28.82700283
56,TRUE,TRUE,0.4,66,28.55763055
57,TRUE,TRUE,0.4,61,24.41981868
60,TRUE,TRUE,0.4,28,29.18655847
54,TRUE,TRUE,0.4,116,18.71975033
58,TRUE,TRUE,0.4,57,34.48332618
52,TRUE,TRUE,0.4,125,23.45997167
57,TRUE,TRUE,0.4,62,24.4780089
54,TRUE,TRUE,0.4,117,18.57776619
52,TRUE,TRUE,0.4,126,23.18459683
57,TRUE,TRUE,0.4,63,23.86311558
58,TRUE,TRUE,0.4,58,34.18061453
52,TRUE,TRUE,0.4,127,23.00241259
60,TRUE,TRUE,0.4,29,28.31537719
52,TRUE,TRUE,0.4,128,22.22748205
57,TRUE,TRUE,0.4,64,24.20623185
59,TRUE,TRUE,0.4,60,27.46692924
52,TRUE,TRUE,0.4,129,22.50359453
61,TRUE,TRUE,0.6,7,35.31911693
52,TRUE,TRUE,0.4,130,22.56858985
57,TRUE,TRUE,0.4,65,24.51802822
58,TRUE,TRUE,0.4,59,33.00125796
52,TRUE,TRUE,0.4,131,22.48424769
52,TRUE,TRUE,0.4,132,21.20808638
57,TRUE,TRUE,0.4,66,24.21161572
52,TRUE,TRUE,0.4,133,21.18434976
54,TRUE,TRUE,0.4,118,18.81910399
52,TRUE,TRUE,0.4,134,21.36051639
57,TRUE,TRUE,0.4,67,24.29354809
52,TRUE,TRUE,0.4,135,20.57424616
52,TRUE,TRUE,0.4,136,20.4858524
52,TRUE,TRUE,0.4,137,20.45480753
57,TRUE,TRUE,0.4,68,24.34624534
59,TRUE,TRUE,0.4,61,26.92195628
57,TRUE,TRUE,0.4,69,24.46162134
57,TRUE,TRUE,0.4,70,24.77831553
57,TRUE,TRUE,0.4,71,24.88670471
59,TRUE,TRUE,0.4,62,27.26065781
60,TRUE,TRUE,0.4,30,27.32143927
57,TRUE,TRUE,0.4,72,24.77842674
52,TRUE,TRUE,0.4,138,20.22203497
57,TRUE,TRUE,0.4,73,24.87976081
59,TRUE,TRUE,0.4,63,27.51759888
56,TRUE,TRUE,0.4,67,28.8424453
57,TRUE,TRUE,0.4,74,25.15875149
59,TRUE,TRUE,0.4,64,27.62732894
54,TRUE,TRUE,0.4,119,18.95238102
54,TRUE,TRUE,0.4,120,19.10726055
54,TRUE,TRUE,0.4,121,19.23036305
54,TRUE,TRUE,0.4,122,19.41203321
56,TRUE,TRUE,0.4,68,28.4715782
54,TRUE,TRUE,0.4,123,19.61522627
52,TRUE,TRUE,0.4,139,20.40417387
60,TRUE,TRUE,0.4,31,27.5433443
61,TRUE,TRUE,0.6,8,35.73405598
56,TRUE,TRUE,0.4,69,28.88264254
56,TRUE,TRUE,0.4,70,29.09401627
61,TRUE,TRUE,0.6,9,35.11174136
56,TRUE,TRUE,0.4,71,29.24918101
54,TRUE,TRUE,0.4,124,19.09184785
56,TRUE,TRUE,0.4,72,29.53164723
61,TRUE,TRUE,0.6,10,34.20815072
56,TRUE,TRUE,0.4,73,29.73691221
52,TRUE,TRUE,0.4,140,19.47167851
59,TRUE,TRUE,0.4,65,27.82735238
56,TRUE,TRUE,0.4,74,29.95083791
57,TRUE,TRUE,0.4,75,25.45313106
60,TRUE,TRUE,0.4,32,27.71621514
52,TRUE,TRUE,0.4,141,18.47727647
58,TRUE,TRUE,0.4,60,33.21311284
52,TRUE,TRUE,0.4,142,18.0381132
54,TRUE,TRUE,0.4,125,19.31790306
52,TRUE,TRUE,0.4,143,17.60025661
52,TRUE,TRUE,0.4,144,17.57703646
52,TRUE,TRUE,0.4,145,17.75887625
54,TRUE,TRUE,0.4,126,19.18693492
52,TRUE,TRUE,0.4,146,17.21670912
60,TRUE,TRUE,0.4,33,27.76441447
52,TRUE,TRUE,0.4,147,17.28379807
52,TRUE,TRUE,0.4,148,17.46009853
52,TRUE,TRUE,0.4,149,17.34791376
54,TRUE,TRUE,0.4,127,19.36472116
60,TRUE,TRUE,0.4,34,28.08446966
58,TRUE,TRUE,0.4,61,33.41985321
52,TRUE,TRUE,0.4,150,17.17678214
61,TRUE,TRUE,0.6,11,33.72363859
58,TRUE,TRUE,0.4,62,33.7553495
54,TRUE,TRUE,0.4,128,19.21712753
54,TRUE,TRUE,0.4,129,19.41936011
60,TRUE,TRUE,0.4,35,27.65008449
56,TRUE,TRUE,0.4,75,30.3259833
60,TRUE,TRUE,0.4,36,27.90487963
54,TRUE,TRUE,0.4,130,19.58765413
56,TRUE,TRUE,0.4,76,30.6404375
54,TRUE,TRUE,0.4,131,19.5758315
59,TRUE,TRUE,0.4,66,27.78798923
54,TRUE,TRUE,0.4,132,19.76560811
54,TRUE,TRUE,0.4,133,19.6403604
62,TRUE,TRUE,0.6,0,39.40867381
54,TRUE,TRUE,0.4,134,19.80064014
57,TRUE,TRUE,0.4,76,25.67399811
60,TRUE,TRUE,0.4,37,27.89964236
61,TRUE,TRUE,0.6,12,34.07457412
62,TRUE,TRUE,0.6,1,39.64377416
54,TRUE,TRUE,0.4,135,19.88654672
54,TRUE,TRUE,0.4,136,20.09606924
62,TRUE,TRUE,0.6,2,40.23510806
62,TRUE,TRUE,0.6,3,39.72893104
60,TRUE,TRUE,0.4,38,27.68369584
54,TRUE,TRUE,0.4,137,20.24537217
54,TRUE,TRUE,0.4,138,20.12175894
60,TRUE,TRUE,0.4,39,27.70502324
58,TRUE,TRUE,0.4,63,33.81390404
54,TRUE,TRUE,0.4,139,20.05048607
61,TRUE,TRUE,0.6,13,34.46262663
56,TRUE,TRUE,0.4,77,29.49822264
54,TRUE,TRUE,0.4,140,19.91487339
58,TRUE,TRUE,0.4,64,33.14003821
54,TRUE,TRUE,0.4,141,19.90114115
60,TRUE,TRUE,0.4,40,27.28905204
58,TRUE,TRUE,0.4,65,33.33592366
62,TRUE,TRUE,0.6,4,37.5724571
59,TRUE,TRUE,0.4,67,27.77607007
60,TRUE,TRUE,0.4,41,24.80882095
54,TRUE,TRUE,0.4,142,19.85377504
57,TRUE,TRUE,0.4,77,25.9094713
62,TRUE,TRUE,0.6,5,36.25680382
60,TRUE,TRUE,0.4,42,25.02543168
60,TRUE,TRUE,0.4,43,24.38431734
60,TRUE,TRUE,0.4,44,23.97717255
60,TRUE,TRUE,0.4,45,23.42523815
60,TRUE,TRUE,0.4,46,23.53100422
59,TRUE,TRUE,0.4,68,27.97279214
60,TRUE,TRUE,0.4,47,23.26500925
54,TRUE,TRUE,0.4,143,18.68279001
57,TRUE,TRUE,0.4,78,26.21386105
61,TRUE,TRUE,0.6,14,34.80037023
54,TRUE,TRUE,0.4,144,18.85498796
59,TRUE,TRUE,0.4,69,28.1309804
54,TRUE,TRUE,0.4,145,18.43012643
60,TRUE,TRUE,0.4,48,23.52446596
57,TRUE,TRUE,0.4,79,25.00969725
61,TRUE,TRUE,0.6,15,34.77801357
60,TRUE,TRUE,0.4,49,23.83301511
57,TRUE,TRUE,0.4,80,23.87605948
60,TRUE,TRUE,0.4,50,22.98702892
61,TRUE,TRUE,0.6,16,35.15956586
60,TRUE,TRUE,0.4,51,23.2005325
57,TRUE,TRUE,0.4,81,24.24374854
54,TRUE,TRUE,0.4,146,18.48129515
62,TRUE,TRUE,0.6,6,36.21666401
60,TRUE,TRUE,0.4,52,23.33364731
57,TRUE,TRUE,0.4,82,24.21595079
54,TRUE,TRUE,0.4,147,18.34772374
57,TRUE,TRUE,0.4,83,24.43605985
56,TRUE,TRUE,0.4,78,29.6817133
57,TRUE,TRUE,0.4,84,23.97318914
62,TRUE,TRUE,0.6,7,36.71110831
54,TRUE,TRUE,0.4,148,18.44393182
58,TRUE,TRUE,0.4,66,33.62925558
54,TRUE,TRUE,0.4,149,18.58197977
54,TRUE,TRUE,0.4,150,18.7792707
61,TRUE,TRUE,0.6,17,34.87909283
59,TRUE,TRUE,0.4,70,27.712957
61,TRUE,TRUE,0.6,18,34.291491
58,TRUE,TRUE,0.4,67,33.65417137
60,TRUE,TRUE,0.4,53,23.44996643
57,TRUE,TRUE,0.4,85,23.98370784
58,TRUE,TRUE,0.4,68,33.21738312
62,TRUE,TRUE,0.6,8,37.20609407
60,TRUE,TRUE,0.4,54,23.43707041
63,TRUE,TRUE,0.6,0,41.29177543
58,TRUE,TRUE,0.4,69,32.43569374
57,TRUE,TRUE,0.4,86,23.47354806
63,TRUE,TRUE,0.6,1,39.09984086
63,TRUE,TRUE,0.6,2,39.02924135
61,TRUE,TRUE,0.6,19,34.53804468
63,TRUE,TRUE,0.6,3,37.99206313
56,TRUE,TRUE,0.4,79,29.65270756
62,TRUE,TRUE,0.6,9,37.54844781
59,TRUE,TRUE,0.4,71,27.60503472
57,TRUE,TRUE,0.4,87,23.80448519
60,TRUE,TRUE,0.4,55,23.71810739
62,TRUE,TRUE,0.6,10,37.1013487
57,TRUE,TRUE,0.4,88,24.16923637
58,TRUE,TRUE,0.4,70,32.66595478
61,TRUE,TRUE,0.6,20,33.98284265
62,TRUE,TRUE,0.6,11,36.58206891
63,TRUE,TRUE,0.6,4,35.59916841
60,TRUE,TRUE,0.4,56,22.96892764
58,TRUE,TRUE,0.4,71,32.97866621
63,TRUE,TRUE,0.6,5,35.75839331
60,TRUE,TRUE,0.4,57,23.18784668
63,TRUE,TRUE,0.6,6,35.79561997
58,TRUE,TRUE,0.4,72,33.13809029
62,TRUE,TRUE,0.6,12,35.83264672
57,TRUE,TRUE,0.4,89,23.91749955
61,TRUE,TRUE,0.6,21,34.38303323
59,TRUE,TRUE,0.4,72,27.86221298
56,TRUE,TRUE,0.4,80,29.37952874
63,TRUE,TRUE,0.6,7,34.94068078
60,TRUE,TRUE,0.4,58,21.57577478
63,TRUE,TRUE,0.6,8,34.24341738
59,TRUE,TRUE,0.4,73,27.05186824
56,TRUE,TRUE,0.4,81,29.72305603
62,TRUE,TRUE,0.6,13,36.25217575
58,TRUE,TRUE,0.4,73,32.94524927
62,TRUE,TRUE,0.6,14,36.58683123
61,TRUE,TRUE,0.6,22,33.72818648
62,TRUE,TRUE,0.6,15,35.28589305
58,TRUE,TRUE,0.4,74,32.79360707
62,TRUE,TRUE,0.6,16,34.36020982
57,TRUE,TRUE,0.4,90,23.79056769
63,TRUE,TRUE,0.6,9,34.45033178
58,TRUE,TRUE,0.4,75,31.71558315
61,TRUE,TRUE,0.6,23,33.55186726
63,TRUE,TRUE,0.6,10,34.51962582
63,TRUE,TRUE,0.6,11,33.91693592
63,TRUE,TRUE,0.6,12,33.94766544
59,TRUE,TRUE,0.4,74,26.23665269
63,TRUE,TRUE,0.6,13,34.16524922
60,TRUE,TRUE,0.4,59,21.79054939
63,TRUE,TRUE,0.6,14,33.53694583
62,TRUE,TRUE,0.6,17,33.21369896
56,TRUE,TRUE,0.4,82,28.94450859
61,TRUE,TRUE,0.6,24,33.66827804
60,TRUE,TRUE,0.4,60,21.02465823
61,TRUE,TRUE,0.6,25,31.66282246
61,TRUE,TRUE,0.6,26,31.88372413
60,TRUE,TRUE,0.4,61,21.21128302
56,TRUE,TRUE,0.4,83,28.56112817
