run_no,spat_feed,diff_mort,juv-mort,time,BA
254,FALSE,TRUE,0,80,49.48982003
250,FALSE,TRUE,0,108,52.61473221
256,FALSE,TRUE,0,90,47.09068928
251,FALSE,TRUE,0,103,51.80501995
255,FALSE,TRUE,0,77,48.38129312
250,FALSE,TRUE,0,109,52.47545445
251,FALSE,TRUE,0,104,51.68938744
254,FALSE,TRUE,0,81,49.27607202
249,FALSE,TRUE,0,139,49.84954152
256,FALSE,TRUE,0,91,46.81069427
252,FALSE,TRUE,0,85,43.6576636
251,FALSE,TRUE,0,105,51.67583776
250,FALSE,TRUE,0,110,52.34056564
256,FALSE,TRUE,0,92,47.05292266
254,FALSE,TRUE,0,82,49.08568046
255,FALSE,TRUE,0,78,48.94108606
250,FALSE,TRUE,0,111,51.19979513
252,FALSE,TRUE,0,86,44.34561077
254,FALSE,TRUE,0,83,49.52908827
255,FALSE,TRUE,0,79,48.57402533
250,FALSE,TRUE,0,112,50.31129785
249,FALSE,TRUE,0,140,50.6369563
253,FALSE,TRUE,0,90,50.48070265
254,FALSE,TRUE,0,84,48.90369145
250,FALSE,TRUE,0,113,50.1006436
252,FALSE,TRUE,0,87,44.89760175
249,FALSE,TRUE,0,141,50.10445211
250,FALSE,TRUE,0,114,50.00847433
254,FALSE,TRUE,0,85,49.26588591
253,FALSE,TRUE,0,91,50.66617546
252,FALSE,TRUE,0,88,45.32376097
249,FALSE,TRUE,0,142,50.26010447
251,FALSE,TRUE,0,106,51.6105683
254,FALSE,TRUE,0,86,49.62027961
249,FALSE,TRUE,0,143,48.9691818
254,FALSE,TRUE,0,87,49.42063817
251,FALSE,TRUE,0,107,51.46061499
256,FALSE,TRUE,0,93,47.07750221
249,FALSE,TRUE,0,144,47.56490679
251,FALSE,TRUE,0,108,51.50837542
255,FALSE,TRUE,0,80,49.34188147
249,FALSE,TRUE,0,145,47.36315525
256,FALSE,TRUE,0,94,47.14170336
250,FALSE,TRUE,0,115,50.27847779
249,FALSE,TRUE,0,146,47.5977965
255,FALSE,TRUE,0,81,50.3724155
252,FALSE,TRUE,0,89,45.45313413
250,FALSE,TRUE,0,116,48.96297136
249,FALSE,TRUE,0,147,47.89186877
253,FALSE,TRUE,0,92,51.19940783
250,FALSE,TRUE,0,117,48.07434975
252,FALSE,TRUE,0,90,45.1149144
253,FALSE,TRUE,0,93,48.89970447
250,FALSE,TRUE,0,118,48.96441681
254,FALSE,TRUE,0,88,49.65736017
252,FALSE,TRUE,0,91,45.57210182
251,FALSE,TRUE,0,109,51.55970573
250,FALSE,TRUE,0,119,48.85482621
249,FALSE,TRUE,0,148,47.05318127
250,FALSE,TRUE,0,120,48.42279569
256,FALSE,TRUE,0,95,46.92669318
255,FALSE,TRUE,0,82,50.85555348
256,FALSE,TRUE,0,96,46.07180385
255,FALSE,TRUE,0,83,51.28758082
252,FALSE,TRUE,0,92,45.70325604
249,FALSE,TRUE,0,149,46.45411711
253,FALSE,TRUE,0,94,48.2068809
256,FALSE,TRUE,0,97,46.3034998
250,FALSE,TRUE,0,121,48.94121162
251,FALSE,TRUE,0,110,51.37886006
254,FALSE,TRUE,0,89,49.99337494
253,FALSE,TRUE,0,95,48.27389823
252,FALSE,TRUE,0,93,46.11302473
249,FALSE,TRUE,0,150,46.24795162
250,FALSE,TRUE,0,122,48.5540111
257,FALSE,TRUE,0,0,38.95737629
257,FALSE,TRUE,0,1,39.24887478
251,FALSE,TRUE,0,111,51.98532475
253,FALSE,TRUE,0,96,48.46656311
257,FALSE,TRUE,0,2,38.30794854
252,FALSE,TRUE,0,94,46.37688865
257,FALSE,TRUE,0,3,36.20724427
252,FALSE,TRUE,0,95,46.04091911
255,FALSE,TRUE,0,84,50.20906618
252,FALSE,TRUE,0,96,45.77102144
257,FALSE,TRUE,0,4,35.33563622
250,FALSE,TRUE,0,123,48.67687788
256,FALSE,TRUE,0,98,45.77854136
255,FALSE,TRUE,0,85,50.37155742
252,FALSE,TRUE,0,97,45.68548669
257,FALSE,TRUE,0,5,35.54551858
254,FALSE,TRUE,0,90,49.67939813
250,FALSE,TRUE,0,124,49.01083398
256,FALSE,TRUE,0,99,46.38546332
251,FALSE,TRUE,0,112,52.01358117
252,FALSE,TRUE,0,98,46.31943667
257,FALSE,TRUE,0,6,34.77733682
253,FALSE,TRUE,0,97,48.61117824
254,FALSE,TRUE,0,91,49.70270812
256,FALSE,TRUE,0,100,46.49888282
252,FALSE,TRUE,0,99,46.55966073
253,FALSE,TRUE,0,98,48.6172482
256,FALSE,TRUE,0,101,46.6078165
252,FALSE,TRUE,0,100,46.46206917
257,FALSE,TRUE,0,7,34.96993268
253,FALSE,TRUE,0,99,48.59546417
256,FALSE,TRUE,0,102,47.0858721
255,FALSE,TRUE,0,86,51.13983883
253,FALSE,TRUE,0,100,48.68408624
250,FALSE,TRUE,0,125,49.35299826
256,FALSE,TRUE,0,103,47.18586588
251,FALSE,TRUE,0,113,52.00849813
253,FALSE,TRUE,0,101,48.9783571
250,FALSE,TRUE,0,126,49.18327315
256,FALSE,TRUE,0,104,46.81347956
257,FALSE,TRUE,0,8,34.70569846
252,FALSE,TRUE,0,101,46.78307556
253,FALSE,TRUE,0,102,49.21584236
251,FALSE,TRUE,0,114,51.26724404
254,FALSE,TRUE,0,92,49.41403186
257,FALSE,TRUE,0,9,34.00542954
252,FALSE,TRUE,0,102,47.25468584
254,FALSE,TRUE,0,93,49.53717603
257,FALSE,TRUE,0,10,34.33706229
255,FALSE,TRUE,0,87,51.3421117
254,FALSE,TRUE,0,94,49.91139175
250,FALSE,TRUE,0,127,47.43568546
257,FALSE,TRUE,0,11,34.36298251
254,FALSE,TRUE,0,95,49.97078067
255,FALSE,TRUE,0,88,51.55751952
256,FALSE,TRUE,0,105,46.51865913
251,FALSE,TRUE,0,115,51.52704099
252,FALSE,TRUE,0,103,47.31473719
253,FALSE,TRUE,0,103,48.48857412
255,FALSE,TRUE,0,89,51.84577581
256,FALSE,TRUE,0,106,47.24648073
251,FALSE,TRUE,0,116,51.34280283
253,FALSE,TRUE,0,104,48.56537297
252,FALSE,TRUE,0,104,47.71995476
257,FALSE,TRUE,0,12,34.32841951
256,FALSE,TRUE,0,107,47.41870786
253,FALSE,TRUE,0,105,47.25924781
250,FALSE,TRUE,0,128,47.66008199
257,FALSE,TRUE,0,13,34.71408555
250,FALSE,TRUE,0,129,48.18114364
257,FALSE,TRUE,0,14,34.74465978
254,FALSE,TRUE,0,96,50.34421696
250,FALSE,TRUE,0,130,47.74497417
252,FALSE,TRUE,0,105,48.09741072
255,FALSE,TRUE,0,90,51.3503849
257,FALSE,TRUE,0,15,35.02871045
251,FALSE,TRUE,0,117,51.55052232
250,FALSE,TRUE,0,131,46.44206279
256,FALSE,TRUE,0,108,47.80425718
251,FALSE,TRUE,0,118,52.19376536
253,FALSE,TRUE,0,106,46.02261384
250,FALSE,TRUE,0,132,46.41168877
257,FALSE,TRUE,0,16,35.22209079
250,FALSE,TRUE,0,133,46.25319638
252,FALSE,TRUE,0,106,48.81048768
250,FALSE,TRUE,0,134,46.14557907
257,FALSE,TRUE,0,17,35.71677364
254,FALSE,TRUE,0,97,50.36708789
252,FALSE,TRUE,0,107,48.78004088
255,FALSE,TRUE,0,91,51.4853662
250,FALSE,TRUE,0,135,46.30745592
257,FALSE,TRUE,0,18,34.90160308
254,FALSE,TRUE,0,98,50.59577301
252,FALSE,TRUE,0,108,49.18676445
255,FALSE,TRUE,0,92,52.00321718
251,FALSE,TRUE,0,119,52.48148329
256,FALSE,TRUE,0,109,47.96195922
254,FALSE,TRUE,0,99,50.71267609
252,FALSE,TRUE,0,109,49.77991718
257,FALSE,TRUE,0,19,34.45629264
253,FALSE,TRUE,0,107,46.01778564
255,FALSE,TRUE,0,93,52.53217047
251,FALSE,TRUE,0,120,52.55513736
252,FALSE,TRUE,0,110,49.99079281
254,FALSE,TRUE,0,100,50.60567846
257,FALSE,TRUE,0,20,34.99076543
251,FALSE,TRUE,0,121,52.6671491
250,FALSE,TRUE,0,136,46.5262028
252,FALSE,TRUE,0,111,50.43764303
254,FALSE,TRUE,0,101,50.81847609
251,FALSE,TRUE,0,122,50.90880296
257,FALSE,TRUE,0,21,34.67599445
254,FALSE,TRUE,0,102,51.38723752
254,FALSE,TRUE,0,103,51.29654211
257,FALSE,TRUE,0,22,35.18428433
255,FALSE,TRUE,0,94,51.82505684
254,FALSE,TRUE,0,104,50.86933786
257,FALSE,TRUE,0,23,35.44713357
252,FALSE,TRUE,0,112,51.02569263
250,FALSE,TRUE,0,137,47.23036537
256,FALSE,TRUE,0,110,48.03255015
253,FALSE,TRUE,0,108,46.3952969
255,FALSE,TRUE,0,95,51.75158197
256,FALSE,TRUE,0,111,48.33211415
250,FALSE,TRUE,0,138,46.69400434
251,FALSE,TRUE,0,123,51.34389635
255,FALSE,TRUE,0,96,51.12727025
257,FALSE,TRUE,0,24,35.28923546
251,FALSE,TRUE,0,124,51.26278582
250,FALSE,TRUE,0,139,47.0870899
255,FALSE,TRUE,0,97,49.82116519
252,FALSE,TRUE,0,113,51.14670669
251,FALSE,TRUE,0,125,51.22722246
250,FALSE,TRUE,0,140,46.57871062
251,FALSE,TRUE,0,126,49.84469606
254,FALSE,TRUE,0,105,51.13342604
250,FALSE,TRUE,0,141,46.56243392
257,FALSE,TRUE,0,25,35.24613592
251,FALSE,TRUE,0,127,49.8329875
253,FALSE,TRUE,0,109,46.61218227
250,FALSE,TRUE,0,142,46.41555578
251,FALSE,TRUE,0,128,50.21030795
256,FALSE,TRUE,0,112,48.50526228
255,FALSE,TRUE,0,98,50.16231223
252,FALSE,TRUE,0,114,51.38151216
251,FALSE,TRUE,0,129,50.54791848
250,FALSE,TRUE,0,143,46.65091534
253,FALSE,TRUE,0,110,46.69864591
256,FALSE,TRUE,0,113,48.15187357
252,FALSE,TRUE,0,115,51.13713351
255,FALSE,TRUE,0,99,49.86173657
251,FALSE,TRUE,0,130,50.5125368
250,FALSE,TRUE,0,144,46.62882109
257,FALSE,TRUE,0,26,34.65373358
253,FALSE,TRUE,0,111,46.59594408
252,FALSE,TRUE,0,116,51.34487459
256,FALSE,TRUE,0,114,47.6483515
251,FALSE,TRUE,0,131,49.43513254
255,FALSE,TRUE,0,100,49.63716528
250,FALSE,TRUE,0,145,47.41049674
251,FALSE,TRUE,0,132,50.03029061
254,FALSE,TRUE,0,106,50.75383188
253,FALSE,TRUE,0,112,46.67095407
256,FALSE,TRUE,0,115,47.47651125
255,FALSE,TRUE,0,101,49.36366091
250,FALSE,TRUE,0,146,48.09566387
257,FALSE,TRUE,0,27,35.38028597
254,FALSE,TRUE,0,107,50.97640796
253,FALSE,TRUE,0,113,46.70014567
250,FALSE,TRUE,0,147,48.90259066
255,FALSE,TRUE,0,102,49.65540477
252,FALSE,TRUE,0,117,52.01606007
254,FALSE,TRUE,0,108,49.421821
257,FALSE,TRUE,0,28,36.07460579
255,FALSE,TRUE,0,103,49.6592146
252,FALSE,TRUE,0,118,52.4560986
251,FALSE,TRUE,0,133,50.17530012
252,FALSE,TRUE,0,119,52.4135581
256,FALSE,TRUE,0,116,47.3329011
250,FALSE,TRUE,0,148,48.91072954
252,FALSE,TRUE,0,120,52.81766524
250,FALSE,TRUE,0,149,48.31636667
256,FALSE,TRUE,0,117,47.32729761
257,FALSE,TRUE,0,29,36.63039063
253,FALSE,TRUE,0,114,47.2817053
255,FALSE,TRUE,0,104,49.72317349
256,FALSE,TRUE,0,118,45.95141856
254,FALSE,TRUE,0,109,49.35870984
255,FALSE,TRUE,0,105,49.8070214
251,FALSE,TRUE,0,134,50.77866798
257,FALSE,TRUE,0,30,37.11084201
252,FALSE,TRUE,0,121,52.46070062
256,FALSE,TRUE,0,119,46.17179249
255,FALSE,TRUE,0,106,48.2449431
254,FALSE,TRUE,0,110,49.35133619
251,FALSE,TRUE,0,135,51.16500112
256,FALSE,TRUE,0,120,46.54844237
250,FALSE,TRUE,0,150,48.64258644
257,FALSE,TRUE,0,31,37.54512137
258,FALSE,TRUE,0,0,45.20405228
255,FALSE,TRUE,0,107,48.00579629
251,FALSE,TRUE,0,136,51.73603399
254,FALSE,TRUE,0,111,49.40367117
256,FALSE,TRUE,0,121,46.03568395
251,FALSE,TRUE,0,137,51.62234647
255,FALSE,TRUE,0,108,48.20449069
252,FALSE,TRUE,0,122,52.31531827
254,FALSE,TRUE,0,112,49.84585417
258,FALSE,TRUE,0,1,44.48647516
256,FALSE,TRUE,0,122,46.70420864
253,FALSE,TRUE,0,115,47.69899204
257,FALSE,TRUE,0,32,37.79549827
258,FALSE,TRUE,0,2,42.38347106
251,FALSE,TRUE,0,138,52.22480199
252,FALSE,TRUE,0,123,52.63477953
255,FALSE,TRUE,0,109,48.73861385
256,FALSE,TRUE,0,123,46.62640435
253,FALSE,TRUE,0,116,47.58576928
251,FALSE,TRUE,0,139,51.6434028
252,FALSE,TRUE,0,124,52.64924179
255,FALSE,TRUE,0,110,47.70956253
258,FALSE,TRUE,0,3,39.59443296
252,FALSE,TRUE,0,125,52.99301015
253,FALSE,TRUE,0,117,47.85166534
255,FALSE,TRUE,0,111,47.37732297
252,FALSE,TRUE,0,126,53.39300004
257,FALSE,TRUE,0,33,38.40143946
258,FALSE,TRUE,0,4,37.9617605
252,FALSE,TRUE,0,127,53.76991429
254,FALSE,TRUE,0,113,49.70400715
258,FALSE,TRUE,0,5,36.61482815
256,FALSE,TRUE,0,124,46.71021181
251,FALSE,TRUE,0,140,51.33882847
257,FALSE,TRUE,0,34,38.66735207
251,FALSE,TRUE,0,141,51.39713378
256,FALSE,TRUE,0,125,46.30341816
258,FALSE,TRUE,0,6,36.27458172
255,FALSE,TRUE,0,112,47.82789994
256,FALSE,TRUE,0,126,46.04683425
252,FALSE,TRUE,0,128,53.46899951
253,FALSE,TRUE,0,118,47.66920085
255,FALSE,TRUE,0,113,48.02344539
252,FALSE,TRUE,0,129,53.45080212
256,FALSE,TRUE,0,127,46.63839307
257,FALSE,TRUE,0,35,39.14988157
258,FALSE,TRUE,0,7,36.19284214
255,FALSE,TRUE,0,114,48.60607657
256,FALSE,TRUE,0,128,46.90331769
254,FALSE,TRUE,0,114,50.06037073
251,FALSE,TRUE,0,142,49.13017352
255,FALSE,TRUE,0,115,48.46547493
256,FALSE,TRUE,0,129,46.99043215
257,FALSE,TRUE,0,36,39.46424098
251,FALSE,TRUE,0,143,49.6975132
254,FALSE,TRUE,0,115,50.35610134
252,FALSE,TRUE,0,130,53.22063644
258,FALSE,TRUE,0,8,36.1798408
251,FALSE,TRUE,0,144,49.79304122
253,FALSE,TRUE,0,119,47.94102084
257,FALSE,TRUE,0,37,40.17805371
258,FALSE,TRUE,0,9,35.1486387
251,FALSE,TRUE,0,145,49.0152057
253,FALSE,TRUE,0,120,48.44671101
251,FALSE,TRUE,0,146,49.21919161
258,FALSE,TRUE,0,10,35.48192897
256,FALSE,TRUE,0,130,47.35816074
257,FALSE,TRUE,0,38,40.64492239
253,FALSE,TRUE,0,121,48.71590106
255,FALSE,TRUE,0,116,48.15351432
252,FALSE,TRUE,0,131,52.91290597
251,FALSE,TRUE,0,147,49.47490198
258,FALSE,TRUE,0,11,35.60655535
256,FALSE,TRUE,0,131,47.31286976
254,FALSE,TRUE,0,116,50.39928865
255,FALSE,TRUE,0,117,48.71314793
257,FALSE,TRUE,0,39,40.36109875
258,FALSE,TRUE,0,12,35.8033269
256,FALSE,TRUE,0,132,46.74261704
254,FALSE,TRUE,0,117,50.65136649
255,FALSE,TRUE,0,118,48.72939482
258,FALSE,TRUE,0,13,34.28728562
257,FALSE,TRUE,0,40,40.41887267
251,FALSE,TRUE,0,148,49.40915801
252,FALSE,TRUE,0,132,52.70464301
253,FALSE,TRUE,0,122,48.62601307
258,FALSE,TRUE,0,14,33.6860671
251,FALSE,TRUE,0,149,49.21538168
252,FALSE,TRUE,0,133,52.6919556
257,FALSE,TRUE,0,41,41.3436464
256,FALSE,TRUE,0,133,46.69042008
251,FALSE,TRUE,0,150,48.94048507
259,FALSE,TRUE,0,0,34.33882399
254,FALSE,TRUE,0,118,50.62002232
259,FALSE,TRUE,0,1,33.16098044
258,FALSE,TRUE,0,15,34.26847809
259,FALSE,TRUE,0,2,31.62734285
259,FALSE,TRUE,0,3,30.78366995
256,FALSE,TRUE,0,134,47.14738546
259,FALSE,TRUE,0,4,29.50887337
259,FALSE,TRUE,0,5,29.09360828
259,FALSE,TRUE,0,6,28.8372977
259,FALSE,TRUE,0,7,28.02152094
255,FALSE,TRUE,0,119,48.50953878
258,FALSE,TRUE,0,16,34.18933211
259,FALSE,TRUE,0,8,28.37508741
257,FALSE,TRUE,0,42,42.13091998
252,FALSE,TRUE,0,134,53.17462343
259,FALSE,TRUE,0,9,28.07795205
253,FALSE,TRUE,0,123,48.67560954
259,FALSE,TRUE,0,10,28.37489607
258,FALSE,TRUE,0,17,32.76011386
252,FALSE,TRUE,0,135,53.4118797
259,FALSE,TRUE,0,11,28.19144128
253,FALSE,TRUE,0,124,48.34856055
257,FALSE,TRUE,0,43,42.68416003
252,FALSE,TRUE,0,136,53.81335437
258,FALSE,TRUE,0,18,32.41648691
254,FALSE,TRUE,0,119,51.2735015
256,FALSE,TRUE,0,135,47.34510611
259,FALSE,TRUE,0,12,27.5798727
252,FALSE,TRUE,0,137,53.86190627
258,FALSE,TRUE,0,19,32.18424741
259,FALSE,TRUE,0,13,27.24186725
257,FALSE,TRUE,0,44,43.43150711
252,FALSE,TRUE,0,138,51.8268742
255,FALSE,TRUE,0,120,48.78087246
258,FALSE,TRUE,0,20,31.66324073
252,FALSE,TRUE,0,139,51.38518408
259,FALSE,TRUE,0,14,25.86104426
257,FALSE,TRUE,0,45,43.97526041
252,FALSE,TRUE,0,140,50.59665454
253,FALSE,TRUE,0,125,48.85301808
259,FALSE,TRUE,0,15,25.40962981
255,FALSE,TRUE,0,121,48.85511734
256,FALSE,TRUE,0,136,47.2490182
259,FALSE,TRUE,0,16,25.6971764
254,FALSE,TRUE,0,120,51.4369087
258,FALSE,TRUE,0,21,32.06863439
253,FALSE,TRUE,0,126,48.51228802
257,FALSE,TRUE,0,46,44.27548773
255,FALSE,TRUE,0,122,48.9329877
259,FALSE,TRUE,0,17,25.56769802
254,FALSE,TRUE,0,121,51.16228281
258,FALSE,TRUE,0,22,32.53894896
259,FALSE,TRUE,0,18,25.4933272
257,FALSE,TRUE,0,47,45.24114818
254,FALSE,TRUE,0,122,51.60187399
252,FALSE,TRUE,0,141,50.30521961
259,FALSE,TRUE,0,19,25.14149675
254,FALSE,TRUE,0,123,51.28384907
259,FALSE,TRUE,0,20,25.37238397
257,FALSE,TRUE,0,48,46.0076039
256,FALSE,TRUE,0,137,47.09744724
259,FALSE,TRUE,0,21,25.70750206
258,FALSE,TRUE,0,23,33.10923281
254,FALSE,TRUE,0,124,51.4423237
253,FALSE,TRUE,0,127,48.79132646
259,FALSE,TRUE,0,22,25.65389572
254,FALSE,TRUE,0,125,51.93560644
256,FALSE,TRUE,0,138,47.97504299
259,FALSE,TRUE,0,23,25.81860811
253,FALSE,TRUE,0,128,48.33453885
255,FALSE,TRUE,0,123,48.77458745
252,FALSE,TRUE,0,142,50.40992561
259,FALSE,TRUE,0,24,26.17486691
257,FALSE,TRUE,0,49,46.98838281
258,FALSE,TRUE,0,24,33.8121021
256,FALSE,TRUE,0,139,47.74903401
253,FALSE,TRUE,0,129,48.49515692
259,FALSE,TRUE,0,25,25.80024073
252,FALSE,TRUE,0,143,50.33300597
255,FALSE,TRUE,0,124,48.87106621
259,FALSE,TRUE,0,26,26.06160175
257,FALSE,TRUE,0,50,47.11364309
253,FALSE,TRUE,0,130,48.28758194
252,FALSE,TRUE,0,144,50.32036495
256,FALSE,TRUE,0,140,47.09743263
259,FALSE,TRUE,0,27,25.5171036
254,FALSE,TRUE,0,126,52.29400957
253,FALSE,TRUE,0,131,47.04771201
259,FALSE,TRUE,0,28,26.08442232
252,FALSE,TRUE,0,145,50.44839189
257,FALSE,TRUE,0,51,47.73704295
256,FALSE,TRUE,0,141,47.64404608
258,FALSE,TRUE,0,25,33.78554117
254,FALSE,TRUE,0,127,52.2877141
259,FALSE,TRUE,0,29,24.86330505
252,FALSE,TRUE,0,146,49.78446498
253,FALSE,TRUE,0,132,46.56077238
259,FALSE,TRUE,0,30,25.44954731
254,FALSE,TRUE,0,128,51.56810769
257,FALSE,TRUE,0,52,48.67261886
252,FALSE,TRUE,0,147,49.8049963
253,FALSE,TRUE,0,133,46.53793346
258,FALSE,TRUE,0,26,33.72324305
254,FALSE,TRUE,0,129,52.23653608
259,FALSE,TRUE,0,31,25.90340595
252,FALSE,TRUE,0,148,49.60429988
257,FALSE,TRUE,0,53,47.89479313
255,FALSE,TRUE,0,125,49.23550517
254,FALSE,TRUE,0,130,52.27730574
259,FALSE,TRUE,0,32,25.11034861
258,FALSE,TRUE,0,27,34.05764966
252,FALSE,TRUE,0,149,48.91639662
259,FALSE,TRUE,0,33,25.69461432
254,FALSE,TRUE,0,131,52.33117502
257,FALSE,TRUE,0,54,48.58680155
256,FALSE,TRUE,0,142,48.11279526
252,FALSE,TRUE,0,150,48.98166641
254,FALSE,TRUE,0,132,52.25947725
260,FALSE,TRUE,0,0,39.25343926
259,FALSE,TRUE,0,34,26.2316617
257,FALSE,TRUE,0,55,49.41273709
256,FALSE,TRUE,0,143,48.6267581
254,FALSE,TRUE,0,133,51.87715192
253,FALSE,TRUE,0,134,46.49360218
259,FALSE,TRUE,0,35,26.84046222
260,FALSE,TRUE,0,1,39.3708556
257,FALSE,TRUE,0,56,50.06651664
258,FALSE,TRUE,0,28,34.6353225
259,FALSE,TRUE,0,36,27.07496846
253,FALSE,TRUE,0,135,46.58828048
257,FALSE,TRUE,0,57,50.73381335
259,FALSE,TRUE,0,37,25.75263409
255,FALSE,TRUE,0,126,49.55722989
260,FALSE,TRUE,0,2,38.88519078
253,FALSE,TRUE,0,136,47.21312531
257,FALSE,TRUE,0,58,51.70890364
259,FALSE,TRUE,0,38,26.41376198
254,FALSE,TRUE,0,134,51.26768318
255,FALSE,TRUE,0,127,50.18311438
258,FALSE,TRUE,0,29,35.22943879
253,FALSE,TRUE,0,137,47.58628615
256,FALSE,TRUE,0,144,48.30232623
259,FALSE,TRUE,0,39,27.11072668
260,FALSE,TRUE,0,3,36.53821679
253,FALSE,TRUE,0,138,47.2595066
255,FALSE,TRUE,0,128,50.16796361
259,FALSE,TRUE,0,40,27.88745762
256,FALSE,TRUE,0,145,47.65224885
253,FALSE,TRUE,0,139,45.9415796
259,FALSE,TRUE,0,41,28.57161315
257,FALSE,TRUE,0,59,52.41821267
255,FALSE,TRUE,0,129,50.21794568
256,FALSE,TRUE,0,146,48.21714587
260,FALSE,TRUE,0,4,35.664384
258,FALSE,TRUE,0,30,35.8242449
253,FALSE,TRUE,0,140,45.7100094
259,FALSE,TRUE,0,42,29.33513715
254,FALSE,TRUE,0,135,50.25041241
257,FALSE,TRUE,0,60,52.59544479
255,FALSE,TRUE,0,130,50.47759268
256,FALSE,TRUE,0,147,48.25220313
254,FALSE,TRUE,0,136,50.55484184
259,FALSE,TRUE,0,43,30.1134262
258,FALSE,TRUE,0,31,36.50685994
256,FALSE,TRUE,0,148,48.14149938
255,FALSE,TRUE,0,131,49.9741773
254,FALSE,TRUE,0,137,50.77624715
259,FALSE,TRUE,0,44,30.90498166
260,FALSE,TRUE,0,5,34.43404462
258,FALSE,TRUE,0,32,36.72253892
254,FALSE,TRUE,0,138,51.1308639
256,FALSE,TRUE,0,149,48.64610216
255,FALSE,TRUE,0,132,49.28151269
253,FALSE,TRUE,0,141,44.90436105
260,FALSE,TRUE,0,6,33.65207086
259,FALSE,TRUE,0,45,31.49013919
254,FALSE,TRUE,0,139,51.46617312
256,FALSE,TRUE,0,150,47.42940716
257,FALSE,TRUE,0,61,52.94189278
259,FALSE,TRUE,0,46,30.38185926
261,FALSE,TRUE,0.2,0,44.23144906
254,FALSE,TRUE,0,140,51.71536085
261,FALSE,TRUE,0.2,1,44.27025345
261,FALSE,TRUE,0.2,2,44.20070183
261,FALSE,TRUE,0.2,3,42.26590022
257,FALSE,TRUE,0,62,52.79990458
261,FALSE,TRUE,0.2,4,39.37650327
258,FALSE,TRUE,0,33,36.46397744
259,FALSE,TRUE,0,47,30.63443658
254,FALSE,TRUE,0,141,52.10595088
260,FALSE,TRUE,0,7,32.67200627
261,FALSE,TRUE,0.2,5,37.73848663
261,FALSE,TRUE,0.2,6,36.24514208
254,FALSE,TRUE,0,142,52.31312404
259,FALSE,TRUE,0,48,30.72476739
257,FALSE,TRUE,0,63,53.10230973
261,FALSE,TRUE,0.2,7,35.65878681
253,FALSE,TRUE,0,142,44.98367788
260,FALSE,TRUE,0,8,32.14798849
255,FALSE,TRUE,0,133,49.69761864
258,FALSE,TRUE,0,34,36.958621
261,FALSE,TRUE,0.2,8,34.42072338
259,FALSE,TRUE,0,49,30.81928206
261,FALSE,TRUE,0.2,9,33.55851542
261,FALSE,TRUE,0.2,10,33.70499327
261,FALSE,TRUE,0.2,11,33.71459355
261,FALSE,TRUE,0.2,12,32.61340663
261,FALSE,TRUE,0.2,13,32.70581946
259,FALSE,TRUE,0,50,31.26276841
261,FALSE,TRUE,0.2,14,32.74217035
260,FALSE,TRUE,0,9,32.28433254
259,FALSE,TRUE,0,51,31.61188855
254,FALSE,TRUE,0,143,51.19565457
261,FALSE,TRUE,0.2,15,33.18144113
258,FALSE,TRUE,0,35,37.64143353
257,FALSE,TRUE,0,64,52.27752094
260,FALSE,TRUE,0,10,32.43402842
259,FALSE,TRUE,0,52,32.18537654
253,FALSE,TRUE,0,143,45.62065772
261,FALSE,TRUE,0.2,16,32.03874279
255,FALSE,TRUE,0,134,50.13218226
258,FALSE,TRUE,0,36,37.97694997
259,FALSE,TRUE,0,53,32.85965188
257,FALSE,TRUE,0,65,52.9061106
260,FALSE,TRUE,0,11,31.7932837
261,FALSE,TRUE,0.2,17,32.17447111
255,FALSE,TRUE,0,135,49.70281246
259,FALSE,TRUE,0,54,32.93364757
260,FALSE,TRUE,0,12,31.96291755
261,FALSE,TRUE,0.2,18,31.87266732
254,FALSE,TRUE,0,144,51.19926294
255,FALSE,TRUE,0,136,48.62383488
260,FALSE,TRUE,0,13,32.36019888
259,FALSE,TRUE,0,55,33.62213599
258,FALSE,TRUE,0,37,37.73870193
261,FALSE,TRUE,0.2,19,31.48339797
253,FALSE,TRUE,0,144,44.84589935
261,FALSE,TRUE,0.2,20,31.72904884
255,FALSE,TRUE,0,137,48.61685788
257,FALSE,TRUE,0,66,52.1348839
259,FALSE,TRUE,0,56,34.21725909
261,FALSE,TRUE,0.2,21,32.12319356
253,FALSE,TRUE,0,145,45.41706071
255,FALSE,TRUE,0,138,48.96914032
260,FALSE,TRUE,0,14,32.08221076
259,FALSE,TRUE,0,57,33.39344654
261,FALSE,TRUE,0.2,22,32.50885909
258,FALSE,TRUE,0,38,38.56025024
254,FALSE,TRUE,0,145,51.48459071
253,FALSE,TRUE,0,146,45.9433244
260,FALSE,TRUE,0,15,32.44146655
261,FALSE,TRUE,0.2,23,32.78043244
254,FALSE,TRUE,0,146,50.99582468
260,FALSE,TRUE,0,16,32.82095628
261,FALSE,TRUE,0.2,24,32.99067051
258,FALSE,TRUE,0,39,39.0941821
259,FALSE,TRUE,0,58,34.30214451
261,FALSE,TRUE,0.2,25,33.40366613
254,FALSE,TRUE,0,147,51.68172314
261,FALSE,TRUE,0.2,26,32.42825599
261,FALSE,TRUE,0.2,27,32.64844683
260,FALSE,TRUE,0,17,32.63594591
259,FALSE,TRUE,0,59,34.97367616
257,FALSE,TRUE,0,67,52.58370068
255,FALSE,TRUE,0,139,49.48426592
