run_no,spat_feed,juv-mort,time,BA,no_trees,tree_size,tree_size_SD
12,TRUE,1,45,32.20889865,265,37.24195268,12.68769117
13,FALSE,0,14,45.67028036,375,3.842168914,7.237367046
12,TRUE,1,46,32.2777686,264,37.3740083,12.66120057
12,TRUE,1,47,32.15642738,262,37.47886115,12.58732415
12,TRUE,1,48,31.46267,257,37.45475202,12.50134361
12,TRUE,1,49,31.2758002,256,37.45648267,12.36682424
12,TRUE,1,50,31.13508004,254,37.54300509,12.31431892
14,FALSE,0,0,47.23848145,417,34.96750505,14.83111149
14,FALSE,0,1,47.09411499,413,28.24331062,18.83028877
1,TRUE,0,49,83.33827217,290,7.099211284,4.735774467
