"BehaviorSpace results (NetLogo 5.1.0)"
"Denny_mort_4.3.34.nlogo"
"Experiment_1"
"01/25/2016 16:03:17:535 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","spatial-feedback?","juvenile-mortality","drought-rate","[step]","sum [BA] of trees","count trees with [tree-size-t1 > 10]","mean [tree-size-t1] of trees","standard-deviation [tree-size-t1] of trees"
"2","true","0","1","7","46.628102238347005","395","25.933048077033344","19.415825110803492"
"3","true","0","1","7","41.91839254577754","395","23.550650878716613","18.111469414086596"
"1","true","0","1","8","41.363525761445565","384","27.26346349079446","17.801671549446688"
"2","true","0","1","8","45.664500445708626","391","25.6055056442863","19.197593593825257"
"4","true","0","1","9","41.94167996632877","385","33.26549703116214","15.01739920830321"
"3","true","0","1","8","41.17950565548259","390","23.13857882455517","18.01748553465652"
"2","true","0","1","9","44.95894173995472","386","25.49153307691592","19.075693537562426"
"1","true","0","1","9","40.99056963618917","380","27.039492387478347","17.816393844799887"
"4","true","0","1","10","41.681450834050366","381","33.3411429504476","15.018345806393631"
"3","true","0","1","9","40.77424649103016","386","22.940355768642053","17.919445371440993"
"2","true","0","1","10","45.08067411887409","384","25.430422415036592","19.0888264809975"
"1","true","0","1","10","40.68479443515903","375","27.069548448245435","17.7871155378981"
"4","true","0","1","11","41.56746281740548","378","33.380006928654296","15.035485797181334"
"3","true","0","1","10","40.72541251290189","382","22.946218355819237","17.922049898651775"
"2","true","0","1","11","44.99826921486914","382","25.478794513494048","19.0214066498166"
"1","true","0","1","11","40.66994635978444","370","27.148599104500025","17.83603937434508"
"4","true","0","1","12","41.20412653744173","374","33.349739539124364","15.051387478294115"
"3","true","0","1","11","40.746525913518994","380","22.787660200827233","17.907205077495888"
"2","true","0","1","12","44.36417157212175","378","25.15711439177438","18.938208358603653"
"4","true","0","1","13","40.56394342559351","369","33.34470302377278","14.936464899492982"
"1","true","0","1","12","40.745508095023645","367","27.00365958518569","17.931639035379618"
"2","true","0","1","13","43.33015205482482","371","25.005296112172694","18.84611801864556"
"4","true","0","1","14","40.41614542410534","365","33.39347629876506","15.012954852886049"
"1","true","0","1","13","40.501197457058325","364","26.560546597796915","18.069288211035612"
"3","true","0","1","12","40.78189772742228","377","22.678910617994568","17.91466678103062"
"2","true","0","1","14","42.208538138687906","366","24.609382802143866","18.649019331491893"
"4","true","0","1","15","40.3406964271711","363","33.30716585708242","15.12161896959477"
"1","true","0","1","14","39.8301834070894","359","26.023099728135797","18.10030638151321"
"3","true","0","1","13","40.74879567475255","376","22.564872395118122","17.89068703882026"
"4","true","0","1","16","39.653063013107435","359","32.97954135577207","15.199805129343245"
"1","true","0","1","15","39.38251598711958","353","25.592057634779707","18.240580735634406"
"2","true","0","1","15","41.99857901233994","362","24.178400827118686","18.73105867031978"
"3","true","0","1","14","39.93108565660219","369","22.368181166205364","17.817999194839594"
"4","true","0","1","17","39.04854446645093","353","32.65062958235223","15.471775336692408"
"1","true","0","1","16","38.73321078852647","347","25.02815270240932","18.317890441365996"
"2","true","0","1","16","41.90793669013438","361","23.9383095289769","18.72636977362653"
"3","true","0","1","15","39.58748235781667","366","22.181743600371398","17.744787060236987"
"4","true","0","1","18","38.874510062786264","352","32.25111930156217","15.684852598375082"
"2","true","0","1","17","41.50391339277324","357","23.944715304921075","18.649012017900887"
"3","true","0","1","16","39.13012724577871","360","21.838995134167458","17.765426924711285"
"4","true","0","1","19","38.748668878386134","350","31.973641002422532","15.908091238346849"
"1","true","0","1","17","38.28638432806538","342","24.611775195141433","18.3783912109667"
"2","true","0","1","18","41.42223312104212","354","23.749199484951188","18.68101890041292"
"4","true","0","1","20","38.23589193604699","346","31.695152831345105","16.036845015746184"
"3","true","0","1","17","38.84051970595349","356","21.59452449253733","17.75902223621512"
"1","true","0","1","18","38.25281542718303","340","24.123688743141834","18.469523786452495"
"2","true","0","1","19","40.729057176127824","346","23.35358028008","18.729849036522943"
"4","true","0","1","21","38.17969425118411","345","31.12941990850715","16.386196440238045"
"3","true","0","1","18","38.85794695411245","355","21.357567503810905","17.747099754345637"
"1","true","0","1","19","37.821279750197604","336","23.43452532371502","18.52689420079557"
"2","true","0","1","20","40.0492289899319","340","22.784641939040487","18.711815976420915"
"3","true","0","1","19","38.96636484103149","355","21.257162732924765","17.72610827191263"
"4","true","0","1","22","37.83016411019914","342","30.41501215922944","16.725783169074973"
"1","true","0","1","20","37.16337653398187","333","22.788503105766072","18.398842893004456"
"2","true","0","1","21","39.36727330029481","336","22.467498818075025","18.58242277797923"
"3","true","0","1","20","38.132034653305","350","20.88448714312064","17.576329224667262"
"4","true","0","1","23","37.19726643281498","337","29.593978383170782","17.070996292820425"
"1","true","0","1","21","37.16129240046388","332","22.232323679615206","18.421387255779642"
"2","true","0","1","22","39.46402472473325","336","22.14271660930282","18.57242362127974"
"4","true","0","1","24","36.71068261672879","334","27.895491443174585","17.66989347467601"
"1","true","0","1","22","37.1430004351135","330","21.683704034570344","18.445003026735343"
"3","true","0","1","21","37.89268773556623","346","20.707764582517605","17.55561689589542"
"2","true","0","1","23","39.45411106753623","334","21.973469110781924","18.544995979850658"
"4","true","0","1","25","36.77453640422548","332","26.91950279677725","18.054165746743674"
"3","true","0","1","22","37.59670267093278","342","20.366024225999144","17.541243502492396"
"2","true","0","1","24","38.747524366671","327","21.48156724593255","18.509280565684477"
"1","true","0","1","23","36.76461868104659","327","21.20807230673091","18.335743984886562"
"4","true","0","1","26","36.641422765919835","329","25.620381977491558","18.41631205563286"
"3","true","0","1","23","37.59177664636525","340","20.304023813216126","17.485571343285336"
"2","true","0","1","25","38.134764179944185","322","20.973587896312548","18.405967781485163"
"1","true","0","1","24","36.617257137896914","323","20.82892284921751","18.332082414419773"
"4","true","0","1","27","36.02022992954948","324","24.320666496671265","18.581599832125328"
"3","true","0","1","24","37.412652420648946","337","20.206076395037268","17.409498109287913"
"1","true","0","1","25","36.83838135700048","323","19.928597784764833","18.278243198275067"
"4","true","0","1","28","36.22241599309009","324","23.71995075057931","18.647438757160895"
"2","true","0","1","26","37.67185666714564","318","20.574464422898618","18.302506240199634"
"4","true","0","1","29","36.28254015383555","322","23.21971761600118","18.70627895375093"
"1","true","0","1","26","36.66386134325996","321","19.57449563012818","18.137419609928735"
"3","true","0","1","25","37.12438071761589","334","20.057779219789214","17.303386582085828"
"2","true","0","1","27","37.02028274061111","314","20.282190942893106","18.1086660687658"
"4","true","0","1","30","35.98691620253213","317","22.91947498106844","18.70153119756588"
"1","true","0","1","27","36.723618899475966","320","18.7300580704641","18.01429150269516"
"3","true","0","1","26","37.14467862223776","332","20.104486515064508","17.259453016910495"
"2","true","0","1","28","36.427221750651555","308","19.998879791022176","17.970960635398523"
"4","true","0","1","31","35.461555287237715","310","22.47678849361381","18.723354484847736"
"1","true","0","1","28","36.37504668505329","318","18.052659326317357","17.779303183756575"
"3","true","0","1","27","36.68950024730325","329","19.90271170711676","17.095799217174722"
"2","true","0","1","29","36.040438754944645","305","19.546815318516572","17.800914078826256"
"4","true","0","1","32","34.42742347063518","303","21.849823136797536","18.59100091311837"
"1","true","0","1","29","36.217197708735306","316","17.15110424476593","17.539470241327454"
"3","true","0","1","28","36.00393931735115","325","19.808713509033243","16.825823737000377"
"4","true","0","1","33","33.730360137608166","299","21.348435616965176","18.40434578854506"
"1","true","0","1","30","35.68554639041037","310","16.408962982353216","17.297815751355238"
"2","true","0","1","30","35.58986270577296","300","19.18523094762476","17.686186025505574"
"4","true","0","1","34","33.39752266345169","295","20.47216797457246","18.39067550563029"
"3","true","0","1","29","35.91018022106371","323","19.62939817370201","16.75153358589375"
"4","true","0","1","35","32.625252593254665","290","19.458498539922324","18.19085560550868"
"2","true","0","1","31","35.50549489048049","298","18.84309055661536","17.585678020835235"
"3","true","0","1","30","35.60590755395818","319","19.5818993870093","16.666347186866165"
"1","true","0","1","31","35.722998825611256","308","16.01377085176784","17.145997176922393"
"2","true","0","1","32","34.89884530644616","293","18.468536212789424","17.443407907839084"
"1","true","0","1","32","35.83863920714572","308","15.853913782636681","17.057319107437724"
"4","true","0","1","36","32.37817683747677","286","18.70459324668855","18.10261609432377"
"3","true","0","1","31","35.67484364324167","316","19.476204089140555","16.656925590916217"
"1","true","0","1","33","35.654488472621914","306","15.631890941581172","16.92140219091325"
"4","true","0","1","37","32.30086853595805","284","18.166038614864576","18.01189421708527"
"2","true","0","1","33","34.92081979076019","292","18.16637987134232","17.37805811459392"
"3","true","0","1","32","35.42488035272106","312","19.292370240414208","16.64830315717909"
"4","true","0","1","38","32.26348604064749","283","17.317130632707663","17.846568365276113"
"1","true","0","1","34","34.75843073580517","303","15.415422998161356","16.61587300954035"
"2","true","0","1","34","35.03717857873991","292","17.732802809931997","17.286170780151384"
"3","true","0","1","33","35.096251604262534","308","19.224812768273708","16.60042031488642"
"4","true","0","1","39","32.2155842362624","281","16.611428652170513","17.672233636022902"
"1","true","0","1","35","34.05910813121746","297","15.097260711871993","16.42312303096065"
"2","true","0","1","35","35.1588810222649","292","17.516066821202358","17.20735207903367"
"4","true","0","1","40","31.87704036956348","277","15.407656840725101","17.324605323433456"
"1","true","0","1","36","33.51919149562774","294","14.817464049427993","16.18421737922965"
"2","true","0","1","36","34.85299315719287","289","17.20771470100405","17.089596493191703"
"3","true","0","1","34","34.6969065262388","305","18.908239239988394","16.525084016629286"
"4","true","0","1","41","31.687572180560387","276","14.63690362824864","16.97431504396774"
"2","true","0","1","37","34.68234310035257","285","16.605844651288578","16.96969205960072"
"3","true","0","1","35","34.214840927464245","299","18.509016602075416","16.47368216129439"
"1","true","0","1","37","33.53600335541678","293","14.672631474949943","16.07509511751244"
"4","true","0","1","42","31.85879777616035","275","14.043528766249535","16.698969817495215"
"2","true","0","1","38","34.47623365627547","283","16.111231682378246","16.796362475906594"
"3","true","0","1","36","34.11046466714933","297","18.261859047550036","16.434421537479423"
"1","true","0","1","38","33.18190645706672","289","14.397241094005427","15.914124623722484"
"4","true","0","1","43","31.74532763367671","273","13.664353158306515","16.413046745232748"
"2","true","0","1","39","34.40133297379814","280","15.486194751524838","16.629903079936142"
"1","true","0","1","39","33.30096088586385","289","14.090477060834514","15.78206410481259"
"3","true","0","1","37","33.929225967600125","294","18.020591641201502","16.377567711226444"
"4","true","0","1","44","31.523254429255463","271","13.16762829884248","16.052891509940437"
"1","true","0","1","40","33.07228211688202","287","13.781915928085594","15.578994957031734"
"2","true","0","1","40","34.37921233865048","278","15.05038860973","16.471455756422266"
"3","true","0","1","38","33.82388408538499","291","17.654219501167287","16.33371703990035"
"4","true","0","1","45","31.309198150786536","278","12.823208118382198","15.740680761535476"
"1","true","0","1","41","33.0127273167069","285","13.516827961623076","15.425235968491235"
"2","true","0","1","41","34.517439961816855","278","14.647490625144881","16.298239885181346"
"3","true","0","1","39","33.65427244015091","288","17.085889474494895","16.256537457461402"
"4","true","0","1","46","31.4087768273156","276","12.752431665808881","15.596477229788997"
"1","true","0","1","42","33.17941778690131","283","13.405775728545077","15.308009712543662"
"2","true","0","1","42","34.34927856530961","274","14.355046348504892","16.126189836944075"
"3","true","0","1","40","33.67217670944984","287","16.788250373373558","16.18358764704059"
"4","true","0","1","47","31.247619538152996","275","12.43604144410509","15.329483820188932"
"1","true","0","1","43","33.2229840780653","280","13.277299657058848","15.163616241587585"
"2","true","0","1","43","34.602027790060696","274","14.213014192786133","16.009238438687234"
"4","true","0","1","48","31.462782813584067","274","12.346371710478428","15.193295219908094"
"1","true","0","1","44","33.19279565507779","278","13.188270129351436","15.000620441406275"
"3","true","0","1","41","33.588224442135875","285","16.5227678633189","16.12229679499992"
"4","true","0","1","49","31.611806749548098","273","12.27925113462959","15.045099142862052"
"2","true","0","1","44","34.87680672830703","274","14.019376764625452","15.85635387653662"
"3","true","0","1","42","33.680411725448685","283","16.264516328915438","16.027532510714003"
"1","true","0","1","45","32.55565190234892","340","13.048094705195528","14.707232028044666"
"2","true","0","1","45","34.68962128980757","385","13.689661713372198","15.655789571810693"
"4","true","0","1","50","31.727798884808383","272","12.209767355538368","14.892915358647544"
"3","true","0","1","43","33.764570313587555","281","16.01177121508495","15.935829940513308"
"1","true","0","1","46","32.78810108962705","347","13.049133995585397","14.604156111790276"
"5","true","0","1","0","47.017037316579476","416","35.01778159835794","14.598561509760305"
"2","true","0","1","46","34.622635269036294","392","13.386245999092026","15.433460243530721"
"3","true","0","1","44","33.835734104861984","279","15.821907952001396","15.841763778991565"
"5","true","0","1","1","46.502229822306866","413","21.268160588278352","19.67812583047499"
"1","true","0","1","47","33.082011709864155","347","13.050368166233296","14.517315421587806"
"2","true","0","1","47","33.80260300778528","390","13.005524937351101","14.98609071534769"
"5","true","0","1","2","45.012375156676775","407","20.830356146604593","19.304217648374106"
"3","true","0","1","45","33.959030478050835","408","15.571088602667281","15.715987542044177"
"5","true","0","1","3","44.91385628735508","405","20.674207271797414","19.193698680388234"
"1","true","0","1","48","33.239970338736285","349","13.044681689711497","14.419299046305522"
"5","true","0","1","4","44.76758229831817","401","20.659401730592382","19.141302767183245"
"3","true","0","1","46","33.52412416903029","417","15.318047253284343","15.523924728803959"
"2","true","0","1","48","34.11000352197771","393","12.825446706450302","14.825271478635678"
"1","true","0","1","49","33.54418672039419","351","13.151664648929593","14.358561044482554"
"3","true","0","1","47","33.726980816560655","418","15.112477058467073","15.433489529667092"
"5","true","0","1","5","44.747593664654616","398","20.513185803456707","19.090350630090942"
"2","true","0","1","49","34.281533628206176","395","12.650411203515084","14.659688324298916"
"1","true","0","1","50","33.60940394056565","349","13.131748324345287","14.25221005295796"
"5","true","0","1","6","44.59301523752846","393","20.503866323290854","19.05683949597368"
"3","true","0","1","48","33.25553745742661","414","14.824518792829947","15.229966653894646"
"2","true","0","1","50","34.44160761288416","395","12.540894298715141","14.510450922599436"
"6","true","0","1","0","41.23635731214055","415","33.000249172051056","13.281394713639918"
"5","true","0","1","7","44.53251215850745","391","20.326296745237116","18.967834631689378"
"6","true","0","1","1","41.34006772097417","413","21.404066601292957","18.376186628561186"
"7","true","0","1","0","45.87333498371931","395","34.91857693904141","16.1194342569771"
"3","true","0","1","49","33.23408806742779","414","14.6015313627133","15.095323210277103"
"7","true","0","1","1","45.75213717406139","393","26.601056063551415","19.98483508982641"
"6","true","0","1","2","41.56122782429847","412","21.312417099270572","18.3315492018403"
"5","true","0","1","8","43.833960165945896","385","20.24432084727568","18.817194893462613"
"7","true","0","1","2","45.68964335548046","388","26.746606073589724","19.992241219687614"
"6","true","0","1","3","41.460871753593395","409","21.301348965365918","18.259621241910494"
"3","true","0","1","50","33.46580203249114","420","14.385112933123317","15.003015874853023"
"6","true","0","1","4","41.53769293219808","404","21.323913797025053","18.27337293396814"
"5","true","0","1","9","43.46576234105729","379","20.159844529819953","18.764785252245865"
"8","true","0","1","0","47.29685639946182","421","34.66116761887","15.145033964894653"
"7","true","0","1","3","44.73739821408915","385","26.577309117318038","19.68728098103309"
"8","true","0","1","1","47.3022701426316","420","30.947018591924447","17.640161811594957"
"6","true","0","1","5","41.20714934729631","400","21.147339008606654","18.179903219184478"
"5","true","0","1","10","43.30894075986735","377","19.92174636081834","18.647873960360894"
"8","true","0","1","2","47.162997885385614","416","30.940757086870263","17.684546616796986"
"7","true","0","1","4","44.605580881498156","382","26.56555510155331","19.674780238116902"
"6","true","0","1","6","40.774140645299426","396","20.841435046971537","18.060731636331916"
"8","true","0","1","3","46.76104802326387","414","30.775638114789526","17.591239249353077"
"5","true","0","1","11","43.50135495337189","376","19.85819137386262","18.589362521257264"
"7","true","0","1","5","44.55540602033104","381","26.50865314228243","19.613617243372598"
"6","true","0","1","7","40.683161653789625","393","20.7136766231713","18.007605699293734"
"8","true","0","1","4","46.45361760968858","412","30.732724821430804","17.505959704644994"
"7","true","0","1","6","44.18103565895694","376","26.61691157407005","19.553071276780393"
"6","true","0","1","8","40.474576281938724","387","20.67677948229798","17.97256300347687"
"5","true","0","1","12","43.27496628514028","373","19.806179255323705","18.48764317129299"
"8","true","0","1","5","45.48952980641686","406","30.633998370103235","17.386248690297"
"6","true","0","1","9","40.09528871746701","381","20.42132865514384","17.920134233557068"
"7","true","0","1","7","43.43529991070673","371","26.23389691183715","19.49552993456152"
"8","true","0","1","6","45.135381095075914","400","30.704762545884797","17.367129746430287"
"5","true","0","1","13","42.57796285046424","368","19.337844301205934","18.332507677109046"
"6","true","0","1","10","40.31093310457096","380","20.288012257549106","17.8876898869802"
"7","true","0","1","8","41.94639903891502","360","25.906634561498024","19.40877128346162"
"5","true","0","1","14","42.24259236949574","360","19.231820857607556","18.3403401209556"
"8","true","0","1","7","44.34908869037495","395","30.59579543149803","17.24263025428754"
"6","true","0","1","11","40.0385279845625","376","20.00715988017565","17.808552164503055"
"7","true","0","1","9","42.030018064321894","358","25.62977525059838","19.464721148604248"
"8","true","0","1","8","43.07465967693596","386","30.445045542728845","17.098635531726462"
"5","true","0","1","15","42.0914307275166","357","19.093985208753708","18.290454383832728"
"6","true","0","1","12","39.40654651893706","371","19.785999997171178","17.652951189014715"
"7","true","0","1","10","41.39243575803428","356","25.390852575145324","19.221000929347714"
"8","true","0","1","9","42.83941481116468","381","30.31960550497189","17.20657179056838"
"5","true","0","1","16","41.94388375803653","354","18.930481245665316","18.245951569502896"
"7","true","0","1","11","40.59456994566277","351","25.103372947961965","19.08957966144"
"6","true","0","1","13","39.44495947723678","370","19.49614949906369","17.612637053463253"
"8","true","0","1","10","42.246043112727584","377","30.15441243413096","17.16313131345779"
"5","true","0","1","17","41.61771786996104","349","18.69183991373599","18.176157601627224"
"7","true","0","1","12","40.65731789005541","349","25.278040208974943","19.0493865204015"
"6","true","0","1","14","39.56766431150221","370","19.328689128497345","17.564929780028397"
"5","true","0","1","18","40.77164135918241","342","18.424652643395085","18.068634501832914"
"8","true","0","1","11","41.624058267522436","372","29.973679305455537","17.119066043728854"
"6","true","0","1","15","39.23473913650871","365","18.796813994891803","17.5230779591988"
"7","true","0","1","13","40.65742297386976","348","24.98674713770287","19.084315633473544"
"5","true","0","1","19","40.891221380144785","342","18.2955492445961","17.996432424870022"
"8","true","0","1","12","41.68921340221011","370","29.98090103732654","17.16064233745191"
"7","true","0","1","14","40.435095922236094","343","24.999763715551012","19.122514871797822"
"6","true","0","1","16","39.32229922936908","364","18.30824465030762","17.455055828617205"
"8","true","0","1","13","39.96239930931033","363","29.58267821692887","16.864414033499347"
"5","true","0","1","20","40.56542715489654","340","18.090674253979397","17.85275972309548"
"7","true","0","1","15","40.30596546309045","341","24.51990382652491","19.176000370181395"
"6","true","0","1","17","38.59368041644749","357","18.000230598229994","17.34222812998174"
"8","true","0","1","14","39.63165325544744","360","29.443762360301584","16.90130655813208"
"5","true","0","1","21","40.19095845330597","338","17.827835366846422","17.684642672319374"
"7","true","0","1","16","40.296515827203585","339","24.145448952627063","19.223311011075808"
"6","true","0","1","18","37.903319313365046","352","17.525586843114286","17.15381090696859"
"8","true","0","1","15","39.13103634724324","356","29.080488135208352","17.02375472978775"
"5","true","0","1","22","40.22998922751953","337","17.641665889727317","17.607310182580246"
"7","true","0","1","17","39.20937819623392","334","23.497496554070203","19.048770124466596"
"5","true","0","1","23","40.195542794777836","333","17.507366433635305","17.53581907569957"
"6","true","0","1","19","37.78506462458968","350","17.043655058276606","17.037149367371615"
"8","true","0","1","16","38.51104320605158","350","28.91870672313628","17.072589377369233"
"7","true","0","1","18","38.43536665822333","329","22.63294777464333","18.993533200964283"
"5","true","0","1","24","39.040993547578","329","17.070886772795976","17.0995287318359"
"6","true","0","1","20","37.20383326065102","344","16.717561030435945","16.895983566137282"
"8","true","0","1","17","37.90369048561138","345","28.42108069968895","17.239811357808314"
"7","true","0","1","19","37.03068173896012","325","21.965286156103524","18.582741081403253"
"6","true","0","1","21","37.1873044582874","342","16.378765870371577","16.79392198811723"
"8","true","0","1","18","37.60859140854099","343","27.932249268184712","17.358614660027513"
"5","true","0","1","25","38.516041426224675","322","16.699655779477908","16.944489927455958"
"7","true","0","1","20","36.42661798904114","319","21.16835969987687","18.583751373608408"
"6","true","0","1","22","36.93438422550806","337","15.97244758403255","16.68657415185083"
"8","true","0","1","19","36.91034584258159","336","27.778571805831067","17.37524389732885"
"5","true","0","1","26","38.54785198640834","320","16.616732733739255","16.84760127261699"
"7","true","0","1","21","36.20619228254116","315","20.585796577143697","18.578120033220127"
"6","true","0","1","23","36.97124535100758","334","15.811003151816568","16.58744457353861"
"8","true","0","1","20","36.49808808068456","331","27.427494985698697","17.51935778175551"
"5","true","0","1","27","38.59123276592163","318","16.245213338223312","16.6974848859725"
"7","true","0","1","22","36.020731039165","314","20.304868237304838","18.475425488682905"
"8","true","0","1","21","36.289318478226605","328","26.889896386632373","17.708144466508802"
"7","true","0","1","23","35.81946037810476","311","19.669533048958737","18.37445576779538"
"6","true","0","1","24","37.08892318373925","332","15.58503916493126","16.471224574486538"
"5","true","0","1","28","38.52484812740707","316","16.03393873703163","16.538566888334238"
"8","true","0","1","22","35.42475567366686","324","25.906940386332902","17.79038729073069"
"6","true","0","1","25","37.124289518836854","329","15.28580779384125","16.336990415880422"
"5","true","0","1","29","38.7461865381357","315","15.987291285818674","16.45099199873139"
"8","true","0","1","23","35.0803206412128","318","25.368534211940727","17.93960269292132"
"7","true","0","1","24","35.80420901762236","309","19.117951122193233","18.283096286578832"
"6","true","0","1","26","36.62180920616654","324","14.726492343972339","16.058197089652136"
"5","true","0","1","30","38.668715994837186","312","15.838530605668137","16.32812002324417"
"8","true","0","1","24","35.24920393009152","317","24.69547045720762","18.105379511954006"
"7","true","0","1","25","35.81315174056404","306","18.907034132453315","18.216176306839795"
"6","true","0","1","27","36.851817380868475","322","14.503483168340665","15.92526575325288"
"5","true","0","1","31","38.79872939095808","311","15.523492499727558","16.18347391283886"
"7","true","0","1","26","35.36763653757763","303","18.54949135013009","18.04277616330801"
"6","true","0","1","28","36.50256182066503","316","14.303221922918258","15.769915901833413"
"8","true","0","1","25","34.711699226336556","314","24.294217098415825","17.988070246018875"
"7","true","0","1","27","34.98772283588155","300","18.106855760012813","17.839698769343315"
"5","true","0","1","32","38.76548914534495","308","15.482379654686651","16.128219667826574"
"8","true","0","1","26","33.553138312095065","306","23.341958918980993","17.857802675935666"
"7","true","0","1","28","34.585617059125205","296","17.782559561418573","17.676087403935632"
"6","true","0","1","29","36.69349171735098","314","14.183684776473658","15.663015839848288"
"5","true","0","1","33","38.913229572228204","308","15.28844506046319","16.03441773705829"
"8","true","0","1","27","33.3360254037848","302","22.272795467618106","18.00173685222481"
"7","true","0","1","29","34.49380396798565","293","17.59163386512283","17.59436578267873"
"5","true","0","1","34","38.72031157272553","305","14.977384463833783","15.898559369521367"
"6","true","0","1","30","36.99543837360745","314","14.016550934982941","15.530641190085559"
"8","true","0","1","28","33.173672850455546","300","21.646964762789953","17.97277088255469"
"5","true","0","1","35","38.556573908180916","302","14.742779641042448","15.812458082195336"
"6","true","0","1","31","36.97778513007258","310","13.900502265050186","15.407598085664727"
"7","true","0","1","30","34.590351061759456","292","17.247691691955854","17.4778510759578"
"8","true","0","1","29","33.308351423246414","299","20.97456551193128","17.985464924555732"
"6","true","0","1","32","37.01343512100925","308","13.663256731710083","15.284529822249644"
"7","true","0","1","31","34.25661791250833","288","16.85460025155801","17.305749269577763"
"5","true","0","1","36","37.878505080285876","298","14.462534978108978","15.57812632782146"
"8","true","0","1","30","32.972965339550264","294","20.112569725611948","17.95760793291502"
"7","true","0","1","32","34.28505267362306","287","16.549491419616754","17.195236918175922"
"5","true","0","1","37","37.89104581405653","295","14.23755184162072","15.471336700230568"
"6","true","0","1","33","36.33664388058052","302","13.576301965927476","15.131554368580826"
"8","true","0","1","31","32.89847919419417","290","19.39446977848264","17.929060255456765"
"5","true","0","1","38","37.53442735430186","290","13.907766386119672","15.307150250792967"
"6","true","0","1","34","35.730085344656814","297","13.405092783581301","14.949004144876472"
"8","true","0","1","32","32.26085037288054","286","18.543762522741662","17.688926480845858"
"7","true","0","1","33","34.08866631134543","284","16.231187918150447","17.087522944790518"
"6","true","0","1","35","35.88048823309328","297","13.426319135384636","14.902535320263432"
"8","true","0","1","33","32.199563102881285","284","17.23582767257407","17.50818302676789"
"7","true","0","1","34","33.99960817672358","282","15.94454019271868","16.969524210671043"
"5","true","0","1","39","36.910296318784845","286","13.641368756803447","15.082598535657521"
"8","true","0","1","34","32.16435995594023","282","16.32813876537835","17.310282881211148"
"7","true","0","1","35","33.44747513243836","276","15.503886115787633","16.790625228588375"
"5","true","0","1","40","37.0677412018618","286","13.595328113392755","15.014347637102562"
"6","true","0","1","36","35.78426094834522","294","13.223174008404975","14.782079680984364"
"8","true","0","1","35","31.523482189115335","276","15.299515735213728","16.96410635117125"
"7","true","0","1","36","33.3190361366209","274","15.410198464382427","16.701883393058747"
"5","true","0","1","41","36.930510144240245","283","13.426017674809001","14.918447594898803"
"6","true","0","1","37","35.251950735489","291","13.057052712577851","14.56210172851847"
