"[all run data]","count trees","sum [BA] of trees","count trees","sum [BA] of trees","count trees","sum [BA] of trees","count trees","sum [BA] of trees","count trees","sum [BA] of trees","count trees","sum [BA] of trees","count trees","sum [BA] of trees","count trees","sum [BA] of trees","count trees","sum [BA] of trees","count trees","sum [BA] of trees","count trees","sum [BA] of trees","count trees","sum [BA] of trees","count trees","sum [BA] of trees","count trees","sum [BA] of trees","count trees","sum [BA] of trees","count trees","sum [BA] of trees"
,"118","25.63995278637482","113","22.06302418867716","111","22.352450665364692","117","25.533628308606197","94","23.467368471608925","115","22.44113949682398","99","23.23441017597373","101","21.253916611897935","98","26.347404513334332","109","19.641534603784542","100","25.21311737706716","118","18.54559055372822","104","21.258870919680625","118","24.35107978856536","113","26.33266551659919","104","23.622314250337432"
,"116","25.820837396158886","112","22.315381776566294","110","22.43803400171539","115","25.385154140922044","94","23.627716533397653","113","22.640729537176796","99","23.375114878362865","101","21.420488862168092","98","26.557674862633203","109","19.82224232848223","100","25.438923059707907","117","18.62923114424649","105","21.39987393355095","117","23.503352943362998","113","26.52814120024115","102","23.10597435789124"
,"116","26.03788669669337","111","22.258588508762518","109","22.63731801964393","115","25.552672877791597","92","23.0546511987764","111","22.81062067618472","99","23.646117865182514","99","20.804232096790017","95","26.68000163781369","109","19.961672874769118","98","24.7794491885098","116","18.66249375884417","105","21.522062510747055","115","23.47308827485384","113","26.78932176078274","101","23.334361311828413"
,"115","25.705626209381375","110","22.379008890892425","108","22.601987750754443","115","25.748285060211995","90","22.600562592041204","109","21.110974934496266","98","23.838695827034318","98","20.32038821310125","95","26.882915849864627","108","19.812240257651634","97","25.07192355900295","113","18.124041329831105","104","21.253247269764625","114","23.380632219291602","113","26.997235242734238","100","23.44796099592709"
,"115","25.931267675904476","109","22.517076216529684","105","20.659328510798428","113","25.539024551498954","90","22.793174944819764","109","21.343027756393397","98","24.070021227839423","97","19.546309816296034","94","26.493717027592773","107","19.911801943216467","97","25.240811595853103","113","18.310916482336484","103","20.45863936342998","113","23.435865098624983","111","25.579471450948283","100","23.623933729479358"
,"115","26.161394935978095","108","22.697073116080624","104","20.072418618225885","113","25.758268241787313","89","22.85968641654107","109","21.50678837839524","98","24.209572566217282","96","18.96550193411106","93","26.321742378899504","107","20.12119260114769","97","25.389174787904302","111","18.17215238872689","102","20.619161509748356","111","23.60516114294487","110","25.746468384008047","95","20.677345294959423"
,"114","26.33014952467796","107","22.902612633047816","104","20.297274994556787","113","26.009336301300383","88","22.79555556396146","108","21.658538236564254","98","24.409987181086397","94","18.518673765870204","91","26.00315398341273","107","20.30666076051399","95","25.3791864430084","110","18.10868050545968","103","20.75706652401809","109","22.49955141746514","105","22.81284165467093","95","20.888228686938174"
,"110","24.864960931447193","103","22.095770284363947","100","19.91636276311026","112","26.207548896866566","85","22.323425265647117","106","21.446033929249044","98","24.66532974910709","93","18.041378280262368","90","25.888258441011374","104","19.263209936369744","95","25.601356618614407","110","18.289926278097322","101","20.071512530477897","109","22.70731453302051","105","22.95106252594549","93","20.901361974146216"
,"109","24.80032242247876","102","22.129993121122666","98","19.822380984495886","111","26.405455936136008","84","21.9281867257856","106","21.636966217177786","97","24.484974566526837","92","17.86307370544473","87","23.721349671294576","103","19.05545849525758","94","24.87920929672551","109","18.453200776003758","99","18.533362437192537","107","21.57603616752848","105","23.13908378683551","92","21.081235161453357"
,"108","24.990729319929663","101","21.903118500936095","96","19.387544100564394","110","26.514842606194843","83","22.026083831808528","105","21.55981403096731","96","24.29090140480024","90","17.426773200218825","88","23.858396673875024","100","18.812534683438212","94","25.04611107881972","109","18.669175777460342","98","18.32372467792619","106","20.41806957668388","103","23.278599693119514","91","20.630804862544196"
,"106","23.55344565166611","100","21.6655630324733","95","19.439380249588584","110","26.76547371460384","83","22.298104208666988","103","21.410594534386064","95","23.899459444095562","90","17.633731249584645","87","24.027223717731466","100","19.039396500016984","92","24.419297275894316","109","18.819278571945187","98","18.455490051414525","104","20.51571357467079","102","23.385049419344313","90","20.47027870958379"
,"105","23.26856931822236","100","21.796026749551732","94","19.30354746618389","109","26.963864255845266","81","22.357336875464103","102","21.563736111522132","94","23.85515074164207","88","17.190425236825035","87","24.150619433222317","99","18.989136941843768","91","24.12601667639394","105","18.68456845680143","96","18.19862556630621","100","19.128485329639716","97","22.526199593338283","89","20.59683033735452"
,"102","22.763359409766313","100","21.89702802330453","94","19.440119298552283","104","26.611847499665014","79","22.204515654755642","99","21.316740172536274","92","24.051593206362014","88","17.296485069904776","87","24.278287739387597","99","19.19327789022509","91","24.287561687852282","104","18.326812399251303","97","18.37534244000224","100","19.266893861479875","96","22.43102086029278","89","20.74267224398824"
,"102","22.854244725236967","100","22.05649410226266","94","19.580791222139084","104","26.78831447133522","78","22.233369149106036","99","21.57338249907143","90","23.603796902195572","88","17.467571672443572","87","24.295004538668618","99","19.367451692874155","91","24.484867501302745","103","18.489494936948766","95","18.375130261643147","96","18.83271208186315","95","22.605153876959882","88","20.769372795410113"
,"103","23.014875406648997","98","20.809144808350727","92","18.712214148266465","104","26.90845301378159","76","21.846333870974043","98","21.4199476240881","90","23.82438752411918","87","17.356364100483862","86","24.512472578041685","98","19.56486444383341","89","24.289263493037758","99","16.786597231620203","94","18.57019231027493","96","19.03834319224026","92","22.46534482683477","88","20.98767154335771"
,"103","23.256888317993706","98","21.003146390387656","91","17.113463387520593","103","27.14578486909096","75","21.909591377347763","98","21.60284687915613","89","23.75152609620282","86","17.499507044844577","85","24.511185974985676","96","19.661668565460147","89","24.463120525250133","98","16.91414849517848","94","18.67194801051517","94","18.736787821088836","90","22.47485155745441","88","21.129239251174187"
,"102","23.422984731079076","95","20.94983810292876","89","16.646900471437377","101","25.380859027225313","75","22.051686970221024","98","21.784194078038148","84","22.155321230645665","85","17.632675426521157","84","24.64853917390065","95","19.389521516980984","86","22.551677444308975","97","17.108224083377443","94","18.84743891215446","93","18.882425649038602","90","22.674701510369008","85","20.71728349774617"
,"100","23.06033780024267","94","20.622511134003986","89","16.77062059215085","99","25.492301883510322","75","22.26767243097197","98","21.94988185176742","83","22.356798732252336","85","17.812556363912044","83","24.298978048561892","95","19.65507084585079","86","22.78876961662684","97","17.357837884492103","94","19.030117866683536","93","19.035118967107138","88","22.64554243160141","82","20.408389283992328"
,"99","23.24241166304037","94","20.740248770251576","89","16.93269678770742","99","25.674689229455566","75","22.47194898696368","97","21.8451759507165","81","22.41903287775793","85","17.998938333905034","81","23.287077756462796","93","19.848704625442434","84","22.751425181659243","96","17.43574075280407","93","19.081446525985264","91","18.159868918696805","87","22.549365667747274","82","20.623981879639086"
,"97","23.06138536847547","94","20.866645876749775","87","17.014683298281764","99","25.921094719385607","75","22.557724817487145","96","21.615501117924815","79","22.12449825814055","85","18.14409183528341","81","23.458948993622883","91","19.916426656794567","83","22.41410799324486","93","17.33580160438048","93","18.498402156605657","90","18.32356017429172","85","22.265952803477152","82","20.827151993372116"
,"96","23.181459090068113","94","21.080691890191147","85","17.16624853057098","99","26.14091970740058","75","22.696249517920638","94","21.201772313942318","78","22.25671831285125","85","18.395047487491063","80","21.986910514291342","90","19.91802563440019","83","22.61325573634254","93","17.47462009783651","95","18.621553916051194","90","18.418405822381686","84","22.3567227366197","82","20.98547099990632"
,"94","23.08846498012801","94","21.291184257498617","84","17.197905163591372","97","25.352396422031877","72","20.546565043646048","93","21.3871682444675","76","20.323375030150416","83","18.459974448594703","79","22.11320928967071","89","19.742670516292762","82","22.61403569636422","91","16.17317448160186","95","18.813385667400034","90","18.562558375750502","80","20.926115291372536","82","21.154412224086236"
,"91","22.68416440997036","90","20.669773310238167","82","16.709027114389386","96","25.005322172865057","69","20.431786707429104","92","21.59406495954377","76","20.53955961374681","82","18.4694473296954","79","22.307714548077367","88","19.646662395555705","80","22.203860430690114","91","16.357350217769216","95","18.962140688805974","88","18.737622616191487","79","18.999083525485013","80","20.149430190652335"
,"91","22.893317287019382","89","20.761438492515943","81","16.882183907056987","92","24.568086807667516","66","18.73406213652409","91","21.755837088218076","75","20.06673561980086","82","18.647977271649633","78","20.972766091465772","87","19.216849379083317","80","22.43746394989265","91","16.52313063410635","92","18.382084362129294","88","18.88467352892442","79","19.185153562333213","80","20.332592063329887"
,"90","22.972127678819216","88","20.90087429515078","79","17.008262543516402","92","24.702355524833173","66","18.89476924431289","91","22.00490948809282","75","20.215812095497835","81","18.697448785574345","77","20.9664608253793","86","19.32764625101044","79","22.199904979298566","89","16.44443349821158","92","18.48238269964033","88","19.05709321456561","78","19.419844184981905","79","20.368266905790605"
,"90","23.16243377859127","88","21.11073541284644","79","17.139324747049898","88","22.86764059051724","66","19.004920901925402","88","22.053005889405064","74","19.616523450199338","81","18.899485084155955","76","19.59527716728797","83","18.882372361684073","79","22.37385779849481","88","16.54093874962588","91","18.605831404054022","87","19.169522332764043","78","19.62956013628713","78","20.07959032221889"
,"87","23.176739491030094","86","21.241763723040616","79","17.27562581534024","87","22.77472754137054","65","18.86217795245545","87","21.38668641575711","73","19.20916913406182","79","17.91903510121956","72","18.767898528242934","81","18.470792168268844","79","22.549289315062932","86","16.558532580218152","90","18.710195102423445","86","19.178906441612234","77","19.72363598879772","76","19.59220883045449"
,"86","23.260698652931985","86","21.434298995653627","78","17.343636296124913","87","22.917003506889948","65","19.01768500289605","86","21.55054793051719","73","19.33843623755277","77","17.72992637778501","71","18.6331785420105","79","18.032717059441033","79","22.756291738736678","86","16.736274368223608","90","18.4366638795845","84","17.579047756252603","76","19.262387765038106","75","18.40992199894878"
,"84","21.82050007759734","84","21.606031317483584","78","17.512438338862957","87","23.110174769574886","64","18.626086292148322","85","21.305154198539565","72","18.539018917562558","76","16.405130767657162","70","18.58441844618026","78","17.756142085602832","76","22.293889570978035","86","16.917688579273303","91","18.277844155119446","83","17.489924476679715","75","19.089110318678767","74","18.17172238826919"
,"84","21.98677984504227","83","21.689693373969398","77","17.67787840438215","86","22.89189338619316","64","18.77112671597814","84","21.46927879808735","72","18.65596006261827","75","16.266995078028224","70","18.73979546576719","78","17.956439254212636","76","22.46628918820057","86","17.104629033919675","89","16.868586121141423","83","17.677323912545592","73","18.117486944549896","72","17.123263899928997"
,"84","22.177917980666567","82","21.73243220555763","76","17.836423386266627","85","21.697976082602327","64","18.834103548609722","84","21.594970484982426","72","18.817862696287857","74","16.299223731978536","69","18.71138066781195","77","17.972869869597066","76","22.64518208899096","85","16.987990921733505","89","16.81858660179948","83","17.840586091426356","72","18.264025648791012","71","17.139129026927087"
,"81","21.925956815861735","82","21.949466704598574","75","17.976212990148493","85","21.859876821324825","64","19.03236326555148","84","21.77140966885313","71","18.748468250791916","73","16.286264939076194","68","18.601784392697162","76","17.992852362018965","75","22.652950455922884","84","16.642784166330802","88","16.987526228512486","79","17.315214863292056","71","17.878749839815455","69","16.572826005871452"
,"81","22.148563994794763","80","22.049332498782707","74","17.79607310269979","83","20.983381172264846","63","19.224205521795557","82","21.29195654617597","68","17.50612150097244","72","16.192084690161252","65","17.969531770808707","76","18.160292465551112","73","21.989205070027566","83","16.79562545436514","88","17.18828705076821","77","16.9421556989731","71","18.032461279952788","69","16.70399000842766"
,"81","22.351334979574794","80","22.198320215913693","73","17.215078854836694","82","21.037445809442584","62","19.289695480823028","80","19.994881469027924","67","17.663417048021607","72","16.29165210727113","62","17.05031173389508","76","18.295017920527","71","22.044109696050455","83","16.974668239107285","89","17.263436748437137","76","16.992501529071774","70","17.444675642997915","69","16.81275326481596"
,"80","22.45420217764257","80","22.393740203358238","72","16.56286224810817","82","21.197009619795924","61","19.041642402827488","78","19.68902725362341","67","17.767015055874946","69","15.529773076629741","61","16.450190932842077","75","18.456316505713886","70","20.975280998201388","83","17.131896199650914","88","16.602036333957464","76","17.171429064328606","68","17.536790312136162","68","16.615036200844965"
,"79","21.063192008873845","80","22.54968993866986","71","16.6895402057657","81","21.318800084220516","61","19.162304679239952","77","19.335634777870773","64","16.816707812845664","69","15.608406322313993","61","16.575159747402672","75","18.601325394592735","69","20.88483381485935","82","17.238799006471982","88","16.34964407332006","76","17.31484035136715","65","16.97394057424179","67","15.503060396822303"
,"79","21.222432048854976","80","22.758659751640188","70","16.192414361072387","81","21.53738482481574","61","19.3460610594402","77","19.460049029185235","63","16.821814581318655","69","15.740567097136609","61","16.706977211391298","75","18.760126863657067","68","20.73685957788739","82","17.42773773864685","90","16.497798365639863","76","17.419754843498282","63","16.212841777917284","67","15.630908753790562"
,"78","20.991289716714846","80","22.908620899166657","70","16.31405808901764","80","20.15638362785599","60","19.406697431248286","77","19.59737718790772","62","17.03544888364023","68","15.798100094996906","60","16.80127849967886","74","18.899725361468008","67","20.78136900969016","82","17.57048614370215","90","15.435714140390152","75","17.508856129196413","62","15.757073421027467","66","15.704527837659146"
,"76","20.475408313448423","80","23.066302242771272","70","16.439780048619426","80","20.37411621218089","60","19.4564933987125","75","19.66302247010913","61","17.13100832468055","68","15.916307426884938","60","16.996463045164564","73","18.85030460931069","67","20.899890829985313","81","17.408159581874017","90","15.512636116066282","75","17.67410563350783","61","15.810016373818112","65","15.020389848553476"
,"76","20.687011664094705","79","22.47509917081999","70","16.569216049610475","79","20.4826233245547","59","19.545743450892488","74","19.298718007787873","61","17.25879305366966","67","15.96777634803882","58","15.710274945700187","73","18.981991227365096","67","21.06672365015588","79","17.266301294962755","89","15.686187234500416","75","17.79061342711304","60","15.737975037335804","63","14.680681178134147"
,"76","20.82544058355366","79","22.70387116181102","69","16.46251403007305","79","20.6455577748442","59","19.668998195034863","73","19.44635930106693","61","17.433614075692173","67","16.109431017357583","57","15.46164327864664","72","19.145861014198452","67","21.235523628096207","78","17.34658673257571","91","15.841162291550477","75","17.96863262380217","60","15.87606613172136","63","14.805098275090332"
,"75","19.946018429396506","77","22.533263992124507","68","15.79975130982913","78","20.693380984422948","58","19.689722726262456","71","18.546807961669213","61","17.610120548673212","64","15.679410679379567","57","15.65497779065852","67","19.01096008087431","67","21.358951967314393","77","17.340223857197604","90","15.223823171179083","74","17.88165266661793","59","15.134289557572233","63","14.974909460467105"
,"74","20.033741893074332","77","22.710682698332388","68","15.885734871565013","76","20.696236913870145","58","19.77515072844254","70","18.464722227555722","59","17.41178838155152","63","15.533168888473629","56","13.970647357115489","65","19.100901949619356","67","21.496209457806543","77","17.47217106850746","91","15.398416645530785","72","17.226853839151534","59","15.271622957658451","63","15.146338160526334"
,"73","20.15562733745623","76","22.50437893443091","68","16.007898874117707","75","19.548408053894484","58","19.953485709230687","70","18.634392522093997","59","17.559171046965492","63","15.725780099445567","56","14.088085374784518","65","19.29992128396578","65","21.38282284542357","76","17.682700902311232","90","15.137403757768794","71","17.087921963099465","58","15.315411372760948","62","15.177604877212886"
,"73","20.3265579918286","75","22.47610898979125","67","16.050357326401745","74","19.417007218727708","58","20.119548527667547","69","18.69051262372978","57","17.060425054321584","63","15.820291490030087","56","14.207102445718755","65","19.429986026092244","65","21.558856919581995","75","17.162612158799764","89","14.997767564957282","71","17.181344627510338","58","15.420590469440107","62","15.31988782918271"
,"72","20.315978544460112","75","22.69851592074999","67","16.16665568556917","74","19.626519340406883","57","20.04491147730321","67","18.374693081237044","57","17.191098184732862","63","15.971962218163895","55","14.20060861038898","65","19.570505874555685","61","20.28796845240413","74","17.214409602589825","90","15.105388132849791","72","17.30293647673243","58","15.512671639105674","62","15.399622369440157"
,"71","19.754315511947016","73","22.002033916605864","67","16.28216604179775","74","19.802670142015682","55","19.367872088148623","66","18.15627271477008","56","17.081533934642348","63","16.12793799575026","55","14.30500325053869","65","19.694948343222343","60","20.344884683209987","73","17.134605414874592","90","14.952544845861507","72","17.48642652571222","57","14.96953675724336","61","15.159220979279706"
,"71","19.958509050695422","72","22.077081172321556","67","16.39650632314511","74","19.9218554580537","55","19.477472991501298","64","16.96829046928281","56","17.174820987084694","62","16.313787730692745","54","13.566769307246517","65","19.868935972356216","59","20.262276760457517","72","17.229016760973785","89","14.684265862734298","72","17.663166476998413","55","14.55613465900549","59","14.81096625564937"
,"71","19.258416988622308","72","22.23990397325325","67","16.534724435786213","74","20.1198087675388","54","19.552534247736137","63","16.622297885869166","55","16.811798245625877","62","16.43366159265536","54","13.680596248800727","65","20.049146361501847","59","20.466014755701533","69","14.715985429502348","87","14.435485156833264","70","16.961972472124554","55","14.683209709462993","59","14.89383944608627"
,"69","19.01019539521326","72","22.433312704646752","66","16.628719759381166","73","20.25349786946762","53","19.438474531106596","63","16.71026675008533","54","16.672802107241303","61","16.570634974646502","55","13.811179884760707","65","20.208630309766892","57","19.68777272648997","69","14.901331739201321","88","14.607373625950201","70","17.13428914221001","54","14.71727314899022","58","14.653619144605887"
,"68","18.927762669671054","71","21.98430269677164","66","16.767592855904073","71","19.864455875683877","54","19.58333953149549","62","16.60071072723659","54","16.80647131140621","61","16.76458828192186","54","13.622865596511867","64","20.1471914142754","56","18.66601755143329","68","14.989232393132438","90","14.77149932737116","68","17.25363482183794","53","14.292685032706292","58","14.766772600538625"
,"68","19.062763679793893","71","22.225453529810586","65","15.395109363456768","69","19.968141522868063","53","18.62887082037723","61","16.30893394181877","51","16.08920382754563","60","16.85606864769335","54","13.735418884927258","63","20.07883784194624","56","18.761777709437826","68","15.155478415155397","91","14.920122439666935","67","17.376663330782804","52","14.125242054187984","57","14.83906612583159"
,"68","19.19331582956578","71","22.332106760943898","64","15.487776599047397","69","20.13031779593002","52","17.526177580120155","60","16.013579386605112","51","16.158508887847507","59","16.748512561239476","54","13.865119181322036","61","19.818410604550465","56","18.949423583807576","68","15.343015759817941","92","15.112294751562253","65","15.744704019268525","50","13.949971282427875","56","14.721129393703848"
,"66","19.01597410336697","69","22.25530823352822","63","15.29023017024657","69","20.235898925432743","53","17.56642964763526","60","16.151000897600134","51","16.259848586785928","59","16.919875868361906","54","13.270803583789311","60","19.530667178497637","56","19.03754079305006","67","14.745995026315116","93","15.083007696598843","64","15.865880739163462","50","14.050154093345126","56","14.81793359130939"
,"66","19.18369440628569","69","22.373136145423395","62","14.284767453713288","69","20.365886124313867","53","17.715810632209536","59","15.911878640586433","51","16.391965744355705","58","16.497981061397034","54","13.387669427602393","58","19.160827128597308","56","19.17386090096617","65","14.573389882312142","93","14.542600114687025","64","16.014618544943737","50","14.167830647636794","56","14.952400516043168"
,"66","19.32671701076709","69","22.583140318947507","62","14.402708674393626","68","20.577701220988363","51","16.580664710761976","58","15.849108242093916","50","15.617925614418242","56","16.48177187965631","51","12.949552471414043","56","17.679992288761806","55","19.09265277684336","64","14.274705979061386","93","14.571056849983496","64","16.178605198826972","48","14.098389988861667","56","15.088096626213456"
,"66","19.474226641309727","66","21.747775493798976","61","14.17265217511603","68","20.750265327400758","51","16.714330792065713","58","16.020671068733616","50","15.771073337964516","56","16.66887231966226","51","13.033652667827054","56","17.818833054757402","54","18.95379218088895","64","14.414440965286381","92","14.553088576275332","63","16.21710604661296","48","14.219313744104038","56","15.228080677496795"
,"66","19.568989357254193","66","21.938569811558526","61","14.291508024368822","68","20.889923407641525","51","16.83504210022041","57","15.941210918871638","50","15.893454542794382","56","16.798432046236247","51","13.135453512805993","55","17.444387527736144","54","19.092957598622878","63","14.451473399833798","93","14.631408147196161","63","16.35020957062211","47","12.75017216455456","54","13.537507141500233"
,"65","19.08570098141714","66","22.117202726879345","61","14.42498787921241","67","20.019442154013962","51","16.90635786924447","55","15.890295276037014","49","15.92936458131536","56","16.9009967506735","50","13.126187063368274","54","16.778770991661855","53","19.111342402820927","62","14.580237057344656","92","14.779361712382142","63","16.529127271223974","47","12.901394525731366","54","13.67692342922327"
,"66","19.293866214771676","64","21.023901138949203","61","14.574107925318067","67","20.156987834212206","49","16.536728684982695","55","15.980943739588847","47","15.993399807161444","55","16.871878833378698","50","13.257007240371122","54","16.948794602392102","53","19.22112791614684","62","14.735702525478823","91","14.844485980315863","60","15.0839495235444","45","12.473241774742693","54","13.825385786932022"
,"66","19.41963997380704","63","21.173398379181883","61","14.689855907365878","67","20.29463472337635","49","16.680893942320417","55","16.076837398569452","47","16.048175060361586","55","16.99624370394544","50","13.026271366660662","53","16.258414741063977","52","18.15632552756371","61","14.758589188636739","89","14.085058558500016","59","14.794707511590907","45","12.528717071469998","53","13.520372090955917"
,"66","19.566077481802967","62","20.59601045741435","60","14.077011256919304","67","20.454758168584597","49","16.828528698314255","55","16.208688895806663","47","16.116079519307316","54","16.776759245444058","48","11.783406321722744","53","16.44147502204031","51","18.149348952278636","61","14.857921970882941","92","14.160124916359337","59","14.893959635225377","44","11.963587393189732","53","13.594054240088928"
,"66","18.01096470402471","61","20.26486311464604","60","14.209176065572061","67","20.649536800865175","49","16.958920629080655","55","16.40310423595385","46","15.769951388476361","54","16.972682231592053","46","10.864316074549446","51","15.484528851490158","50","18.06550217574638","61","15.009208106025977","93","14.259995529731706","58","14.724664257620805","43","12.014371089958967","52","13.354265616109105"
,"65","18.1384411402305","60","19.931420659934947","59","14.27704483277172","65","19.867922007669492","48","16.17281159317088","54","15.682979078998645","44","14.348707543231228","53","16.95152518853331","46","10.940447052565988","50","15.585662146645143","49","17.699970198657432","61","15.12468329275088","91","13.928314276194996","56","14.225170826263497","43","12.020569372068696","50","13.062229858487143"
,"64","17.756890803300763","60","20.10132819980535","58","13.925571546208163","65","20.069386162972368","48","16.2776660095415","54","15.80900518989094","44","14.469844207378554","53","17.04313969935494","45","11.012605039807163","49","15.37281610319536","49","17.763288883868587","60","14.266976237926162","91","14.041975244322401","56","14.369143466270321","43","12.152490912633608","47","11.700442457903748"
,"64","17.93840446654496","59","19.905948204055854","58","14.043329412027749","65","20.233342316202794","46","15.129693217890873","54","15.923944370902007","43","14.206081550568038","52","16.98136331986439","44","10.861830260833043","46","14.926969047432717","49","17.883631570487047","57","13.12989508941181","91","12.8225256460896","54","12.976714061041184","41","11.419237084574641","47","11.848147837078105"
