run_no,spat_feed,diff_mort,juv-mort,time,BA,no_trees,tree_size,tree_size_SD
27,TRUE,FALSE,0,135,66.33906273,1201,14.95482325,13.23127672
26,TRUE,FALSE,0,130,66.07638637,1053,16.66798871,14.67058599
25,TRUE,FALSE,0,145,65.07023337,1116,18.91787264,15.14973301
27,TRUE,FALSE,0,136,67.17588377,1228,15.70114413,13.43096979
26,TRUE,FALSE,0,131,66.64316926,1098,17.23315629,14.96254882
28,TRUE,FALSE,0,117,64.09695481,465,10.16470818,13.98848979
25,TRUE,FALSE,0,146,65.40558778,1066,20.44784432,15.304942
26,TRUE,FALSE,0,132,66.66290279,1106,17.74997453,15.16362126
28,TRUE,FALSE,0,118,64.45808956,473,10.75858109,14.11445759
25,TRUE,FALSE,0,147,65.75221194,1014,21.38435336,15.56687526
27,TRUE,FALSE,0,137,66.9531529,1242,16.2473565,13.66722786
25,TRUE,FALSE,0,148,65.59557444,965,22.57238723,15.74617302
28,TRUE,FALSE,0,119,64.81383847,461,10.14846913,13.59759139
27,TRUE,FALSE,0,138,67.53327461,1261,16.8837386,13.94377828
26,TRUE,FALSE,0,133,66.45557886,1115,18.28084732,15.25518567
25,TRUE,FALSE,0,149,65.66777176,933,23.71337442,15.87628102
26,TRUE,FALSE,0,134,66.69704456,1117,16.91035071,15.28754396
27,TRUE,FALSE,0,139,67.60267117,1268,17.39186368,14.16030499
25,TRUE,FALSE,0,150,65.46460095,885,24.59573905,16.15166261
28,TRUE,FALSE,0,120,64.47116245,448,10.77646572,13.714986
26,TRUE,FALSE,0,135,67.01830031,1095,17.94156182,15.61415815
29,TRUE,FALSE,0.2,0,40.16791555,198,29.14079498,28.05513592
29,TRUE,FALSE,0.2,1,38.14017596,201,28.87852152,27.01239168
29,TRUE,FALSE,0.2,2,38.12832034,204,29.4487396,27.05357853
27,TRUE,FALSE,0,140,68.37420245,1264,17.99795067,14.32359303
29,TRUE,FALSE,0.2,3,38.09662516,203,29.75276051,26.99044007
28,TRUE,FALSE,0,121,64.66092651,446,11.21047104,13.77892978
29,TRUE,FALSE,0.2,4,38.49236663,208,30.14010036,26.97135849
26,TRUE,FALSE,0,136,67.20931522,1044,19.15028044,16.07920431
27,TRUE,FALSE,0,141,68.76692454,1245,18.82289553,14.56846808
29,TRUE,FALSE,0.2,5,38.98062161,208,30.4258926,26.93294927
28,TRUE,FALSE,0,122,65.32497223,447,11.51370086,13.75086437
29,TRUE,FALSE,0.2,6,39.15956297,211,30.70295093,26.86078578
26,TRUE,FALSE,0,137,67.18780691,994,18.67465257,16.41517984
27,TRUE,FALSE,0,142,68.56962242,1186,19.71384295,14.91887687
29,TRUE,FALSE,0.2,7,39.4776995,214,31.00459693,26.87007588
28,TRUE,FALSE,0,123,65.96853781,457,12.11449631,13.8965999
29,TRUE,FALSE,0.2,8,39.36323917,216,31.33084564,26.71711641
26,TRUE,FALSE,0,138,67.17978641,958,19.85887042,16.73233272
27,TRUE,FALSE,0,143,67.25400946,1135,20.70567233,15.00420242
29,TRUE,FALSE,0.2,9,39.81935799,225,31.67064407,26.68290208
29,TRUE,FALSE,0.2,10,40.15715716,232,32.06221773,26.70804679
28,TRUE,FALSE,0,124,66.69665182,482,12.82423489,14.17914235
26,TRUE,FALSE,0,139,67.01724962,920,20.32314991,16.9457362
27,TRUE,FALSE,0,144,67.26697155,1097,21.39367464,15.31066787
29,TRUE,FALSE,0.2,11,39.32233,233,32.1320701,26.2713819
26,TRUE,FALSE,0,140,66.94185341,895,21.11662203,17.16974721
29,TRUE,FALSE,0.2,12,38.74109509,237,32.29293385,25.80805814
28,TRUE,FALSE,0,125,66.63386772,542,12.25987855,13.82591838
27,TRUE,FALSE,0,145,66.49262409,1027,22.32150276,15.53492467
29,TRUE,FALSE,0.2,13,37.74706286,241,32.06573611,25.23590905
29,TRUE,FALSE,0.2,14,38.09710841,246,31.9807363,25.30857361
27,TRUE,FALSE,0,146,66.32072962,984,19.50033872,16.20754057
28,TRUE,FALSE,0,126,67.59089934,626,13.11416255,14.14959366
29,TRUE,FALSE,0.2,15,38.65553761,250,32.30736033,25.37426025
26,TRUE,FALSE,0,141,66.97700783,865,22.14710231,17.4078577
29,TRUE,FALSE,0.2,16,38.50913664,256,32.45508809,25.28614742
27,TRUE,FALSE,0,147,66.15464507,942,20.56260038,16.35154346
28,TRUE,FALSE,0,127,67.67114714,754,13.96802002,14.48174756
26,TRUE,FALSE,0,142,66.99507644,828,20.66346308,17.79707244
29,TRUE,FALSE,0.2,17,38.69612803,261,32.87014772,25.26443029
29,TRUE,FALSE,0.2,18,38.31217178,261,32.2084169,25.20758497
26,TRUE,FALSE,0,143,67.12880818,796,22.82388823,18.06770445
29,TRUE,FALSE,0.2,19,38.7930561,265,32.41943614,25.23408777
28,TRUE,FALSE,0,128,68.24934473,879,14.84328229,14.87798649
27,TRUE,FALSE,0,148,65.04508524,912,22.17507198,16.06315404
29,TRUE,FALSE,0.2,20,37.5583486,262,32.46633949,24.66327573
29,TRUE,FALSE,0.2,21,38.12495243,265,32.23727931,24.77846126
27,TRUE,FALSE,0,149,65.20634685,881,20.420472,16.55039818
26,TRUE,FALSE,0,144,66.87942462,750,23.97334795,18.36564681
29,TRUE,FALSE,0.2,22,37.6927204,260,32.3804449,24.77971449
28,TRUE,FALSE,0,129,67.73398214,996,15.23989672,15.01151001
27,TRUE,FALSE,0,150,64.57622175,852,21.5044701,16.55187404
29,TRUE,FALSE,0.2,23,38.15289688,259,32.91798303,24.83680207
26,TRUE,FALSE,0,145,66.48820037,727,22.3828508,18.68925968
29,TRUE,FALSE,0.2,24,38.48465971,257,33.20205029,24.87788334
30,TRUE,FALSE,0.2,0,42.98589045,169,35.27247643,32.85192873
30,TRUE,FALSE,0.2,1,37.69224333,164,33.43202284,30.61147177
28,TRUE,FALSE,0,130,67.40459207,1086,16.08678718,15.3453072
30,TRUE,FALSE,0.2,2,37.90599374,164,33.93383245,30.68591798
26,TRUE,FALSE,0,146,65.84211573,702,23.43941529,18.74466252
29,TRUE,FALSE,0.2,25,38.51953251,255,33.30985109,24.88703959
30,TRUE,FALSE,0.2,3,37.79083959,163,34.11299098,30.68080672
30,TRUE,FALSE,0.2,4,37.68283618,162,34.90414938,30.77197172
28,TRUE,FALSE,0,131,67.31658886,1107,16.7668818,15.56547864
29,TRUE,FALSE,0.2,26,39.00235023,254,32.69178414,25.06665153
26,TRUE,FALSE,0,147,65.16441116,672,23.85915219,18.98075703
30,TRUE,FALSE,0.2,5,37.13595967,165,35.00524445,30.62146966
29,TRUE,FALSE,0.2,27,38.89797761,252,32.648499,24.91250389
30,TRUE,FALSE,0.2,6,37.47523877,165,35.24188238,30.67361694
29,TRUE,FALSE,0.2,28,37.73485517,249,32.55069721,24.47602609
30,TRUE,FALSE,0.2,7,37.8300867,168,35.47741125,30.73790865
29,TRUE,FALSE,0.2,29,37.88074973,245,32.94619552,24.55355344
28,TRUE,FALSE,0,132,67.42681341,1129,17.29677413,15.77677953
30,TRUE,FALSE,0.2,8,37.28029382,169,35.51710591,30.32896258
29,TRUE,FALSE,0.2,30,37.33719583,242,33.22266635,24.28828404
26,TRUE,FALSE,0,148,65.47555986,653,24.53023579,19.24263736
30,TRUE,FALSE,0.2,9,37.59278144,169,36.42955515,30.39900887
29,TRUE,FALSE,0.2,31,37.63637078,240,32.60584627,24.55487781
28,TRUE,FALSE,0,133,67.76501662,1140,17.96883495,15.97572174
26,TRUE,FALSE,0,149,65.40653659,633,25.46748542,19.42761575
30,TRUE,FALSE,0.2,10,37.80713918,171,37.46994306,30.61298403
29,TRUE,FALSE,0.2,32,38.10028815,241,33.00014858,24.5589934
30,TRUE,FALSE,0.2,11,37.2667982,171,37.42112557,30.30743329
26,TRUE,FALSE,0,150,65.19085097,615,26.85130665,19.65077556
29,TRUE,FALSE,0.2,33,38.55285811,240,33.27156385,24.6022533
28,TRUE,FALSE,0,134,68.12820712,1130,18.72109267,16.25014918
30,TRUE,FALSE,0.2,12,37.65237166,172,37.99864977,30.36343911
29,TRUE,FALSE,0.2,34,37.85368576,238,33.27023532,24.33225408
31,TRUE,FALSE,0.2,0,37.73153337,228,29.36542115,24.75924725
29,TRUE,FALSE,0.2,35,38.02892234,238,33.38292361,24.4640248
30,TRUE,FALSE,0.2,13,38.03426886,175,37.61449791,30.47962272
31,TRUE,FALSE,0.2,1,38.23898219,232,29.59988108,24.78909219
28,TRUE,FALSE,0,135,67.3143911,1098,19.38566894,16.50047968
31,TRUE,FALSE,0.2,2,38.48433619,236,29.93454362,24.76489874
29,TRUE,FALSE,0.2,36,37.53022931,235,32.53003982,24.55990077
30,TRUE,FALSE,0.2,14,38.28945386,175,37.38125866,30.65325129
29,TRUE,FALSE,0.2,37,36.6593353,233,32.58705074,24.03449807
30,TRUE,FALSE,0.2,15,37.99369588,174,36.52713874,30.85548712
29,TRUE,FALSE,0.2,38,35.93087829,232,32.60492949,23.68588012
31,TRUE,FALSE,0.2,3,39.03718805,242,30.30881299,24.74684352
30,TRUE,FALSE,0.2,16,38.27263641,173,36.83520208,30.93438442
28,TRUE,FALSE,0,136,67.49262321,1060,20.04751953,16.81355792
29,TRUE,FALSE,0.2,39,36.35259987,233,32.05026603,23.89299963
30,TRUE,FALSE,0.2,17,38.48643197,174,37.06390685,31.04981116
31,TRUE,FALSE,0.2,4,39.58422769,243,30.69271978,24.70646866
30,TRUE,FALSE,0.2,18,38.87199847,177,36.93748969,31.04196381
31,TRUE,FALSE,0.2,5,40.17866016,248,31.39753443,24.68937068
30,TRUE,FALSE,0.2,19,38.37884024,176,34.85324333,31.00970402
29,TRUE,FALSE,0.2,40,36.57241755,236,32.42091397,23.8235969
30,TRUE,FALSE,0.2,20,38.58187223,177,35.29797102,30.99911654
31,TRUE,FALSE,0.2,6,40.52862143,249,32.00781115,24.80767053
29,TRUE,FALSE,0.2,41,37.01185977,235,32.72166078,23.94001875
28,TRUE,FALSE,0,137,67.44863724,1024,20.91509499,17.1576467
30,TRUE,FALSE,0.2,21,38.41183855,177,35.16878337,30.99064453
29,TRUE,FALSE,0.2,42,36.80815695,234,32.75301889,23.82714215
31,TRUE,FALSE,0.2,7,40.4019779,249,32.1826935,24.79561668
30,TRUE,FALSE,0.2,22,38.64586317,176,35.35420935,30.994582
29,TRUE,FALSE,0.2,43,37.05703218,234,33.17538298,23.84138705
28,TRUE,FALSE,0,138,67.18611817,979,21.34504507,17.35285389
31,TRUE,FALSE,0.2,8,40.95117207,251,32.73568907,24.85063752
30,TRUE,FALSE,0.2,23,38.08882345,176,33.37882598,30.88507602
29,TRUE,FALSE,0.2,44,37.04902485,232,33.59641911,24.00229541
31,TRUE,FALSE,0.2,9,41.44618664,257,33.12890542,24.85156688
28,TRUE,FALSE,0,139,66.64451597,948,21.86718202,17.4225009
30,TRUE,FALSE,0.2,24,38.4438558,177,33.90475686,30.904318
29,TRUE,FALSE,0.2,45,37.06321248,232,32.6359223,24.35107235
31,TRUE,FALSE,0.2,10,41.89442875,258,33.40034763,24.86161349
30,TRUE,FALSE,0.2,25,38.88896158,177,34.16718658,30.86198197
29,TRUE,FALSE,0.2,46,37.45792038,234,33.12056792,24.41639915
30,TRUE,FALSE,0.2,26,39.33194087,179,32.77486497,30.80961124
31,TRUE,FALSE,0.2,11,42.31779371,259,33.63378541,24.89951935
29,TRUE,FALSE,0.2,47,37.87023856,233,33.4706572,24.44566027
28,TRUE,FALSE,0,140,65.78343801,915,22.01455506,17.38549764
29,TRUE,FALSE,0.2,48,38.28662014,234,33.61469127,24.50934907
30,TRUE,FALSE,0.2,27,38.62797651,178,32.59357906,30.53603658
31,TRUE,FALSE,0.2,12,42.62288416,263,34.00305913,24.88145015
29,TRUE,FALSE,0.2,49,38.67502265,233,33.90650533,24.59085787
30,TRUE,FALSE,0.2,28,37.06466731,174,32.81644695,30.02003058
31,TRUE,FALSE,0.2,13,42.70756633,264,34.38951291,24.89461303
28,TRUE,FALSE,0,141,65.37529106,894,21.97897205,17.46033502
29,TRUE,FALSE,0.2,50,39.15795937,232,34.36485338,24.65852016
30,TRUE,FALSE,0.2,29,35.74789508,174,32.50455647,29.59021017
30,TRUE,FALSE,0.2,30,35.2446892,167,33.00483125,29.85331061
31,TRUE,FALSE,0.2,14,41.85365355,266,34.66869576,24.49907051
28,TRUE,FALSE,0,142,65.85299011,875,22.57869531,17.5884578
29,TRUE,FALSE,0.2,51,38.2924275,233,34.13987323,24.29582408
30,TRUE,FALSE,0.2,31,35.66554147,174,33.25523444,29.82469219
31,TRUE,FALSE,0.2,15,41.75595155,269,34.90029741,24.58790103
30,TRUE,FALSE,0.2,32,35.29446534,169,33.45859713,29.99108706
29,TRUE,FALSE,0.2,52,38.18046022,234,34.07048899,24.41723573
30,TRUE,FALSE,0.2,33,35.6472746,170,33.5805687,30.04098283
28,TRUE,FALSE,0,143,66.22582025,844,16.70450573,17.47327479
31,TRUE,FALSE,0.2,16,42.11504092,268,35.08171452,24.64884944
29,TRUE,FALSE,0.2,53,38.06130641,230,34.40209981,24.49757579
30,TRUE,FALSE,0.2,34,35.55087165,170,33.65148864,30.02009936
31,TRUE,FALSE,0.2,17,42.61232693,270,35.23306883,24.74475865
29,TRUE,FALSE,0.2,54,38.49889822,232,33.52773526,24.82822835
30,TRUE,FALSE,0.2,35,34.91937127,174,32.27267341,29.64542979
28,TRUE,FALSE,0,144,65.74745481,820,18.03700422,17.58369604
29,TRUE,FALSE,0.2,55,38.40817372,231,33.75600516,24.8052208
31,TRUE,FALSE,0.2,18,42.40355723,272,35.5446188,24.62923011
30,TRUE,FALSE,0.2,36,35.30963212,175,32.50821416,29.60197486
29,TRUE,FALSE,0.2,56,38.55990943,232,33.81065752,24.87179845
31,TRUE,FALSE,0.2,19,42.6411288,269,36.00804609,24.70510599
30,TRUE,FALSE,0.2,37,35.70700425,176,32.87993344,29.55727793
31,TRUE,FALSE,0.2,20,43.09356848,268,36.67705817,24.68444906
30,TRUE,FALSE,0.2,38,35.64507475,179,32.23241369,29.52409922
29,TRUE,FALSE,0.2,57,38.32155128,234,33.9956518,24.65205588
30,TRUE,FALSE,0.2,39,34.28066126,179,31.66534293,28.75581753
28,TRUE,FALSE,0,145,65.94305295,799,18.95663985,17.8193131
29,TRUE,FALSE,0.2,58,38.39890713,235,34.05878931,24.76833563
31,TRUE,FALSE,0.2,21,43.19892117,264,36.52290428,24.87214877
30,TRUE,FALSE,0.2,40,34.47525855,183,32.03880037,28.79050839
29,TRUE,FALSE,0.2,59,38.38659678,235,33.25557812,24.9674818
30,TRUE,FALSE,0.2,41,32.26604129,183,30.76128935,27.72640346
31,TRUE,FALSE,0.2,22,43.56105241,264,36.86082526,24.83978634
28,TRUE,FALSE,0,146,66.12965387,769,19.87790482,18.14474396
30,TRUE,FALSE,0.2,42,32.67825889,183,30.78271757,27.7081661
29,TRUE,FALSE,0.2,60,38.26090585,235,33.41777261,24.7533041
30,TRUE,FALSE,0.2,43,31.66203528,185,30.26572406,27.06199974
31,TRUE,FALSE,0.2,23,43.29436417,258,37.19991708,24.95427906
29,TRUE,FALSE,0.2,61,37.93648892,233,33.73366613,24.65301031
30,TRUE,FALSE,0.2,44,31.43930638,187,30.40802573,26.80762633
31,TRUE,FALSE,0.2,24,43.18274918,255,37.50943779,24.8282664
28,TRUE,FALSE,0,147,65.96200852,743,21.05805465,18.39155398
31,TRUE,FALSE,0.2,25,43.49563082,248,38.09173195,25.00662335
30,TRUE,FALSE,0.2,45,31.79661261,189,30.52611271,26.77030368
29,TRUE,FALSE,0.2,62,37.88969668,233,33.80656666,24.63826197
31,TRUE,FALSE,0.2,26,43.20930386,243,38.52036145,25.0238391
30,TRUE,FALSE,0.2,46,31.36200035,195,30.37471944,26.39602988
28,TRUE,FALSE,0,148,65.96794867,721,21.970081,18.64861826
29,TRUE,FALSE,0.2,63,38.31774132,233,34.13545983,24.71621702
31,TRUE,FALSE,0.2,27,42.92088598,238,39.00840174,24.97185149
30,TRUE,FALSE,0.2,47,31.76299249,203,30.8470383,26.36384088
29,TRUE,FALSE,0.2,64,38.63167236,232,34.54671945,24.83848458
31,TRUE,FALSE,0.2,28,42.58714022,232,38.25700238,25.47158852
30,TRUE,FALSE,0.2,48,31.76504728,202,30.69562997,26.41907025
31,TRUE,FALSE,0.2,29,42.65317922,227,38.67390007,25.72508345
30,TRUE,FALSE,0.2,49,31.99468296,202,29.71788323,26.43329285
29,TRUE,FALSE,0.2,65,39.13835142,232,34.01419542,25.00050355
31,TRUE,FALSE,0.2,30,40.9581464,222,38.53463357,25.41643338
28,TRUE,FALSE,0,149,64.77841087,693,22.68769588,18.71791821
30,TRUE,FALSE,0.2,50,32.42609193,205,30.07994218,26.41911124
29,TRUE,FALSE,0.2,66,38.03924565,228,33.97699003,24.54262576
31,TRUE,FALSE,0.2,31,41.38401193,222,38.91697026,25.44362221
30,TRUE,FALSE,0.2,51,32.73134497,208,30.52824455,26.42852937
28,TRUE,FALSE,0,150,65.11703195,667,17.81716324,18.52773434
29,TRUE,FALSE,0.2,67,38.28026791,229,34.12018523,24.57187576
30,TRUE,FALSE,0.2,52,32.93244877,209,30.88036242,26.45310687
31,TRUE,FALSE,0.2,32,41.76532616,220,38.90089478,25.68545556
29,TRUE,FALSE,0.2,68,38.69190717,229,34.33594739,24.6571829
32,TRUE,FALSE,0.2,0,41.33574723,168,34.32184074,32.35472831
30,TRUE,FALSE,0.2,53,33.34687707,211,31.26961251,26.38812306
32,TRUE,FALSE,0.2,1,38.35012231,167,33.2898483,30.9185576
31,TRUE,FALSE,0.2,33,42.1606739,221,39.2585844,25.71408833
29,TRUE,FALSE,0.2,69,38.19141093,231,34.38948275,24.50580162
30,TRUE,FALSE,0.2,54,33.74317364,212,31.25504276,26.40979357
32,TRUE,FALSE,0.2,2,37.38591079,166,33.28931653,30.49215028
29,TRUE,FALSE,0.2,70,38.04709802,233,34.55264129,24.27024721
31,TRUE,FALSE,0.2,34,42.09542689,219,39.49212713,25.6432704
32,TRUE,FALSE,0.2,3,36.85355029,167,33.3149429,30.12687531
30,TRUE,FALSE,0.2,55,34.16966554,214,31.27944773,26.40984439
29,TRUE,FALSE,0.2,71,37.12173116,233,33.87649443,24.07210325
32,TRUE,FALSE,0.2,4,37.2439238,167,33.5352023,30.09236109
31,TRUE,FALSE,0.2,35,42.26709172,220,38.99949686,25.87167784
30,TRUE,FALSE,0.2,56,34.38601064,216,31.60453078,26.46972883
32,TRUE,FALSE,0.2,5,36.86584462,166,33.39269606,29.90835606
30,TRUE,FALSE,0.2,57,33.8118535,213,31.47420271,26.2110827
31,TRUE,FALSE,0.2,36,42.23772749,218,39.05871534,25.92223811
30,TRUE,FALSE,0.2,58,34.27000982,213,31.95871041,26.18297605
29,TRUE,FALSE,0.2,72,36.92935935,234,34.19932615,23.95378854
31,TRUE,FALSE,0.2,37,40.63633705,216,38.5838783,25.52930492
32,TRUE,FALSE,0.2,6,36.92368829,167,33.676082,29.93209045
31,TRUE,FALSE,0.2,38,40.12060341,212,38.60208548,25.66625807
29,TRUE,FALSE,0.2,73,37.23552018,231,34.4382931,24.0500078
30,TRUE,FALSE,0.2,59,34.69350879,213,31.17030119,26.30236972
32,TRUE,FALSE,0.2,7,36.76053795,169,33.82074319,29.76439138
29,TRUE,FALSE,0.2,74,36.90462889,230,34.54492052,23.84146818
32,TRUE,FALSE,0.2,8,37.17713602,175,34.32967565,29.71711637
30,TRUE,FALSE,0.2,60,34.28996253,216,31.27097523,25.9223914
31,TRUE,FALSE,0.2,39,40.26677934,211,38.96459384,25.62591362
29,TRUE,FALSE,0.2,75,37.03026582,232,34.80560207,23.86784394
30,TRUE,FALSE,0.2,61,33.43665255,214,31.49161286,25.70479639
32,TRUE,FALSE,0.2,9,37.63816826,175,34.58743714,29.69612303
29,TRUE,FALSE,0.2,76,37.51669557,235,34.8814918,23.96572141
31,TRUE,FALSE,0.2,40,40.13584092,207,39.12463576,25.79055196
30,TRUE,FALSE,0.2,62,33.82860183,215,31.51345186,25.68236517
32,TRUE,FALSE,0.2,10,37.62620455,177,34.78642251,29.75829586
30,TRUE,FALSE,0.2,63,33.42679946,216,31.70568398,25.42965037
31,TRUE,FALSE,0.2,41,39.18305935,207,39.01677474,25.29617731
29,TRUE,FALSE,0.2,77,37.81851454,235,35.12914031,24.04459903
32,TRUE,FALSE,0.2,11,37.99804224,183,35.17933072,29.79917556
31,TRUE,FALSE,0.2,42,39.49882847,206,39.42024448,25.39112063
30,TRUE,FALSE,0.2,64,33.75148576,218,31.26646345,25.54801129
32,TRUE,FALSE,0.2,12,37.37530694,187,34.77479395,29.38278058
29,TRUE,FALSE,0.2,78,37.05837254,236,34.78909173,23.64069071
30,TRUE,FALSE,0.2,65,34.05174079,219,31.56945777,25.57724087
32,TRUE,FALSE,0.2,13,37.25083585,188,34.38597061,29.27050223
29,TRUE,FALSE,0.2,79,37.43170605,234,34.89856864,23.71424691
31,TRUE,FALSE,0.2,43,38.86444069,203,39.4765652,25.56104567
32,TRUE,FALSE,0.2,14,36.41878426,189,33.48331673,28.82156011
30,TRUE,FALSE,0.2,66,33.58136011,220,31.48701699,25.2307704
32,TRUE,FALSE,0.2,15,36.18835743,192,33.61309077,28.88374662
31,TRUE,FALSE,0.2,44,39.38043019,203,39.70424496,25.58730804
30,TRUE,FALSE,0.2,67,33.39664675,220,31.29915914,25.288153
29,TRUE,FALSE,0.2,80,37.94130395,239,35.20846605,23.76599294
32,TRUE,FALSE,0.2,16,35.3188458,194,33.31976411,28.40282885
31,TRUE,FALSE,0.2,45,39.66628364,203,38.5264326,26.1982406
32,TRUE,FALSE,0.2,17,35.38496823,193,33.53277982,28.50361232
29,TRUE,FALSE,0.2,81,38.34356252,240,35.57447186,23.76594149
30,TRUE,FALSE,0.2,68,33.46943569,221,31.52554987,25.1971875
32,TRUE,FALSE,0.2,18,34.582398,194,33.58364661,27.95366639
31,TRUE,FALSE,0.2,46,40.21829106,205,38.76590768,26.23463194
29,TRUE,FALSE,0.2,82,38.8535966,242,36.04833565,23.70995134
30,TRUE,FALSE,0.2,69,33.98033993,222,31.91324965,25.20176758
31,TRUE,FALSE,0.2,47,40.47197028,206,39.07715408,26.21617179
32,TRUE,FALSE,0.2,19,34.94390472,198,34.01731553,27.93559715
29,TRUE,FALSE,0.2,83,39.08299926,240,36.18198677,23.8883612
30,TRUE,FALSE,0.2,70,34.45340673,225,32.57487788,25.19588034
31,TRUE,FALSE,0.2,48,40.50515956,204,39.37667171,26.1675373
29,TRUE,FALSE,0.2,84,39.13816947,239,36.47872072,23.79089226
32,TRUE,FALSE,0.2,20,35.05953711,197,32.50492202,28.13498057
30,TRUE,FALSE,0.2,71,33.65042155,225,32.58625243,24.77805658
31,TRUE,FALSE,0.2,49,40.40225608,203,39.66326448,26.18697697
29,TRUE,FALSE,0.2,85,38.82577277,235,36.78369023,23.6121501
32,TRUE,FALSE,0.2,21,35.35351176,193,33.0264678,28.20899372
30,TRUE,FALSE,0.2,72,34.05000671,227,33.15433707,24.83131962
29,TRUE,FALSE,0.2,86,39.1592992,233,36.52713791,23.89338628
30,TRUE,FALSE,0.2,73,34.35551312,226,33.13914065,24.89004119
32,TRUE,FALSE,0.2,22,34.77445537,190,33.61026441,28.11123822
31,TRUE,FALSE,0.2,50,39.65708935,199,39.5864228,26.07408625
29,TRUE,FALSE,0.2,87,39.35751376,232,36.69437685,23.98949195
30,TRUE,FALSE,0.2,74,34.77957752,228,33.11064138,24.947943
32,TRUE,FALSE,0.2,23,34.1274479,188,32.11203249,27.97877235
29,TRUE,FALSE,0.2,88,39.67393747,232,36.89049201,24.01046875
30,TRUE,FALSE,0.2,75,35.18118288,229,33.51704993,24.93513082
31,TRUE,FALSE,0.2,51,40.15209968,202,39.82015748,26.06141255
32,TRUE,FALSE,0.2,24,34.15650984,186,32.42999957,28.04232225
30,TRUE,FALSE,0.2,76,35.58156003,228,33.75598354,25.01209766
32,TRUE,FALSE,0.2,25,34.54864196,184,33.13388975,28.16437349
31,TRUE,FALSE,0.2,52,40.64168801,205,40.03916987,26.06121819
30,TRUE,FALSE,0.2,77,36.08587595,230,34.14580555,24.98081407
29,TRUE,FALSE,0.2,89,39.92871162,234,37.39594244,24.1194871
30,TRUE,FALSE,0.2,78,35.29082696,228,32.80419393,24.81173512
32,TRUE,FALSE,0.2,26,34.59714299,180,33.41568938,28.31863986
29,TRUE,FALSE,0.2,90,39.90777259,233,37.71776506,23.91628008
30,TRUE,FALSE,0.2,79,35.19220375,230,32.63985177,24.67265112
31,TRUE,FALSE,0.2,53,40.48580121,205,39.38397452,26.32572156
32,TRUE,FALSE,0.2,27,34.5224976,178,33.76659044,28.42728194
30,TRUE,FALSE,0.2,80,35.17945902,231,32.69247206,24.71717611
29,TRUE,FALSE,0.2,91,40.00002052,231,36.51569405,24.45703382
30,TRUE,FALSE,0.2,81,35.43088413,232,32.63454264,24.782633
32,TRUE,FALSE,0.2,28,33.09910209,177,33.62280649,27.7681699
31,TRUE,FALSE,0.2,54,40.56894646,202,39.94241344,26.32390698
29,TRUE,FALSE,0.2,92,40.08564507,231,36.76154786,24.46753486
32,TRUE,FALSE,0.2,29,33.16568167,177,33.92978042,27.77619525
31,TRUE,FALSE,0.2,55,41.07570899,202,39.50965439,26.57028514
29,TRUE,FALSE,0.2,93,40.3538219,232,36.94642025,24.45601715
30,TRUE,FALSE,0.2,82,35.6769216,233,31.64096069,24.971645
31,TRUE,FALSE,0.2,56,40.84575832,197,40.14769531,26.69755343
32,TRUE,FALSE,0.2,30,32.39741204,177,33.93571454,27.43163917
30,TRUE,FALSE,0.2,83,35.01147687,229,31.65738,24.91804124
29,TRUE,FALSE,0.2,94,40.87989,233,36.8973421,24.5953443
31,TRUE,FALSE,0.2,57,40.20168791,193,39.21219622,27.02785856
32,TRUE,FALSE,0.2,31,31.84941437,176,34.11956845,27.09301879
30,TRUE,FALSE,0.2,84,35.14328963,229,31.87193757,25.00663732
29,TRUE,FALSE,0.2,95,40.74247811,233,37.02046301,24.42371638
32,TRUE,FALSE,0.2,32,31.91523116,177,34.36585411,27.01756248
31,TRUE,FALSE,0.2,58,40.14032817,192,38.93439756,27.17827509
29,TRUE,FALSE,0.2,96,40.76089974,231,37.15210251,24.54900373
32,TRUE,FALSE,0.2,33,32.01144062,179,32.94568779,27.31186166
30,TRUE,FALSE,0.2,85,35.54940161,226,32.28666493,25.09774754
29,TRUE,FALSE,0.2,97,38.9128379,226,36.91950107,24.12335173
31,TRUE,FALSE,0.2,59,40.49279564,192,39.2876834,27.21661734
32,TRUE,FALSE,0.2,34,31.80185304,178,33.28072729,27.28505509
30,TRUE,FALSE,0.2,86,35.96271954,225,32.73807588,25.15051328
32,TRUE,FALSE,0.2,35,31.74690047,180,33.57207393,27.34036206
29,TRUE,FALSE,0.2,98,39.25517808,226,37.34198597,24.14887697
31,TRUE,FALSE,0.2,60,40.30224415,191,39.24725075,27.07752088
30,TRUE,FALSE,0.2,87,36.06087607,225,32.99156305,25.16617445
29,TRUE,FALSE,0.2,99,38.64634884,223,37.35270678,23.98046617
31,TRUE,FALSE,0.2,61,40.56229295,191,39.72870014,27.02211386
32,TRUE,FALSE,0.2,36,31.75012112,181,33.55887979,27.36164609
29,TRUE,FALSE,0.2,100,38.58328579,222,37.41968632,23.9745299
31,TRUE,FALSE,0.2,62,40.54960321,195,39.75617283,26.96881722
32,TRUE,FALSE,0.2,37,32.09095646,183,33.87065106,27.34372414
30,TRUE,FALSE,0.2,88,35.16373644,224,32.92195126,24.5229316
31,TRUE,FALSE,0.2,63,39.92896997,192,39.70786084,26.95793725
29,TRUE,FALSE,0.2,101,38.98829398,221,37.80381958,23.97080567
