run_no,spat_feed,diff_mort,juv-mort,time,BA,no_trees
2,TRUE,TRUE,0,70,22.77895888,162
1,TRUE,TRUE,0,66,23.06192001,150
8,TRUE,TRUE,0,70,23.07874177,152
7,TRUE,TRUE,0,71,19.92745567,164
3,TRUE,TRUE,0,68,24.74459271,170
4,TRUE,TRUE,0,61,27.27102765,152
5,TRUE,TRUE,0,67,23.43012702,161
2,TRUE,TRUE,0,71,22.69809709,163
1,TRUE,TRUE,0,67,23.06105454,153
6,TRUE,TRUE,0,72,20.26098745,149
8,TRUE,TRUE,0,71,22.97957661,153
7,TRUE,TRUE,0,72,19.3379958,161
3,TRUE,TRUE,0,69,25.16839233,173
4,TRUE,TRUE,0,62,26.5513314,152
6,TRUE,TRUE,0,73,20.5096637,153
5,TRUE,TRUE,0,68,23.39335547,167
7,TRUE,TRUE,0,73,19.49286196,165
2,TRUE,TRUE,0,72,23.03686929,164
1,TRUE,TRUE,0,68,22.47688754,152
8,TRUE,TRUE,0,72,22.89230802,153
6,TRUE,TRUE,0,74,20.71802133,157
3,TRUE,TRUE,0,70,25.37477765,172
4,TRUE,TRUE,0,63,26.38941128,152
7,TRUE,TRUE,0,74,19.43762458,163
5,TRUE,TRUE,0,69,23.65000702,166
8,TRUE,TRUE,0,73,22.64536044,155
2,TRUE,TRUE,0,73,22.70225015,164
1,TRUE,TRUE,0,69,22.78718306,152
6,TRUE,TRUE,0,75,20.44134056,158
3,TRUE,TRUE,0,71,25.6075121,176
7,TRUE,TRUE,0,75,19.33540657,159
8,TRUE,TRUE,0,74,21.05227487,156
5,TRUE,TRUE,0,70,23.98522079,170
