"BehaviorSpace results (NetLogo 5.1.0)"
"Denny_mort_3.8.nlogo"
"Experiment_1"
"10/07/2015 16:35:44:909 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","spatial-feedback?","n-trees","mean-tree-age","differential-juvenile-mortality?","juvenile-mortality","[step]","sum [BA] of trees"
"10","true","280","90","true","0.6","135","20.117429159995968"
"10","true","280","90","true","0.6","136","20.299033712156316"
"10","true","280","90","true","0.6","137","20.52848381279242"
"10","true","280","90","true","0.6","138","20.54930173518672"
"10","true","280","90","true","0.6","139","20.49109210231534"
"10","true","280","90","true","0.6","140","20.685517643620354"
"4","true","280","90","true","0.2","92","38.28189438381278"
"10","true","280","90","true","0.6","141","19.66958512264935"
"10","true","280","90","true","0.6","142","19.50370595692147"
"10","true","280","90","true","0.6","143","19.481413475832635"
"10","true","280","90","true","0.6","144","18.89388906548791"
"10","true","280","90","true","0.6","145","18.747561192058306"
"5","true","280","90","true","0.2","98","42.86265774537969"
"10","true","280","90","true","0.6","146","18.76694280672083"
"10","true","280","90","true","0.6","147","18.92304039887659"
"11","true","280","90","true","0.6","82","29.396221129144763"
"10","true","280","90","true","0.6","148","18.16039457330954"
"10","true","280","90","true","0.6","149","17.74263432545213"
"4","true","280","90","true","0.2","93","38.427845063917744"
"10","true","280","90","true","0.6","150","17.916170326146307"
"6","true","280","90","true","0.2","111","35.99657708733221"
"3","true","280","90","true","0","30","53.441735515925124"
"12","true","280","90","true","0.6","0","43.27797193221985"
"4","true","280","90","true","0.2","94","38.45846799204802"
"5","true","280","90","true","0.2","99","41.51439850098897"
"4","true","280","90","true","0.2","95","39.01872571798041"
"11","true","280","90","true","0.6","83","29.617813302053584"
"6","true","280","90","true","0.2","112","36.07175925561349"
"11","true","280","90","true","0.6","84","29.42901637082985"
"12","true","280","90","true","0.6","1","42.19360350315908"
"11","true","280","90","true","0.6","85","29.307932010370976"
"1","true","280","90","true","0","38","49.017351494457415"
"12","true","280","90","true","0.6","2","42.17755945273982"
"2","true","280","90","true","0","33","51.31231553593139"
"12","true","280","90","true","0.6","3","41.38595248788817"
"12","true","280","90","true","0.6","4","40.97440008854497"
"12","true","280","90","true","0.6","5","40.41813668413964"
"6","true","280","90","true","0.2","113","36.20758284916076"
"11","true","280","90","true","0.6","86","29.576432157430464"
"11","true","280","90","true","0.6","87","29.35363026349669"
"12","true","280","90","true","0.6","6","37.54199509499084"
"6","true","280","90","true","0.2","114","36.553932580708384"
"12","true","280","90","true","0.6","7","37.954719378524864"
"12","true","280","90","true","0.6","8","37.30680443348704"
"12","true","280","90","true","0.6","9","36.425190644220386"
"4","true","280","90","true","0.2","96","39.0133007489319"
"12","true","280","90","true","0.6","10","36.450729252592595"
"6","true","280","90","true","0.2","115","36.058771527681515"
"12","true","280","90","true","0.6","11","36.10646768875146"
"11","true","280","90","true","0.6","88","29.718558291918747"
"12","true","280","90","true","0.6","12","34.62772764641195"
"11","true","280","90","true","0.6","89","28.85451513168246"
"5","true","280","90","true","0.2","100","41.26275005235791"
"6","true","280","90","true","0.2","116","36.713839053732414"
"12","true","280","90","true","0.6","13","33.961073113394896"
"6","true","280","90","true","0.2","117","37.25220098763907"
"4","true","280","90","true","0.2","97","39.94109653715105"
"11","true","280","90","true","0.6","90","28.899642639003932"
"11","true","280","90","true","0.6","91","28.53760271604412"
"12","true","280","90","true","0.6","14","31.473873108197886"
"11","true","280","90","true","0.6","92","28.95192838275043"
"11","true","280","90","true","0.6","93","28.622087071867245"
"12","true","280","90","true","0.6","15","31.658856291486153"
"2","true","280","90","true","0","34","51.8411720939352"
"3","true","280","90","true","0","31","53.88471592552233"
"4","true","280","90","true","0.2","98","39.794664270877526"
"11","true","280","90","true","0.6","94","28.81683072402401"
"12","true","280","90","true","0.6","16","30.385999880190823"
"1","true","280","90","true","0","39","50.582756612292386"
"12","true","280","90","true","0.6","17","30.089299632589828"
"6","true","280","90","true","0.2","118","37.75998151245478"
"12","true","280","90","true","0.6","18","29.816649368740965"
"12","true","280","90","true","0.6","19","29.47021005640661"
"11","true","280","90","true","0.6","95","29.095665649725444"
"12","true","280","90","true","0.6","20","29.396371506013985"
"12","true","280","90","true","0.6","21","29.749978837736755"
"11","true","280","90","true","0.6","96","29.185417175682904"
"12","true","280","90","true","0.6","22","29.99014135084629"
"11","true","280","90","true","0.6","97","29.233996375766576"
"12","true","280","90","true","0.6","23","28.65797385217443"
"11","true","280","90","true","0.6","98","29.62954023625402"
"11","true","280","90","true","0.6","99","29.37386081217692"
"11","true","280","90","true","0.6","100","28.67664566539391"
"11","true","280","90","true","0.6","101","28.722733223658366"
"12","true","280","90","true","0.6","24","28.06710747943304"
"12","true","280","90","true","0.6","25","28.371755211997417"
"12","true","280","90","true","0.6","26","27.57163930828677"
"11","true","280","90","true","0.6","102","28.211741317328904"
"12","true","280","90","true","0.6","27","27.759873209598933"
"5","true","280","90","true","0.2","101","41.181103619798854"
"4","true","280","90","true","0.2","99","40.29987188018099"
"11","true","280","90","true","0.6","103","28.18584790927353"
"2","true","280","90","true","0","35","52.69868455080262"
"11","true","280","90","true","0.6","104","28.506429122623715"
"11","true","280","90","true","0.6","105","28.76171764510559"
"11","true","280","90","true","0.6","106","28.119196857308168"
"12","true","280","90","true","0.6","28","27.835875880839215"
"12","true","280","90","true","0.6","29","27.09714118135298"
"3","true","280","90","true","0","32","54.23601399273491"
"12","true","280","90","true","0.6","30","26.868328030578567"
"12","true","280","90","true","0.6","31","27.0380268678868"
"12","true","280","90","true","0.6","32","26.296381645644214"
"1","true","280","90","true","0","40","52.235929599651875"
"11","true","280","90","true","0.6","107","27.02501043206356"
"12","true","280","90","true","0.6","33","26.496203797016975"
"6","true","280","90","true","0.2","119","37.77217891080234"
"4","true","280","90","true","0.2","100","40.29306705679045"
"5","true","280","90","true","0.2","102","40.91822528500675"
"11","true","280","90","true","0.6","108","26.66281098876627"
"12","true","280","90","true","0.6","34","26.851036799337457"
"12","true","280","90","true","0.6","35","27.16319769521855"
"12","true","280","90","true","0.6","36","27.58609274577116"
"12","true","280","90","true","0.6","37","27.66493632409879"
"12","true","280","90","true","0.6","38","28.062093401294476"
"4","true","280","90","true","0.2","101","40.024061625571775"
"12","true","280","90","true","0.6","39","27.70146296945023"
"12","true","280","90","true","0.6","40","28.085938778138598"
"12","true","280","90","true","0.6","41","27.32099931821519"
"12","true","280","90","true","0.6","42","27.081025781335327"
"12","true","280","90","true","0.6","43","27.056410526507744"
"11","true","280","90","true","0.6","109","26.17382937675529"
"11","true","280","90","true","0.6","110","26.141131704071157"
"6","true","280","90","true","0.2","120","38.07789032378766"
"12","true","280","90","true","0.6","44","27.329790463425702"
"11","true","280","90","true","0.6","111","26.24586492209983"
"12","true","280","90","true","0.6","45","27.525036532565135"
"11","true","280","90","true","0.6","112","25.89413816854013"
"2","true","280","90","true","0","36","52.47967745175486"
"6","true","280","90","true","0.2","121","38.7049477452099"
"11","true","280","90","true","0.6","113","26.102724118679056"
"12","true","280","90","true","0.6","46","27.68804339141355"
"12","true","280","90","true","0.6","47","27.808078954436944"
"11","true","280","90","true","0.6","114","25.927198909589208"
"12","true","280","90","true","0.6","48","28.053024715673814"
"11","true","280","90","true","0.6","115","25.755232382388087"
"6","true","280","90","true","0.2","122","38.483208271773314"
"11","true","280","90","true","0.6","116","25.838774642084985"
"12","true","280","90","true","0.6","49","28.367697318253022"
"1","true","280","90","true","0","41","52.68552368426044"
"12","true","280","90","true","0.6","50","28.691153067155255"
"12","true","280","90","true","0.6","51","28.51328862337202"
"11","true","280","90","true","0.6","117","26.112376774810933"
"11","true","280","90","true","0.6","118","26.044154759925178"
"6","true","280","90","true","0.2","123","37.96757291516913"
"4","true","280","90","true","0.2","102","40.440521563527696"
"11","true","280","90","true","0.6","119","26.270995493314373"
"5","true","280","90","true","0.2","103","41.33144484104709"
"3","true","280","90","true","0","33","54.48870403495397"
"6","true","280","90","true","0.2","124","38.51219556988459"
"12","true","280","90","true","0.6","52","28.786515382117727"
"12","true","280","90","true","0.6","53","28.537426729287322"
"11","true","280","90","true","0.6","120","26.478003847946347"
"11","true","280","90","true","0.6","121","26.55105153792984"
"12","true","280","90","true","0.6","54","28.296948441277173"
"11","true","280","90","true","0.6","122","25.896349150101326"
"11","true","280","90","true","0.6","123","25.70229223977553"
"11","true","280","90","true","0.6","124","25.15618849969484"
"2","true","280","90","true","0","37","53.202543908565154"
"11","true","280","90","true","0.6","125","25.046868545534277"
"11","true","280","90","true","0.6","126","25.298415059193907"
"11","true","280","90","true","0.6","127","25.531358821887757"
"11","true","280","90","true","0.6","128","24.631556701294297"
"4","true","280","90","true","0.2","103","40.74086788291386"
"11","true","280","90","true","0.6","129","24.84959181908241"
"5","true","280","90","true","0.2","104","42.01758870013743"
"11","true","280","90","true","0.6","130","24.86608859316301"
"11","true","280","90","true","0.6","131","24.881592553655707"
"12","true","280","90","true","0.6","55","28.469025103107377"
"11","true","280","90","true","0.6","132","24.728751787090044"
"11","true","280","90","true","0.6","133","23.840435527463406"
"11","true","280","90","true","0.6","134","22.038625367897698"
"11","true","280","90","true","0.6","135","22.23515072933826"
"6","true","280","90","true","0.2","125","38.45815355689649"
"11","true","280","90","true","0.6","136","22.360142825935007"
"4","true","280","90","true","0.2","104","40.96962390259997"
"11","true","280","90","true","0.6","137","22.603605377999646"
"11","true","280","90","true","0.6","138","22.804024722670814"
"11","true","280","90","true","0.6","139","22.561161745533497"
"1","true","280","90","true","0","42","53.597803331277255"
"11","true","280","90","true","0.6","140","22.2960676416093"
"5","true","280","90","true","0.2","105","42.28066509549209"
"11","true","280","90","true","0.6","141","22.09851736057699"
"11","true","280","90","true","0.6","142","20.218568678670565"
"11","true","280","90","true","0.6","143","19.538739143580617"
"11","true","280","90","true","0.6","144","19.316910371989383"
"4","true","280","90","true","0.2","105","41.3090422195481"
"11","true","280","90","true","0.6","145","19.482994239679424"
"6","true","280","90","true","0.2","126","39.0250336755512"
"12","true","280","90","true","0.6","56","28.975420429517936"
"11","true","280","90","true","0.6","146","19.617693229627566"
"11","true","280","90","true","0.6","147","19.770616302273556"
"11","true","280","90","true","0.6","148","19.924225936358912"
"11","true","280","90","true","0.6","149","20.090545703756394"
"5","true","280","90","true","0.2","106","41.66543770126498"
"3","true","280","90","true","0","34","54.23286609796692"
"12","true","280","90","true","0.6","57","28.6541976466271"
"11","true","280","90","true","0.6","150","20.23340455739506"
"4","true","280","90","true","0.2","106","41.9170769977097"
"12","true","280","90","true","0.6","58","29.064525524347037"
"13","true","280","90","true","0.8","0","46.25864355123655"
"4","true","280","90","true","0.2","107","42.34645347496614"
"6","true","280","90","true","0.2","127","39.30044404713922"
"13","true","280","90","true","0.8","1","44.049037716296894"
"4","true","280","90","true","0.2","108","42.476885798921835"
"12","true","280","90","true","0.6","59","29.18135065461346"
"13","true","280","90","true","0.8","2","44.365062434582434"
"2","true","280","90","true","0","38","53.7312539343425"
"13","true","280","90","true","0.8","3","43.578655823420505"
"13","true","280","90","true","0.8","4","42.938573323230464"
"13","true","280","90","true","0.8","5","40.82480854666564"
"13","true","280","90","true","0.8","6","39.090478597069875"
"1","true","280","90","true","0","43","54.14614326845509"
"13","true","280","90","true","0.8","7","38.117088652019085"
"13","true","280","90","true","0.8","8","36.50340167945484"
"13","true","280","90","true","0.8","9","36.03152626132676"
"13","true","280","90","true","0.8","10","35.21012190951008"
"13","true","280","90","true","0.8","11","34.67137056669532"
"5","true","280","90","true","0.2","107","41.56489152793161"
"12","true","280","90","true","0.6","60","29.441908623486253"
"12","true","280","90","true","0.6","61","28.984269895602306"
"6","true","280","90","true","0.2","128","39.39688411513323"
"12","true","280","90","true","0.6","62","28.45409393369254"
"13","true","280","90","true","0.8","12","34.63415712758724"
"4","true","280","90","true","0.2","109","42.430419954699374"
"3","true","280","90","true","0","35","52.9880253598239"
"13","true","280","90","true","0.8","13","32.136058616313804"
"13","true","280","90","true","0.8","14","32.509271283962626"
"13","true","280","90","true","0.8","15","31.41640461064542"
"5","true","280","90","true","0.2","108","41.37077495509681"
"12","true","280","90","true","0.6","63","28.52514954145247"
"6","true","280","90","true","0.2","129","40.11917442701461"
"13","true","280","90","true","0.8","16","31.182018035255624"
"12","true","280","90","true","0.6","64","28.932559999414227"
"13","true","280","90","true","0.8","17","30.8855823865614"
"12","true","280","90","true","0.6","65","28.991209910522592"
"13","true","280","90","true","0.8","18","31.25351974417983"
"13","true","280","90","true","0.8","19","31.05087148057035"
"13","true","280","90","true","0.8","20","31.540030079548647"
"13","true","280","90","true","0.8","21","31.463238589734768"
"2","true","280","90","true","0","39","53.888103597563195"
"13","true","280","90","true","0.8","22","31.807594960350894"
"13","true","280","90","true","0.8","23","32.03544495791706"
"13","true","280","90","true","0.8","24","32.43188994782943"
"13","true","280","90","true","0.8","25","32.62673846156149"
"5","true","280","90","true","0.2","109","41.1651563924216"
"13","true","280","90","true","0.8","26","32.29596992653101"
"6","true","280","90","true","0.2","130","40.37568777067011"
"12","true","280","90","true","0.6","66","29.115730252311007"
"13","true","280","90","true","0.8","27","32.67035704302603"
"1","true","280","90","true","0","44","54.93742990831128"
"13","true","280","90","true","0.8","28","33.1817917108849"
"13","true","280","90","true","0.8","29","33.550316741863824"
"13","true","280","90","true","0.8","30","32.652628266785555"
"12","true","280","90","true","0.6","67","29.197675128715975"
"13","true","280","90","true","0.8","31","32.84137965643625"
"13","true","280","90","true","0.8","32","32.34153488551273"
"5","true","280","90","true","0.2","110","40.67463728427302"
"12","true","280","90","true","0.6","68","29.462094018000457"
"12","true","280","90","true","0.6","69","29.781172394646145"
"12","true","280","90","true","0.6","70","30.040266226109267"
"12","true","280","90","true","0.6","71","29.752202693510412"
"6","true","280","90","true","0.2","131","39.28520112302708"
"13","true","280","90","true","0.8","33","32.345522982942484"
"13","true","280","90","true","0.8","34","32.54750692764705"
"13","true","280","90","true","0.8","35","32.50297431517915"
"5","true","280","90","true","0.2","111","40.963645515648516"
"12","true","280","90","true","0.6","72","28.28425396875917"
"13","true","280","90","true","0.8","36","31.660136046500465"
"12","true","280","90","true","0.6","73","28.49245353929968"
"13","true","280","90","true","0.8","37","31.56047595286754"
"4","true","280","90","true","0.2","110","42.97832023642295"
"13","true","280","90","true","0.8","38","31.929447160998492"
"13","true","280","90","true","0.8","39","31.95511524242159"
"13","true","280","90","true","0.8","40","32.049240283495955"
"13","true","280","90","true","0.8","41","32.4435731466158"
"12","true","280","90","true","0.6","74","28.82783463166065"
"13","true","280","90","true","0.8","42","32.016103351701915"
"3","true","280","90","true","0","36","53.24792294813141"
"13","true","280","90","true","0.8","43","30.886334115571717"
"2","true","280","90","true","0","40","54.922615767993236"
"13","true","280","90","true","0.8","44","31.27324265435489"
"12","true","280","90","true","0.6","75","27.950615940759114"
"13","true","280","90","true","0.8","45","31.629829557657015"
"6","true","280","90","true","0.2","132","39.29995064077009"
"1","true","280","90","true","0","45","55.81745157993663"
"4","true","280","90","true","0.2","111","42.31123244212102"
"13","true","280","90","true","0.8","46","31.617313790345236"
"12","true","280","90","true","0.6","76","27.499588606282973"
"13","true","280","90","true","0.8","47","31.672952476639583"
"13","true","280","90","true","0.8","48","32.03966662105377"
"13","true","280","90","true","0.8","49","31.3750657751246"
"5","true","280","90","true","0.2","112","40.981241951733374"
"13","true","280","90","true","0.8","50","31.205538347798203"
"13","true","280","90","true","0.8","51","31.481628118958273"
"6","true","280","90","true","0.2","133","39.762758219268505"
"12","true","280","90","true","0.6","77","26.765026270946727"
"5","true","280","90","true","0.2","113","40.096638524837076"
"13","true","280","90","true","0.8","52","31.44775872551019"
"13","true","280","90","true","0.8","53","30.665496466715695"
"6","true","280","90","true","0.2","134","40.285395812620514"
"2","true","280","90","true","0","41","55.93752562485186"
"12","true","280","90","true","0.6","78","27.03399471213642"
"3","true","280","90","true","0","37","53.98524384176396"
"12","true","280","90","true","0.6","79","26.185948451712378"
"12","true","280","90","true","0.6","80","26.35361930690887"
"6","true","280","90","true","0.2","135","40.84217445847774"
"12","true","280","90","true","0.6","81","25.130800637462034"
"12","true","280","90","true","0.6","82","25.46836268951191"
"12","true","280","90","true","0.6","83","25.213992761056048"
"13","true","280","90","true","0.8","54","30.181028520750516"
"13","true","280","90","true","0.8","55","29.059307201855297"
"13","true","280","90","true","0.8","56","28.19221335547144"
"13","true","280","90","true","0.8","57","28.539737538956253"
"6","true","280","90","true","0.2","136","40.891469924499766"
"12","true","280","90","true","0.6","84","25.41779904066075"
"12","true","280","90","true","0.6","85","25.63164456533747"
"6","true","280","90","true","0.2","137","41.40983837452426"
"4","true","280","90","true","0.2","112","41.6804024352977"
"13","true","280","90","true","0.8","58","27.79246054877369"
"1","true","280","90","true","0","46","56.23053944745074"
"13","true","280","90","true","0.8","59","28.12365701394676"
"12","true","280","90","true","0.6","86","25.77680767124779"
"13","true","280","90","true","0.8","60","28.389111290756983"
"6","true","280","90","true","0.2","138","41.95112605163177"
"12","true","280","90","true","0.6","87","25.224504253337106"
"6","true","280","90","true","0.2","139","42.23406628281378"
"5","true","280","90","true","0.2","114","40.85518817820418"
"12","true","280","90","true","0.6","88","25.128706299095004"
"6","true","280","90","true","0.2","140","41.714242807855065"
"12","true","280","90","true","0.6","89","25.240755584009484"
"13","true","280","90","true","0.8","61","28.6104045664212"
"12","true","280","90","true","0.6","90","24.694121385604973"
"12","true","280","90","true","0.6","91","24.865232666816368"
"13","true","280","90","true","0.8","62","28.197507410587782"
"13","true","280","90","true","0.8","63","28.397208983715714"
"6","true","280","90","true","0.2","141","41.62568834139492"
"2","true","280","90","true","0","42","55.34969117986238"
"3","true","280","90","true","0","38","54.34301877741181"
"6","true","280","90","true","0.2","142","41.3636242154962"
"12","true","280","90","true","0.6","92","24.856823262478844"
"12","true","280","90","true","0.6","93","24.872519456664662"
"12","true","280","90","true","0.6","94","24.39576220104463"
"12","true","280","90","true","0.6","95","24.325236449518727"
"12","true","280","90","true","0.6","96","24.465412008646037"
"12","true","280","90","true","0.6","97","24.614048805863625"
"13","true","280","90","true","0.8","64","26.808685635900815"
"13","true","280","90","true","0.8","65","27.02131589478236"
"13","true","280","90","true","0.8","66","27.167158244776388"
"12","true","280","90","true","0.6","98","24.99184286113093"
"12","true","280","90","true","0.6","99","24.926238298534034"
"12","true","280","90","true","0.6","100","25.090398711627582"
"12","true","280","90","true","0.6","101","25.125745643881828"
"13","true","280","90","true","0.8","67","26.774083669145554"
"12","true","280","90","true","0.6","102","25.228229221818808"
"13","true","280","90","true","0.8","68","26.761389823108313"
"6","true","280","90","true","0.2","143","41.832028889944624"
"1","true","280","90","true","0","47","57.08563752465364"
"12","true","280","90","true","0.6","103","23.900339387191746"
"12","true","280","90","true","0.6","104","23.876023421853237"
"13","true","280","90","true","0.8","69","26.876342035508678"
"13","true","280","90","true","0.8","70","26.646904628392324"
"12","true","280","90","true","0.6","105","23.7412157842462"
"12","true","280","90","true","0.6","106","23.640565651278255"
"12","true","280","90","true","0.6","107","23.58477690197708"
"12","true","280","90","true","0.6","108","23.246955488607796"
"12","true","280","90","true","0.6","109","23.296854354245472"
"6","true","280","90","true","0.2","144","41.80015549836473"
"4","true","280","90","true","0.2","113","41.79189029933727"
"12","true","280","90","true","0.6","110","23.50524823523139"
"3","true","280","90","true","0","39","54.18695140061608"
"13","true","280","90","true","0.8","71","26.95957742741287"
"13","true","280","90","true","0.8","72","26.128868790137634"
"12","true","280","90","true","0.6","111","23.53723532029952"
"6","true","280","90","true","0.2","145","41.891707956695804"
"12","true","280","90","true","0.6","112","23.380721432172017"
"5","true","280","90","true","0.2","115","40.368600800800515"
"2","true","280","90","true","0","43","55.28456715840903"
"12","true","280","90","true","0.6","113","22.145036300110803"
"13","true","280","90","true","0.8","73","26.410255666495843"
"13","true","280","90","true","0.8","74","26.677726898346652"
"6","true","280","90","true","0.2","146","41.292604176935434"
"12","true","280","90","true","0.6","114","22.16138077683589"
"13","true","280","90","true","0.8","75","26.38733262286938"
"4","true","280","90","true","0.2","114","42.04741549035277"
"12","true","280","90","true","0.6","115","21.48483873543499"
"13","true","280","90","true","0.8","76","24.692762883938723"
"12","true","280","90","true","0.6","116","21.367949168623564"
"12","true","280","90","true","0.6","117","20.67891958180402"
"13","true","280","90","true","0.8","77","24.762299219246966"
"12","true","280","90","true","0.6","118","20.27226165870607"
"13","true","280","90","true","0.8","78","24.591651191419135"
"12","true","280","90","true","0.6","119","20.46153086618054"
"13","true","280","90","true","0.8","79","24.72462017340279"
"12","true","280","90","true","0.6","120","20.283466741218234"
"13","true","280","90","true","0.8","80","25.098600770921117"
"13","true","280","90","true","0.8","81","25.030381146910205"
"13","true","280","90","true","0.8","82","25.414337940071025"
"1","true","280","90","true","0","48","56.799811986643604"
"12","true","280","90","true","0.6","121","20.012839924209082"
"5","true","280","90","true","0.2","116","40.293029084562846"
"12","true","280","90","true","0.6","122","20.013448329028915"
"13","true","280","90","true","0.8","83","25.281162506038378"
"13","true","280","90","true","0.8","84","25.499639608590304"
"13","true","280","90","true","0.8","85","25.0588925385298"
"13","true","280","90","true","0.8","86","24.740175858989236"
"12","true","280","90","true","0.6","123","20.178078642621315"
"13","true","280","90","true","0.8","87","24.765174276428986"
"13","true","280","90","true","0.8","88","24.78139150644179"
"13","true","280","90","true","0.8","89","25.052227208640673"
"4","true","280","90","true","0.2","115","42.79310124491288"
"12","true","280","90","true","0.6","124","20.05280312840056"
"12","true","280","90","true","0.6","125","19.94856150298482"
"12","true","280","90","true","0.6","126","20.114757262013406"
"12","true","280","90","true","0.6","127","20.092289941924456"
"6","true","280","90","true","0.2","147","41.37808709519882"
"13","true","280","90","true","0.8","90","25.185915736854138"
"12","true","280","90","true","0.6","128","20.294551014509768"
"13","true","280","90","true","0.8","91","25.499679875117412"
"12","true","280","90","true","0.6","129","20.184763370822235"
"13","true","280","90","true","0.8","92","25.55720148009092"
"13","true","280","90","true","0.8","93","25.930690422302625"
"13","true","280","90","true","0.8","94","25.84269017019797"
"13","true","280","90","true","0.8","95","26.15585126863914"
"5","true","280","90","true","0.2","117","39.952390584629235"
"13","true","280","90","true","0.8","96","26.32403355121959"
"13","true","280","90","true","0.8","97","25.83461493695071"
"13","true","280","90","true","0.8","98","25.73175139959878"
"13","true","280","90","true","0.8","99","25.81135577482793"
"12","true","280","90","true","0.6","130","19.504778080359966"
"12","true","280","90","true","0.6","131","19.64989876103555"
"12","true","280","90","true","0.6","132","19.745254639394943"
"12","true","280","90","true","0.6","133","19.502845977590724"
"12","true","280","90","true","0.6","134","19.412907944306674"
"4","true","280","90","true","0.2","116","43.25128628975801"
"12","true","280","90","true","0.6","135","18.99162652367232"
"2","true","280","90","true","0","44","56.05193393920404"
"13","true","280","90","true","0.8","100","25.94780426161784"
"13","true","280","90","true","0.8","101","25.563321437490956"
"13","true","280","90","true","0.8","102","24.96287477895733"
"12","true","280","90","true","0.6","136","19.21775686315657"
"3","true","280","90","true","0","40","54.24704442278369"
"12","true","280","90","true","0.6","137","19.14478565047341"
"12","true","280","90","true","0.6","138","18.241104733658496"
"5","true","280","90","true","0.2","118","39.6970147857052"
"13","true","280","90","true","0.8","103","25.230046052417528"
"13","true","280","90","true","0.8","104","23.069002792278848"
"13","true","280","90","true","0.8","105","23.009001462677617"
"12","true","280","90","true","0.6","139","18.39943230604462"
"12","true","280","90","true","0.6","140","17.645040684101726"
"12","true","280","90","true","0.6","141","17.80543586483203"
"12","true","280","90","true","0.6","142","16.896419524000873"
"12","true","280","90","true","0.6","143","16.563174101154715"
"12","true","280","90","true","0.6","144","16.541593486669434"
"12","true","280","90","true","0.6","145","16.362036320299506"
"12","true","280","90","true","0.6","146","16.555859786034535"
"12","true","280","90","true","0.6","147","16.334934314244528"
"12","true","280","90","true","0.6","148","16.291725614353812"
"13","true","280","90","true","0.8","106","23.252792512526167"
"12","true","280","90","true","0.6","149","16.173972623151318"
"5","true","280","90","true","0.2","119","39.8302083428935"
"12","true","280","90","true","0.6","150","15.49542493648196"
"1","true","280","90","true","0","49","57.50106446274147"
"13","true","280","90","true","0.8","107","23.33921899125801"
"13","true","280","90","true","0.8","108","23.592590239486942"
"13","true","280","90","true","0.8","109","22.96151722986713"
"13","true","280","90","true","0.8","110","22.653799085061816"
"13","true","280","90","true","0.8","111","22.572814601903"
"13","true","280","90","true","0.8","112","22.76423362455849"
"13","true","280","90","true","0.8","113","21.84743058163673"
"13","true","280","90","true","0.8","114","21.016369732898816"
"13","true","280","90","true","0.8","115","20.911554267151622"
"14","true","280","90","true","0.8","0","42.778902637129214"
"5","true","280","90","true","0.2","120","40.042557614573035"
"13","true","280","90","true","0.8","116","20.78137712202042"
"13","true","280","90","true","0.8","117","20.400062995988332"
"13","true","280","90","true","0.8","118","20.386382091706682"
"13","true","280","90","true","0.8","119","20.36763520873889"
"13","true","280","90","true","0.8","120","20.244750634074443"
"13","true","280","90","true","0.8","121","20.256476596692828"
"13","true","280","90","true","0.8","122","20.44529658999116"
"5","true","280","90","true","0.2","121","40.48431678059029"
"13","true","280","90","true","0.8","123","20.597242751551224"
"6","true","280","90","true","0.2","148","41.504414585220346"
"13","true","280","90","true","0.8","124","20.74664985914454"
"13","true","280","90","true","0.8","125","20.398925196062354"
"13","true","280","90","true","0.8","126","19.733303367367526"
"13","true","280","90","true","0.8","127","19.942194499900083"
"13","true","280","90","true","0.8","128","20.133705016842924"
"5","true","280","90","true","0.2","122","40.627895596579485"
"13","true","280","90","true","0.8","129","19.993483574772533"
"13","true","280","90","true","0.8","130","20.183706524283583"
"13","true","280","90","true","0.8","131","20.180933129122582"
"14","true","280","90","true","0.8","1","42.690076737789404"
"13","true","280","90","true","0.8","132","20.409556469323768"
"5","true","280","90","true","0.2","123","40.861025906056454"
"13","true","280","90","true","0.8","133","20.62110830308917"
"14","true","280","90","true","0.8","2","41.31723066335688"
"13","true","280","90","true","0.8","134","20.816443650279478"
"13","true","280","90","true","0.8","135","20.991004897853642"
"2","true","280","90","true","0","45","56.56239892435985"
"4","true","280","90","true","0.2","117","43.46171354164731"
"5","true","280","90","true","0.2","124","41.514819989982804"
"13","true","280","90","true","0.8","136","21.13512481397331"
"13","true","280","90","true","0.8","137","21.152009884783542"
"13","true","280","90","true","0.8","138","21.297906181590612"
"3","true","280","90","true","0","41","53.09982463446857"
"5","true","280","90","true","0.2","125","41.25223291283184"
"13","true","280","90","true","0.8","139","20.60799142065749"
"13","true","280","90","true","0.8","140","19.776235086581597"
"13","true","280","90","true","0.8","141","19.50844029477945"
"5","true","280","90","true","0.2","126","41.988293796845376"
"13","true","280","90","true","0.8","142","19.403130247947804"
"13","true","280","90","true","0.8","143","19.539822253127465"
"13","true","280","90","true","0.8","144","19.6621653674933"
"6","true","280","90","true","0.2","149","41.42391352692295"
"14","true","280","90","true","0.8","3","40.64172673628267"
"14","true","280","90","true","0.8","4","38.89191031020996"
"5","true","280","90","true","0.2","127","42.48501052668523"
"13","true","280","90","true","0.8","145","19.62747873153041"
"14","true","280","90","true","0.8","5","38.92782393219353"
"13","true","280","90","true","0.8","146","19.52263764942494"
"13","true","280","90","true","0.8","147","18.944017590653694"
"13","true","280","90","true","0.8","148","18.33420291145499"
"13","true","280","90","true","0.8","149","17.257300326990162"
"1","true","280","90","true","0","50","57.98920115649197"
"13","true","280","90","true","0.8","150","15.459764709226388"
"14","true","280","90","true","0.8","6","38.9046576406665"
"4","true","280","90","true","0.2","118","43.185379733841415"
"15","true","280","90","true","0.8","0","41.33987535950185"
"14","true","280","90","true","0.8","7","38.36754261541768"
"6","true","280","90","true","0.2","150","41.917917230779864"
"14","true","280","90","true","0.8","8","37.44058173472381"
"14","true","280","90","true","0.8","9","36.45984058667469"
"15","true","280","90","true","0.8","1","41.65384056502982"
