run_no,spat_feed,diff_mort,juv-mort,time,BA,,,,,,,,BA
18,TRUE,TRUE,1,3,41.81692702,,,,,,,,
17,TRUE,TRUE,1,146,6.20514734,,,,,,,,
17,TRUE,TRUE,1,147,6.227368988,,,,,,,,
17,TRUE,TRUE,1,148,6.283429227,,,,,,,,
17,TRUE,TRUE,1,149,6.29942857,,,,,,,,
17,TRUE,TRUE,1,150,5.547299779,,,,,,,,
18,TRUE,TRUE,1,4,41.72938765,,,,,,,,
18,TRUE,TRUE,1,5,38.34676543,,,,,,,,
18,TRUE,TRUE,1,6,38.40841634,,,,,,,,
15,TRUE,TRUE,0.8,149,18.36986825,,,,,,,,
15,TRUE,TRUE,0.8,150,18.17816162,,,,,,,,
19,TRUE,FALSE,0,0,40.95475153,,,,,,,,
18,TRUE,TRUE,1,7,38.46793893,,,,,,,,
18,TRUE,TRUE,1,8,37.47874283,,,,,,,,
18,TRUE,TRUE,1,9,36.74910034,,,,,,,,
18,TRUE,TRUE,1,10,34.70581078,,,,,,,,
18,TRUE,TRUE,1,11,33.93352889,,,,,,,,
18,TRUE,TRUE,1,12,33.59805047,,,,,,,,
18,TRUE,TRUE,1,13,33.78487221,,,,,,,,
18,TRUE,TRUE,1,14,32.75421186,,,,,,,,
19,TRUE,FALSE,0,1,41.39970734,,,,,,,,
5,TRUE,TRUE,0.2,147,42.59636671,,,,,,,,
20,TRUE,FALSE,0,0,46.57781031,,,,,,,,
20,TRUE,FALSE,0,1,46.71440898,,,,,,,,
18,TRUE,TRUE,1,15,32.62796091,,,,,,,,
18,TRUE,TRUE,1,16,32.86675917,,,,,,,,
20,TRUE,FALSE,0,2,45.35905539,,,,,,,,
18,TRUE,TRUE,1,17,32.38738967,,,,,,,,
18,TRUE,TRUE,1,18,31.77085555,,,,,,,,
18,TRUE,TRUE,1,19,31.81610192,,,,,,,,
18,TRUE,TRUE,1,20,31.72104377,,,,,,,,
18,TRUE,TRUE,1,21,31.34331559,,,,,,,,
18,TRUE,TRUE,1,22,30.69937877,,,,,,,,
18,TRUE,TRUE,1,23,30.54389947,,,,,,,,
5,TRUE,TRUE,0.2,148,41.20812663,,,,,,,,
19,TRUE,FALSE,0,2,40.3549376,,,,,,,,
18,TRUE,TRUE,1,24,30.53440779,,,,,,,,
18,TRUE,TRUE,1,25,30.18953853,,,,,,,,
18,TRUE,TRUE,1,26,29.793026,,,,,,,,
18,TRUE,TRUE,1,27,30.05120298,,,,,,,,
4,TRUE,TRUE,0.2,140,47.82395876,,,,,,,,
3,TRUE,TRUE,0,52,57.19329253,,,,,,,,
18,TRUE,TRUE,1,28,29.6915496,,,,,,,,
20,TRUE,FALSE,0,3,43.7374707,,,,,,,,
5,TRUE,TRUE,0.2,149,41.40357506,,,,,,,,
18,TRUE,TRUE,1,29,29.52655038,,,,,,,,
18,TRUE,TRUE,1,30,29.57007784,,,,,,,,
18,TRUE,TRUE,1,31,28.39147853,,,,,,,,
18,TRUE,TRUE,1,32,28.34574338,,,,,,,,
18,TRUE,TRUE,1,33,28.3640606,,,,,,,,
18,TRUE,TRUE,1,34,28.18782228,,,,,,,,
19,TRUE,FALSE,0,3,39.75262628,,,,,,,,
18,TRUE,TRUE,1,35,28.28654927,,,,,,,,
18,TRUE,TRUE,1,36,28.48531726,,,,,,,,
18,TRUE,TRUE,1,37,28.17723373,,,,,,,,
18,TRUE,TRUE,1,38,28.03491584,,,,,,,,
18,TRUE,TRUE,1,39,27.85658261,,,,,,,,
18,TRUE,TRUE,1,40,28.01650999,,,,,,,,
18,TRUE,TRUE,1,41,27.69106275,,,,,,,,
18,TRUE,TRUE,1,42,27.98813546,,,,,,,,
18,TRUE,TRUE,1,43,26.94744589,,,,,,,,
18,TRUE,TRUE,1,44,26.32362421,,,,,,,,
18,TRUE,TRUE,1,45,25.91869026,,,,,,,,
20,TRUE,FALSE,0,4,43.05837245,,,,,,,,
18,TRUE,TRUE,1,46,25.69446689,,,,,,,,
18,TRUE,TRUE,1,47,25.13942362,,,,,,,,
18,TRUE,TRUE,1,48,25.0842774,,,,,,,,
18,TRUE,TRUE,1,49,23.7122996,,,,,,,,
18,TRUE,TRUE,1,50,20.96684812,,,,,,,,
18,TRUE,TRUE,1,51,19.26915401,,,,,,,,
18,TRUE,TRUE,1,52,19.37030387,,,,,,,,
18,TRUE,TRUE,1,53,19.50316316,,,,,,,,
19,TRUE,FALSE,0,4,39.73303321,,,,,,,,
18,TRUE,TRUE,1,54,19.41800026,,,,,,,,
18,TRUE,TRUE,1,55,19.42041741,,,,,,,,
18,TRUE,TRUE,1,56,17.92340797,,,,,,,,
18,TRUE,TRUE,1,57,18.14388418,,,,,,,,
18,TRUE,TRUE,1,58,18.29832639,,,,,,,,
18,TRUE,TRUE,1,59,18.07347093,,,,,,,,
18,TRUE,TRUE,1,60,17.25690101,,,,,,,,
18,TRUE,TRUE,1,61,16.58487344,,,,,,,,
18,TRUE,TRUE,1,62,16.74385846,,,,,,,,
18,TRUE,TRUE,1,63,16.85344742,,,,,,,,
18,TRUE,TRUE,1,64,17.0668769,,,,,,,,
18,TRUE,TRUE,1,65,16.90202653,,,,,,,,
18,TRUE,TRUE,1,66,17.04622342,,,,,,,,
18,TRUE,TRUE,1,67,16.59663375,,,,,,,,
18,TRUE,TRUE,1,68,16.27432498,,,,,,,,
18,TRUE,TRUE,1,69,16.09516224,,,,,,,,
1,TRUE,TRUE,0,60,57.50921917,,,,,,,,
18,TRUE,TRUE,1,70,15.69125466,,,,,,,,
18,TRUE,TRUE,1,71,15.23717371,,,,,,,,
18,TRUE,TRUE,1,72,12.50352025,,,,,,,,
18,TRUE,TRUE,1,73,12.5809527,,,,,,,,
18,TRUE,TRUE,1,74,12.70295963,,,,,,,,
18,TRUE,TRUE,1,75,12.76869354,,,,,,,,
18,TRUE,TRUE,1,76,12.06089598,,,,,,,,
18,TRUE,TRUE,1,77,11.56259458,,,,,,,,
18,TRUE,TRUE,1,78,11.69738413,,,,,,,,
18,TRUE,TRUE,1,79,11.78702589,,,,,,,,
18,TRUE,TRUE,1,80,11.68842095,,,,,,,,
18,TRUE,TRUE,1,81,11.78927724,,,,,,,,
18,TRUE,TRUE,1,82,11.91090582,,,,,,,,
20,TRUE,FALSE,0,5,40.83685985,,,,,,,,
18,TRUE,TRUE,1,83,10.66461717,,,,,,,,
18,TRUE,TRUE,1,84,10.72898537,,,,,,,,
18,TRUE,TRUE,1,85,10.80375798,,,,,,,,
18,TRUE,TRUE,1,86,10.87329107,,,,,,,,
18,TRUE,TRUE,1,87,10.9724088,,,,,,,,
18,TRUE,TRUE,1,88,11.01774245,,,,,,,,
18,TRUE,TRUE,1,89,11.10373395,,,,,,,,
19,TRUE,FALSE,0,5,39.09659246,,,,,,,,
18,TRUE,TRUE,1,90,11.19379724,,,,,,,,
18,TRUE,TRUE,1,91,11.25880812,,,,,,,,
18,TRUE,TRUE,1,92,11.34888054,,,,,,,,
3,TRUE,TRUE,0,53,57.28036351,,,,,,,,
18,TRUE,TRUE,1,93,11.41485548,,,,,,,,
18,TRUE,TRUE,1,94,11.49398764,,,,,,,,
5,TRUE,TRUE,0.2,150,40.73388567,,,,,,,,
18,TRUE,TRUE,1,95,11.23810257,,,,,,,,
18,TRUE,TRUE,1,96,10.7763363,,,,,,,,
18,TRUE,TRUE,1,97,10.85296363,,,,,,,,
18,TRUE,TRUE,1,98,10.83790726,,,,,,,,
18,TRUE,TRUE,1,99,10.94885082,,,,,,,,
18,TRUE,TRUE,1,100,10.6172875,,,,,,,,
18,TRUE,TRUE,1,101,10.6891028,,,,,,,,
18,TRUE,TRUE,1,102,10.74209556,,,,,,,,
18,TRUE,TRUE,1,103,10.29785827,,,,,,,,
2,TRUE,TRUE,0,57,61.82662575,,,,,,,,
18,TRUE,TRUE,1,104,10.29631896,,,,,,,,
18,TRUE,TRUE,1,105,9.279374456,,,,,,,,
18,TRUE,TRUE,1,106,9.094371071,,,,,,,,
18,TRUE,TRUE,1,107,9.204829331,,,,,,,,
18,TRUE,TRUE,1,108,8.712069221,,,,,,,,
18,TRUE,TRUE,1,109,8.730368015,,,,,,,,
21,TRUE,FALSE,0,0,40.26217951,,,,,,,,
18,TRUE,TRUE,1,110,8.549233634,,,,,,,,
18,TRUE,TRUE,1,111,8.589300441,,,,,,,,
18,TRUE,TRUE,1,112,8.647216098,,,,,,,,
18,TRUE,TRUE,1,113,7.790566073,,,,,,,,
18,TRUE,TRUE,1,114,7.838385873,,,,,,,,
18,TRUE,TRUE,1,115,7.931868851,,,,,,,,
18,TRUE,TRUE,1,116,8.001489566,,,,,,,,
18,TRUE,TRUE,1,117,8.021962118,,,,,,,,
18,TRUE,TRUE,1,118,8.101162772,,,,,,,,
18,TRUE,TRUE,1,119,8.129457453,,,,,,,,
21,TRUE,FALSE,0,1,40.60939223,,,,,,,,
18,TRUE,TRUE,1,120,8.144706286,,,,,,,,
18,TRUE,TRUE,1,121,8.183239101,,,,,,,,
18,TRUE,TRUE,1,122,8.200092432,,,,,,,,
18,TRUE,TRUE,1,123,8.22130189,,,,,,,,
18,TRUE,TRUE,1,124,8.249397544,,,,,,,,
18,TRUE,TRUE,1,125,8.086310944,,,,,,,,
18,TRUE,TRUE,1,126,8.175326598,,,,,,,,
18,TRUE,TRUE,1,127,8.194838452,,,,,,,,
18,TRUE,TRUE,1,128,7.638287027,,,,,,,,
18,TRUE,TRUE,1,129,7.672034208,,,,,,,,
18,TRUE,TRUE,1,130,7.693311874,,,,,,,,
18,TRUE,TRUE,1,131,7.760444016,,,,,,,,
18,TRUE,TRUE,1,132,7.81259197,,,,,,,,
18,TRUE,TRUE,1,133,7.865547544,,,,,,,,
18,TRUE,TRUE,1,134,7.891654144,,,,,,,,
18,TRUE,TRUE,1,135,7.922954421,,,,,,,,
18,TRUE,TRUE,1,136,7.972542064,,,,,,,,
18,TRUE,TRUE,1,137,8.059666581,,,,,,,,
18,TRUE,TRUE,1,138,7.622299814,,,,,,,,
18,TRUE,TRUE,1,139,7.304274293,,,,,,,,
18,TRUE,TRUE,1,140,7.33388795,,,,,,,,
18,TRUE,TRUE,1,141,7.366432683,,,,,,,,
18,TRUE,TRUE,1,142,7.440120928,,,,,,,,
18,TRUE,TRUE,1,143,7.439916706,,,,,,,,
18,TRUE,TRUE,1,144,7.154522689,,,,,,,,
21,TRUE,FALSE,0,2,40.85211938,,,,,,,,
18,TRUE,TRUE,1,145,6.576798166,,,,,,,,
18,TRUE,TRUE,1,146,6.636529484,,,,,,,,
18,TRUE,TRUE,1,147,6.667963874,,,,,,,,
18,TRUE,TRUE,1,148,6.683281326,,,,,,,,
19,TRUE,FALSE,0,6,39.31091837,,,,,,,,
18,TRUE,TRUE,1,149,6.677888752,,,,,,,,
18,TRUE,TRUE,1,150,6.727259014,,,,,,,,
22,TRUE,FALSE,0.2,0,48.2857946,,,,,,,,
22,TRUE,FALSE,0.2,1,44.33059433,,,,,,,,
22,TRUE,FALSE,0.2,2,37.55642171,,,,,,,,
22,TRUE,FALSE,0.2,3,34.35633023,,,,,,,,
20,TRUE,FALSE,0,6,40.64087966,,,,,,,,
22,TRUE,FALSE,0.2,4,33.2734734,,,,,,,,
4,TRUE,TRUE,0.2,141,48.17923777,,,,,,,,
19,TRUE,FALSE,0,7,36.84179912,,,,,,,,
22,TRUE,FALSE,0.2,5,33.38284751,,,,,,,,
22,TRUE,FALSE,0.2,6,32.57127493,,,,,,,,
21,TRUE,FALSE,0,3,40.5019471,,,,,,,,
22,TRUE,FALSE,0.2,7,31.81391239,,,,,,,,
22,TRUE,FALSE,0.2,8,32.08527868,,,,,,,,
3,TRUE,TRUE,0,54,56.90110782,,,,,,,,
22,TRUE,FALSE,0.2,9,32.06684953,,,,,,,,
22,TRUE,FALSE,0.2,10,31.51701701,,,,,,,,
19,TRUE,FALSE,0,8,36.99889841,,,,,,,,
21,TRUE,FALSE,0,4,41.0074242,,,,,,,,
22,TRUE,FALSE,0.2,11,31.32542765,,,,,,,,
4,TRUE,TRUE,0.2,142,48.20231283,,,,,,,,
20,TRUE,FALSE,0,7,41.16213441,,,,,,,,
22,TRUE,FALSE,0.2,12,30.57239675,,,,,,,,
22,TRUE,FALSE,0.2,13,29.69447883,,,,,,,,
4,TRUE,TRUE,0.2,143,48.4148008,,,,,,,,
22,TRUE,FALSE,0.2,14,29.46868796,,,,,,,,
22,TRUE,FALSE,0.2,15,28.98908011,,,,,,,,
22,TRUE,FALSE,0.2,16,28.33500929,,,,,,,,
3,TRUE,TRUE,0,55,57.51862497,,,,,,,,
4,TRUE,TRUE,0.2,144,48.64263957,,,,,,,,
19,TRUE,FALSE,0,9,36.08387557,,,,,,,,
22,TRUE,FALSE,0.2,17,28.10356522,,,,,,,,
21,TRUE,FALSE,0,5,41.58925962,,,,,,,,
2,TRUE,TRUE,0,58,62.38676359,,,,,,,,
22,TRUE,FALSE,0.2,18,28.42809008,,,,,,,,
22,TRUE,FALSE,0.2,19,26.8929091,,,,,,,,
22,TRUE,FALSE,0.2,20,26.97171394,,,,,,,,
20,TRUE,FALSE,0,8,40.17545933,,,,,,,,
1,TRUE,TRUE,0,61,55.95610692,,,,,,,,
22,TRUE,FALSE,0.2,21,27.09113664,,,,,,,,
19,TRUE,FALSE,0,10,36.21681567,,,,,,,,
21,TRUE,FALSE,0,6,40.79982704,,,,,,,,
22,TRUE,FALSE,0.2,22,27.26750894,,,,,,,,
3,TRUE,TRUE,0,56,57.38769266,,,,,,,,
22,TRUE,FALSE,0.2,23,27.17423551,,,,,,,,
22,TRUE,FALSE,0.2,24,23.34684489,,,,,,,,
20,TRUE,FALSE,0,9,40.73477088,,,,,,,,
2,TRUE,TRUE,0,59,62.74295966,,,,,,,,
4,TRUE,TRUE,0.2,145,47.80004709,,,,,,,,
22,TRUE,FALSE,0.2,25,22.88777955,,,,,,,,
1,TRUE,TRUE,0,62,55.70192273,,,,,,,,
21,TRUE,FALSE,0,7,40.30239429,,,,,,,,
22,TRUE,FALSE,0.2,26,21.73665006,,,,,,,,
19,TRUE,FALSE,0,11,36.87466331,,,,,,,,
4,TRUE,TRUE,0.2,146,48.05798793,,,,,,,,
22,TRUE,FALSE,0.2,27,20.45097036,,,,,,,,
3,TRUE,TRUE,0,57,58.11080583,,,,,,,,
22,TRUE,FALSE,0.2,28,19.4178507,,,,,,,,
21,TRUE,FALSE,0,8,40.54653299,,,,,,,,
22,TRUE,FALSE,0.2,29,19.47412353,,,,,,,,
22,TRUE,FALSE,0.2,30,19.81021603,,,,,,,,
22,TRUE,FALSE,0.2,31,19.0342992,,,,,,,,
22,TRUE,FALSE,0.2,32,19.39675933,,,,,,,,
22,TRUE,FALSE,0.2,33,19.13810863,,,,,,,,
20,TRUE,FALSE,0,10,41.43442969,,,,,,,,
22,TRUE,FALSE,0.2,34,18.38750171,,,,,,,,
22,TRUE,FALSE,0.2,35,18.69756668,,,,,,,,
22,TRUE,FALSE,0.2,36,18.39793728,,,,,,,,
22,TRUE,FALSE,0.2,37,18.38398083,,,,,,,,
3,TRUE,TRUE,0,58,57.91335424,,,,,,,,
22,TRUE,FALSE,0.2,38,18.72317572,,,,,,,,
22,TRUE,FALSE,0.2,39,18.79385152,,,,,,,,
22,TRUE,FALSE,0.2,40,18.96748046,,,,,,,,
22,TRUE,FALSE,0.2,41,19.63860344,,,,,,,,
19,TRUE,FALSE,0,12,37.30119528,,,,,,,,
22,TRUE,FALSE,0.2,42,20.08169985,,,,,,,,
22,TRUE,FALSE,0.2,43,20.69321893,,,,,,,,
4,TRUE,TRUE,0.2,147,48.04327373,,,,,,,,
21,TRUE,FALSE,0,9,39.74996303,,,,,,,,
2,TRUE,TRUE,0,60,62.73672367,,,,,,,,
22,TRUE,FALSE,0.2,44,21.13663076,,,,,,,,
22,TRUE,FALSE,0.2,45,21.70673825,,,,,,,,
3,TRUE,TRUE,0,59,57.23510142,,,,,,,,
22,TRUE,FALSE,0.2,46,21.85123962,,,,,,,,
20,TRUE,FALSE,0,11,42.09480363,,,,,,,,
22,TRUE,FALSE,0.2,47,22.43801793,,,,,,,,
19,TRUE,FALSE,0,13,38.19556907,,,,,,,,
22,TRUE,FALSE,0.2,48,23.00663557,,,,,,,,
22,TRUE,FALSE,0.2,49,23.66421047,,,,,,,,
22,TRUE,FALSE,0.2,50,24.22636478,,,,,,,,
21,TRUE,FALSE,0,10,37.9668038,,,,,,,,
22,TRUE,FALSE,0.2,51,24.96831381,,,,,,,,
1,TRUE,TRUE,0,63,55.29375661,,,,,,,,
2,TRUE,TRUE,0,61,62.02006351,,,,,,,,
22,TRUE,FALSE,0.2,52,25.65124968,,,,,,,,
3,TRUE,TRUE,0,60,56.98208674,,,,,,,,
22,TRUE,FALSE,0.2,53,25.70415828,,,,,,,,
20,TRUE,FALSE,0,12,41.85741624,,,,,,,,
19,TRUE,FALSE,0,14,39.04407925,,,,,,,,
22,TRUE,FALSE,0.2,54,25.66889712,,,,,,,,
21,TRUE,FALSE,0,11,37.45667169,,,,,,,,
22,TRUE,FALSE,0.2,55,26.41847531,,,,,,,,
22,TRUE,FALSE,0.2,56,27.22936135,,,,,,,,
4,TRUE,TRUE,0.2,148,48.01496909,,,,,,,,
1,TRUE,TRUE,0,64,54.46651841,,,,,,,,
22,TRUE,FALSE,0.2,57,28.0081727,,,,,,,,
22,TRUE,FALSE,0.2,58,28.20719819,,,,,,,,
2,TRUE,TRUE,0,62,61.89624192,,,,,,,,
3,TRUE,TRUE,0,61,57.67788722,,,,,,,,
22,TRUE,FALSE,0.2,59,28.8096105,,,,,,,,
20,TRUE,FALSE,0,13,41.78475893,,,,,,,,
22,TRUE,FALSE,0.2,60,29.43384418,,,,,,,,
19,TRUE,FALSE,0,15,39.27241102,,,,,,,,
4,TRUE,TRUE,0.2,149,47.94717729,,,,,,,,
21,TRUE,FALSE,0,12,37.64259135,,,,,,,,
22,TRUE,FALSE,0.2,61,28.16627158,,,,,,,,
22,TRUE,FALSE,0.2,62,28.96709319,,,,,,,,
22,TRUE,FALSE,0.2,63,29.37865817,,,,,,,,
1,TRUE,TRUE,0,65,53.64375766,,,,,,,,
2,TRUE,TRUE,0,63,61.71710679,,,,,,,,
20,TRUE,FALSE,0,14,42.53874991,,,,,,,,
22,TRUE,FALSE,0.2,64,30.09225871,,,,,,,,
22,TRUE,FALSE,0.2,65,30.9739165,,,,,,,,
22,TRUE,FALSE,0.2,66,31.67427496,,,,,,,,
19,TRUE,FALSE,0,16,39.38237346,,,,,,,,
22,TRUE,FALSE,0.2,67,32.54602317,,,,,,,,
1,TRUE,TRUE,0,66,54.58860942,,,,,,,,
22,TRUE,FALSE,0.2,68,33.3703912,,,,,,,,
21,TRUE,FALSE,0,13,37.86133676,,,,,,,,
4,TRUE,TRUE,0.2,150,47.92384623,,,,,,,,
23,TRUE,FALSE,0.2,0,48.86598431,,,,,,,,
2,TRUE,TRUE,0,64,62.25354418,,,,,,,,
23,TRUE,FALSE,0.2,1,48.99879673,,,,,,,,
23,TRUE,FALSE,0.2,2,48.28365398,,,,,,,,
22,TRUE,FALSE,0.2,69,34.13683665,,,,,,,,
20,TRUE,FALSE,0,15,42.77406422,,,,,,,,
23,TRUE,FALSE,0.2,3,46.81809101,,,,,,,,
19,TRUE,FALSE,0,17,39.76878642,,,,,,,,
21,TRUE,FALSE,0,14,38.301634,,,,,,,,
3,TRUE,TRUE,0,62,57.85043619,,,,,,,,
22,TRUE,FALSE,0.2,70,34.65294399,,,,,,,,
23,TRUE,FALSE,0.2,4,44.85415807,,,,,,,,
20,TRUE,FALSE,0,16,42.81068255,,,,,,,,
23,TRUE,FALSE,0.2,5,43.94388554,,,,,,,,
19,TRUE,FALSE,0,18,41.24777772,,,,,,,,
3,TRUE,TRUE,0,63,56.90214358,,,,,,,,
22,TRUE,FALSE,0.2,71,35.36722731,,,,,,,,
23,TRUE,FALSE,0.2,6,44.32755873,,,,,,,,
21,TRUE,FALSE,0,15,38.35515039,,,,,,,,
23,TRUE,FALSE,0.2,7,44.21037287,,,,,,,,
22,TRUE,FALSE,0.2,72,35.79934784,,,,,,,,
2,TRUE,TRUE,0,65,62.18584338,,,,,,,,
20,TRUE,FALSE,0,17,43.58261035,,,,,,,,
1,TRUE,TRUE,0,67,54.45989732,,,,,,,,
23,TRUE,FALSE,0.2,8,42.25186427,,,,,,,,
22,TRUE,FALSE,0.2,73,36.19694705,,,,,,,,
19,TRUE,FALSE,0,19,42.00637075,,,,,,,,
23,TRUE,FALSE,0.2,9,42.57753598,,,,,,,,
22,TRUE,FALSE,0.2,74,36.1721649,,,,,,,,
2,TRUE,TRUE,0,66,62.56353561,,,,,,,,
22,TRUE,FALSE,0.2,75,36.84002712,,,,,,,,
20,TRUE,FALSE,0,18,44.345405,,,,,,,,
21,TRUE,FALSE,0,16,38.10505375,,,,,,,,
22,TRUE,FALSE,0.2,76,37.57366239,,,,,,,,
1,TRUE,TRUE,0,68,54.71720315,,,,,,,,
23,TRUE,FALSE,0.2,10,41.47164449,,,,,,,,
19,TRUE,FALSE,0,20,42.53520271,,,,,,,,
23,TRUE,FALSE,0.2,11,41.92388122,,,,,,,,
2,TRUE,TRUE,0,67,62.14902213,,,,,,,,
23,TRUE,FALSE,0.2,12,42.3758199,,,,,,,,
22,TRUE,FALSE,0.2,77,38.56901389,,,,,,,,
20,TRUE,FALSE,0,19,44.48358134,,,,,,,,
3,TRUE,TRUE,0,64,56.44283206,,,,,,,,
21,TRUE,FALSE,0,17,37.36086248,,,,,,,,
23,TRUE,FALSE,0.2,13,41.62727533,,,,,,,,
22,TRUE,FALSE,0.2,78,38.97666637,,,,,,,,
23,TRUE,FALSE,0.2,14,40.25219934,,,,,,,,
23,TRUE,FALSE,0.2,15,39.51656565,,,,,,,,
2,TRUE,TRUE,0,68,61.87385941,,,,,,,,
3,TRUE,TRUE,0,65,56.78834572,,,,,,,,
21,TRUE,FALSE,0,18,37.56434322,,,,,,,,
19,TRUE,FALSE,0,21,43.4624658,,,,,,,,
23,TRUE,FALSE,0.2,16,39.44235503,,,,,,,,
22,TRUE,FALSE,0.2,79,39.56651203,,,,,,,,
23,TRUE,FALSE,0.2,17,39.77451916,,,,,,,,
20,TRUE,FALSE,0,20,45.16356909,,,,,,,,
23,TRUE,FALSE,0.2,18,38.29427926,,,,,,,,
22,TRUE,FALSE,0.2,80,40.47115748,,,,,,,,
2,TRUE,TRUE,0,69,61.58434289,,,,,,,,
23,TRUE,FALSE,0.2,19,38.120264,,,,,,,,
21,TRUE,FALSE,0,19,38.43408736,,,,,,,,
3,TRUE,TRUE,0,66,56.39696919,,,,,,,,
19,TRUE,FALSE,0,22,44.4287882,,,,,,,,
22,TRUE,FALSE,0.2,81,40.83976754,,,,,,,,
23,TRUE,FALSE,0.2,20,38.06001505,,,,,,,,
22,TRUE,FALSE,0.2,82,41.18533124,,,,,,,,
23,TRUE,FALSE,0.2,21,38.39768514,,,,,,,,
1,TRUE,TRUE,0,69,54.93444812,,,,,,,,
22,TRUE,FALSE,0.2,83,40.66586608,,,,,,,,
23,TRUE,FALSE,0.2,22,37.95233861,,,,,,,,
2,TRUE,TRUE,0,70,60.6129899,,,,,,,,
22,TRUE,FALSE,0.2,84,41.31584223,,,,,,,,
23,TRUE,FALSE,0.2,23,37.35827679,,,,,,,,
3,TRUE,TRUE,0,67,56.50897391,,,,,,,,
22,TRUE,FALSE,0.2,85,41.70108989,,,,,,,,
20,TRUE,FALSE,0,21,45.43216425,,,,,,,,
23,TRUE,FALSE,0.2,24,37.44948209,,,,,,,,
19,TRUE,FALSE,0,23,45.68148425,,,,,,,,
22,TRUE,FALSE,0.2,86,42.35816982,,,,,,,,
23,TRUE,FALSE,0.2,25,36.09148284,,,,,,,,
23,TRUE,FALSE,0.2,26,35.07199981,,,,,,,,
22,TRUE,FALSE,0.2,87,42.981069,,,,,,,,
23,TRUE,FALSE,0.2,27,33.86252341,,,,,,,,
1,TRUE,TRUE,0,70,54.97564653,,,,,,,,
23,TRUE,FALSE,0.2,28,34.12346905,,,,,,,,
21,TRUE,FALSE,0,20,38.81469535,,,,,,,,
23,TRUE,FALSE,0.2,29,34.50247386,,,,,,,,
3,TRUE,TRUE,0,68,55.75876375,,,,,,,,
20,TRUE,FALSE,0,22,45.48446396,,,,,,,,
23,TRUE,FALSE,0.2,30,35.12920019,,,,,,,,
22,TRUE,FALSE,0.2,88,43.71556186,,,,,,,,
23,TRUE,FALSE,0.2,31,35.65085132,,,,,,,,
21,TRUE,FALSE,0,21,39.91526654,,,,,,,,
19,TRUE,FALSE,0,24,46.85209228,,,,,,,,
3,TRUE,TRUE,0,69,56.19889981,,,,,,,,
20,TRUE,FALSE,0,23,45.56406224,,,,,,,,
23,TRUE,FALSE,0.2,32,35.849627,,,,,,,,
23,TRUE,FALSE,0.2,33,35.6752079,,,,,,,,
19,TRUE,FALSE,0,25,47.09065598,,,,,,,,
23,TRUE,FALSE,0.2,34,35.11682037,,,,,,,,
3,TRUE,TRUE,0,70,56.97435647,,,,,,,,
23,TRUE,FALSE,0.2,35,35.06184385,,,,,,,,
20,TRUE,FALSE,0,24,45.71786405,,,,,,,,
22,TRUE,FALSE,0.2,89,44.06179953,,,,,,,,
23,TRUE,FALSE,0.2,36,35.46098257,,,,,,,,
21,TRUE,FALSE,0,22,40.2070713,,,,,,,,
23,TRUE,FALSE,0.2,37,34.84922817,,,,,,,,
2,TRUE,TRUE,0,71,60.81800315,,,,,,,,
23,TRUE,FALSE,0.2,38,35.31460422,,,,,,,,
22,TRUE,FALSE,0.2,90,44.83789781,,,,,,,,
19,TRUE,FALSE,0,26,48.37195841,,,,,,,,
3,TRUE,TRUE,0,71,57.33384931,,,,,,,,
1,TRUE,TRUE,0,71,54.80064154,,,,,,,,
23,TRUE,FALSE,0.2,39,35.72272257,,,,,,,,
20,TRUE,FALSE,0,25,44.50324724,,,,,,,,
22,TRUE,FALSE,0.2,91,45.65230988,,,,,,,,
23,TRUE,FALSE,0.2,40,35.92132954,,,,,,,,
21,TRUE,FALSE,0,23,41.0226115,,,,,,,,
2,TRUE,TRUE,0,72,60.58327969,,,,,,,,
22,TRUE,FALSE,0.2,92,45.90432508,,,,,,,,
23,TRUE,FALSE,0.2,41,36.21222284,,,,,,,,
23,TRUE,FALSE,0.2,42,36.2495364,,,,,,,,
23,TRUE,FALSE,0.2,43,36.8457565,,,,,,,,
22,TRUE,FALSE,0.2,93,46.36679153,,,,,,,,
23,TRUE,FALSE,0.2,44,36.9208511,,,,,,,,
1,TRUE,TRUE,0,72,55.23832433,,,,,,,,
23,TRUE,FALSE,0.2,45,36.68211447,,,,,,,,
22,TRUE,FALSE,0.2,94,46.74143768,,,,,,,,
23,TRUE,FALSE,0.2,46,36.76648341,,,,,,,,
20,TRUE,FALSE,0,26,44.15137309,,,,,,,,
23,TRUE,FALSE,0.2,47,35.31486091,,,,,,,,
23,TRUE,FALSE,0.2,48,34.8488217,,,,,,,,
22,TRUE,FALSE,0.2,95,46.50099127,,,,,,,,
19,TRUE,FALSE,0,27,49.01250308,,,,,,,,
23,TRUE,FALSE,0.2,49,33.93012074,,,,,,,,
2,TRUE,TRUE,0,73,60.5021846,,,,,,,,
22,TRUE,FALSE,0.2,96,47.03547564,,,,,,,,
23,TRUE,FALSE,0.2,50,34.46042455,,,,,,,,
23,TRUE,FALSE,0.2,51,34.99492179,,,,,,,,
22,TRUE,FALSE,0.2,97,47.25282855,,,,,,,,
21,TRUE,FALSE,0,24,42.35822872,,,,,,,,
1,TRUE,TRUE,0,73,55.46996209,,,,,,,,
20,TRUE,FALSE,0,27,42.64871292,,,,,,,,
23,TRUE,FALSE,0.2,52,35.45737992,,,,,,,,
19,TRUE,FALSE,0,28,50.17267336,,,,,,,,
