run_no,spat_feed,juv-mort,time,BA,no_trees,tree_size,tree_size_SD
2,TRUE,0,12,37.715946,305,24.42294424,19.70593576
6,TRUE,0,14,37.20908722,287,21.62756142,20.01628328
8,TRUE,0,12,39.72691482,337,26.03307387,18.67919103
7,TRUE,0,12,39.04500558,350,19.29649895,18.14771451
3,TRUE,0,10,38.66751725,333,19.42757932,18.54411517
1,TRUE,0,13,38.04986074,271,18.17225446,19.83551221
2,TRUE,0,13,37.27485508,301,23.89694473,19.70963315
5,TRUE,0,16,35.26146818,265,22.01460654,19.82445393
4,TRUE,0,13,38.04623999,270,25.81938406,20.92265324
8,TRUE,0,13,39.01237283,333,25.34794378,18.69774935
7,TRUE,0,13,38.98026406,346,18.9107231,18.12123791
1,TRUE,0,14,37.86937186,269,17.70698967,19.66928535
2,TRUE,0,14,37.06308811,299,23.51587279,19.69186714
5,TRUE,0,17,35.05206392,263,21.50593261,19.74745847
6,TRUE,0,15,36.60805215,282,21.5571171,19.93712514
4,TRUE,0,14,38.02858449,269,24.99679367,20.98342862
8,TRUE,0,14,38.96760074,331,25.00323692,18.76567618
3,TRUE,0,11,37.43711885,328,19.05287631,18.14569069
1,TRUE,0,15,37.67659815,267,17.32509122,19.49093447
7,TRUE,0,14,38.70201078,342,18.69738949,18.05140456
2,TRUE,0,15,36.50184945,295,23.00161641,19.61483852
5,TRUE,0,18,34.64927493,261,20.94385567,19.54720288
6,TRUE,0,16,36.14425688,278,20.89124216,19.8363744
4,TRUE,0,15,37.18744337,266,24.19753368,20.82442788
3,TRUE,0,12,36.9632984,324,18.90206528,18.00661148
2,TRUE,0,16,36.15305517,293,22.52723926,19.54167722
6,TRUE,0,17,35.98083107,276,20.75011762,19.77567996
7,TRUE,0,15,38.51021806,338,18.24172763,17.97852383
8,TRUE,0,15,38.57772864,328,24.76155426,18.7237484
4,TRUE,0,16,35.75780367,259,22.75793365,20.58484819
1,TRUE,0,16,37.5474679,266,16.92243959,19.30529188
5,TRUE,0,19,33.15839541,252,19.98028562,19.24940907
8,TRUE,0,16,38.1963259,325,24.21456153,18.74470971
3,TRUE,0,13,36.41105815,321,18.62075582,17.82943938
6,TRUE,0,18,35.44123895,273,20.30008832,19.57161182
4,TRUE,0,17,35.51175074,256,21.70109355,20.53791161
7,TRUE,0,16,38.26492188,333,17.98228546,17.93109826
1,TRUE,0,17,37.24121978,264,16.43570579,19.06544025
5,TRUE,0,20,33.23999632,251,19.69875252,19.15775632
2,TRUE,0,17,35.94238306,289,21.8384111,19.55582764
8,TRUE,0,17,37.9963804,321,23.96437885,18.79141396
6,TRUE,0,19,35.06592633,269,19.77403114,19.44546782
3,TRUE,0,14,36.38187727,318,18.48539609,17.7964085
1,TRUE,0,18,37.4486942,264,16.10357463,18.85857303
5,TRUE,0,21,33.21190944,250,19.271311,19.03049927
2,TRUE,0,18,35.77789326,286,21.22178813,19.497016
4,TRUE,0,18,35.53969673,255,21.21042884,20.44064725
8,TRUE,0,18,38.0023977,320,23.57137161,18.78383812
6,TRUE,0,20,34.58940592,266,19.10592846,19.19470239
7,TRUE,0,17,37.61028524,329,17.50375879,17.70768642
1,TRUE,0,19,37.04297775,260,15.69241619,18.58155943
2,TRUE,0,19,35.96970252,286,20.8695354,19.42046435
4,TRUE,0,19,34.74939769,251,20.40829418,20.12881546
8,TRUE,0,19,38.15486014,319,23.51306662,18.77198489
3,TRUE,0,15,35.47321112,314,18.26343534,17.53589993
5,TRUE,0,22,33.20843024,247,18.68990237,18.93262335
7,TRUE,0,18,37.56007598,325,17.49789304,17.66598658
4,TRUE,0,20,34.84919331,250,19.85430097,20.00869652
2,TRUE,0,20,35.98919373,284,20.34211295,19.34454037
6,TRUE,0,21,34.4939625,263,18.32927016,19.02244014
8,TRUE,0,20,37.61618009,315,23.19893954,18.69067398
1,TRUE,0,20,37.14690877,258,15.31930668,18.37748177
5,TRUE,0,23,31.61166538,241,17.73884397,18.3363675
3,TRUE,0,16,35.46373292,313,18.14689418,17.47214687
7,TRUE,0,19,37.39401326,321,17.2429061,17.5518324
4,TRUE,0,21,34.98786499,249,19.63373757,19.91881137
6,TRUE,0,22,34.2540532,259,17.63121718,18.83165949
2,TRUE,0,21,35.56426014,280,19.79764639,19.19537863
8,TRUE,0,21,37.69769435,313,23.02410736,18.69660847
1,TRUE,0,21,36.55753918,253,15.02965196,18.12908068
5,TRUE,0,24,31.45793048,240,17.22984767,18.09999317
3,TRUE,0,17,35.24690054,310,17.67837819,17.37450023
6,TRUE,0,23,34.0854204,256,17.18881005,18.656688
7,TRUE,0,20,37.6131443,320,16.99090743,17.44799543
8,TRUE,0,22,37.14683078,308,22.65392745,18.63710505
1,TRUE,0,22,36.74098598,252,14.75147362,17.93844816
5,TRUE,0,25,31.15954999,238,16.54633115,17.81020133
4,TRUE,0,22,34.51351817,246,18.85715052,19.65189711
2,TRUE,0,22,35.59564883,279,19.32833446,19.07898224
3,TRUE,0,18,35.19005107,307,17.69067942,17.30599861
6,TRUE,0,24,33.48389019,250,16.68844096,18.43700516
4,TRUE,0,23,34.23137265,243,18.1524938,19.4319211
5,TRUE,0,26,31.24999463,237,15.64184655,17.52358698
2,TRUE,0,23,35.52867184,276,18.69068405,18.95337975
1,TRUE,0,23,35.80629516,246,14.43655071,17.62494936
8,TRUE,0,23,36.65928913,305,22.11090638,18.50021183
7,TRUE,0,21,37.34464564,317,16.77834327,17.28341124
6,TRUE,0,25,32.44632976,243,16.15734093,18.08593751
3,TRUE,0,19,34.87410742,304,17.47089589,17.1341876
4,TRUE,0,24,34.24267947,241,17.49614004,19.22178092
2,TRUE,0,24,35.27227152,274,18.29540862,18.74826764
5,TRUE,0,27,31.27007203,235,15.16783575,17.29737115
8,TRUE,0,24,35.83946302,299,21.58162309,18.39042142
1,TRUE,0,24,36.03814009,246,14.36683522,17.47850152
7,TRUE,0,22,36.80918282,313,16.54009464,17.05228351
6,TRUE,0,26,32.52970744,242,15.82704884,17.92534329
4,TRUE,0,25,34.00897567,238,16.73137088,18.93277824
5,TRUE,0,28,30.34898643,230,14.58746522,16.8819488
2,TRUE,0,25,35.3148914,272,17.86177012,18.6194607
8,TRUE,0,25,36.05118622,299,21.23572928,18.35666991
1,TRUE,0,25,36.01994316,243,14.11014415,17.28316998
3,TRUE,0,20,35.06578549,303,17.40317021,17.06504646
6,TRUE,0,27,32.28236306,238,15.44502989,17.71046853
7,TRUE,0,23,37.0684353,313,16.39916718,16.95126683
4,TRUE,0,26,33.55641566,234,15.9361667,18.57631681
5,TRUE,0,29,30.48776536,229,14.2207912,16.67537903
2,TRUE,0,26,35.40079012,271,17.56511499,18.47881425
8,TRUE,0,26,35.63231036,294,20.87754654,18.30176331
1,TRUE,0,26,35.87965132,240,14.2769119,17.24662992
3,TRUE,0,21,35.08143184,301,17.17679539,16.9620722
4,TRUE,0,27,33.47640458,231,15.64901923,18.40412602
7,TRUE,0,24,36.54897466,308,15.94096009,16.69481639
2,TRUE,0,27,35.60788427,271,17.30686157,18.35357359
6,TRUE,0,28,32.22593368,236,15.13130749,17.50637803
5,TRUE,0,30,30.51330476,227,13.66182632,16.39424308
1,TRUE,0,27,35.61257063,236,14.18802031,17.11724977
8,TRUE,0,27,35.35109277,290,20.21039102,18.2330744
3,TRUE,0,22,34.90155687,297,17.08224276,16.87966137
4,TRUE,0,28,33.37956052,230,15.26081208,18.11916509
6,TRUE,0,29,32.44314064,236,14.85987302,17.31736172
5,TRUE,0,31,30.35106143,226,13.30090601,16.08362779
1,TRUE,0,28,35.83973725,236,14.1868784,17.0226138
8,TRUE,0,28,35.28520378,288,19.87849064,18.16613338
7,TRUE,0,25,36.2481716,305,15.66301513,16.48761227
2,TRUE,0,28,35.52048364,268,16.91507481,18.20423109
6,TRUE,0,30,31.42266349,232,14.30094705,16.81253169
4,TRUE,0,29,33.4979235,229,14.93592243,17.90900744
3,TRUE,0,23,34.66523487,292,16.79279709,16.77420472
5,TRUE,0,32,30.00550263,221,12.73823167,15.7227853
1,TRUE,0,29,35.69684049,233,14.15925812,16.92587575
8,TRUE,0,29,35.25033272,286,19.63551713,18.09339234
2,TRUE,0,29,35.42452086,266,16.61081813,18.03157062
7,TRUE,0,26,36.31701118,304,15.60849975,16.39428898
6,TRUE,0,31,31.53046903,231,14.0337633,16.62299655
4,TRUE,0,30,32.92075447,225,14.58338861,17.59985823
1,TRUE,0,30,35.15065943,231,13.9972717,16.61345606
5,TRUE,0,33,30.25059218,221,12.34398263,15.44914352
3,TRUE,0,24,34.8142841,291,16.64685519,16.6738826
2,TRUE,0,30,35.16580692,261,16.0234616,17.8268984
7,TRUE,0,27,36.22829277,300,15.39924878,16.28264681
6,TRUE,0,32,31.64818815,230,13.80704991,16.44015937
8,TRUE,0,30,35.36791979,285,19.44596352,18.02414593
4,TRUE,0,31,32.5757312,222,14.24867927,17.32533531
1,TRUE,0,31,35.23332607,229,13.91086284,16.49773614
5,TRUE,0,34,30.34564192,220,12.05833805,15.20481387
3,TRUE,0,25,34.4160778,287,16.38481887,16.49898557
8,TRUE,0,31,35.1550516,282,19.21607055,17.91414526
6,TRUE,0,33,31.54651936,226,13.43071588,16.22843371
4,TRUE,0,32,32.2842095,219,13.73922622,16.98716629
2,TRUE,0,31,35.39852939,261,15.62655348,17.62568672
5,TRUE,0,35,30.51701524,219,11.84593319,14.98345484
3,TRUE,0,26,34.67337361,287,16.36215343,16.42211069
8,TRUE,0,32,34.90750584,279,19.03286407,17.82744853
7,TRUE,0,28,35.94480245,296,15.29431499,16.16030822
1,TRUE,0,32,34.93625737,225,13.8971077,16.38869878
6,TRUE,0,34,31.64127092,225,13.11018596,15.99193518
2,TRUE,0,32,35.47698121,260,15.23688998,17.42099521
4,TRUE,0,33,32.30079968,216,13.45301504,16.77877696
5,TRUE,0,36,30.45969067,216,11.43386523,14.66248564
1,TRUE,0,33,34.2535885,218,13.62266767,16.13103729
3,TRUE,0,27,34.02459514,282,16.01716492,16.18630284
7,TRUE,0,29,35.5928449,291,15.06786218,16.01291707
6,TRUE,0,35,31.56223696,222,12.75381603,15.74127368
2,TRUE,0,33,35.28112346,258,14.81634216,17.13782642
8,TRUE,0,33,34.68120029,278,18.77782587,17.63188399
4,TRUE,0,34,31.36761767,209,12.98113503,16.39688199
1,TRUE,0,34,33.78966251,216,13.49765965,15.85379459
6,TRUE,0,36,31.60189285,220,12.37974511,15.45652186
7,TRUE,0,30,34.88467762,286,14.77786476,15.74797399
8,TRUE,0,34,34.81348389,276,18.73037151,17.58428526
4,TRUE,0,35,31.43553788,208,12.70459062,16.14762212
5,TRUE,0,37,30.38535173,214,11.16302842,14.36535101
3,TRUE,0,28,34.13696694,281,15.90245605,16.08671
2,TRUE,0,34,35.43559997,256,14.44987254,16.9539159
1,TRUE,0,35,33.98241662,215,13.486359,15.77753027
8,TRUE,0,35,34.44718155,269,18.5609354,17.53924911
6,TRUE,0,37,31.33370669,217,12.17065201,15.18839944
7,TRUE,0,31,34.72664089,281,14.41352808,15.58370597
4,TRUE,0,36,31.24021427,206,12.4646024,15.86492819
5,TRUE,0,38,30.15674202,210,10.89571534,14.08518529
1,TRUE,0,36,33.85784059,211,13.30561757,15.61493679
2,TRUE,0,35,35.10727163,251,14.16221885,16.74648115
3,TRUE,0,29,33.75237386,279,15.61516789,15.8262189
8,TRUE,0,36,34.34074931,267,18.28594431,17.44715995
6,TRUE,0,38,31.35888999,216,11.9558313,14.96731404
4,TRUE,0,37,31.10195024,203,12.2243363,15.61290418
5,TRUE,0,39,29.86801377,207,10.67386602,13.77842677
1,TRUE,0,37,33.85062179,210,13.38634329,15.51491755
2,TRUE,0,36,34.58025822,248,13.772718,16.38191481
8,TRUE,0,37,34.31588979,265,18.20444783,17.35829195
3,TRUE,0,30,33.7960552,278,15.50348642,15.70712989
7,TRUE,0,32,34.53191687,278,14.26531218,15.40509126
6,TRUE,0,39,31.34902899,215,11.76075051,14.75566003
1,TRUE,0,38,33.6292733,205,13.26227161,15.36487038
4,TRUE,0,38,30.93470392,199,11.9090895,15.36769023
8,TRUE,0,38,33.88317582,259,17.87137825,17.24400956
5,TRUE,0,40,30.15775909,336,10.50950945,13.57563753
2,TRUE,0,37,34.29196141,244,13.60444267,16.16176044
3,TRUE,0,31,33.09435769,274,15.34456434,15.41824514
7,TRUE,0,33,34.53270611,274,14.08274892,15.27878125
6,TRUE,0,40,30.62424608,345,11.34216145,14.34580225
1,TRUE,0,39,33.30916688,203,13.06432089,15.14317693
8,TRUE,0,39,33.9174178,257,17.63020135,17.15916958
4,TRUE,0,39,30.72173934,196,11.71386108,15.09845168
5,TRUE,0,41,29.72345333,339,10.33474055,13.26873295
2,TRUE,0,38,33.95180125,241,13.2899505,15.86609925
7,TRUE,0,34,34.65342147,272,14.00412333,15.18003982
6,TRUE,0,41,30.35349545,347,11.10391348,14.01362212
8,TRUE,0,40,33.70827143,365,17.28997058,17.0359144
4,TRUE,0,40,30.6963938,286,11.45245971,14.84355384
3,TRUE,0,32,33.18015428,272,15.2015904,15.34624431
5,TRUE,0,42,29.38951162,340,10.01977863,12.94481468
2,TRUE,0,39,34.14785074,241,13.19287771,15.72017394
1,TRUE,0,40,33.25187022,412,12.86619934,14.93848632
6,TRUE,0,42,30.06011349,348,10.85053999,13.69359354
8,TRUE,0,41,33.78786465,366,17.13696635,16.92634571
4,TRUE,0,41,30.59926658,287,11.27491674,14.56866078
3,TRUE,0,33,32.97242313,269,15.08154783,15.21947136
1,TRUE,0,41,33.18552738,411,12.84145257,14.77896968
2,TRUE,0,40,34.08406564,343,13.01243722,15.54138465
5,TRUE,0,43,29.22723036,336,9.778787544,12.64443303
7,TRUE,0,35,34.70849429,269,13.70864164,15.02591933
6,TRUE,0,43,30.37424039,355,10.80719048,13.54442525
1,TRUE,0,42,32.92388374,413,12.57378196,14.53272073
3,TRUE,0,34,33.06002556,267,14.99505779,15.1329354
2,TRUE,0,41,33.78030665,341,12.79159006,15.30251391
5,TRUE,0,44,29.36887289,334,9.681369438,12.46807502
8,TRUE,0,42,34.01783315,368,17.14954851,16.86808671
4,TRUE,0,42,30.87943076,288,11.10085766,14.355718
7,TRUE,0,36,35.00432027,269,13.61056128,14.92581417
1,TRUE,0,43,33.04164479,417,12.39726553,14.37901287
6,TRUE,0,44,30.56777419,358,10.70884029,13.3982318
3,TRUE,0,35,32.93444936,266,14.8979917,14.94840651
8,TRUE,0,43,33.2905364,365,16.72916938,16.50620833
5,TRUE,0,45,29.38481526,334,9.62885264,12.2772996
4,TRUE,0,43,30.5616679,287,10.92324253,14.08284156
2,TRUE,0,42,33.64918419,339,12.50686548,15.0926756
7,TRUE,0,37,35.18498647,267,13.46078573,14.80064725
1,TRUE,0,44,33.00604671,419,12.21891992,14.20449042
8,TRUE,0,44,33.33440296,365,16.5428032,16.41484694
3,TRUE,0,36,32.73045141,262,14.7504438,14.83131634
6,TRUE,0,45,30.13961937,355,10.61305525,13.12385191
4,TRUE,0,44,29.94591925,286,10.79217238,13.78356699
5,TRUE,0,46,29.56825586,334,9.588833378,12.12277267
2,TRUE,0,43,33.58302129,342,12.36524863,14.88110757
8,TRUE,0,45,33.48681535,365,16.3371873,16.32282076
1,TRUE,0,45,32.7394445,421,12.09061886,14.03003553
7,TRUE,0,38,35.34270911,266,13.30941422,14.66622862
6,TRUE,0,46,30.0386402,354,10.46652363,12.90063655
4,TRUE,0,45,29.75392677,284,10.72290832,13.56437019
3,TRUE,0,37,32.95051593,261,14.48826818,14.72284649
5,TRUE,0,47,29.64646779,336,9.503932259,11.94724074
2,TRUE,0,44,33.34602953,344,12.22533691,14.62775498
8,TRUE,0,46,33.16538471,363,16.00711067,16.13612067
1,TRUE,0,46,32.54934409,422,11.92913451,13.85191895
7,TRUE,0,39,35.34858733,264,13.23847302,14.53574933
6,TRUE,0,47,29.99800299,353,10.28195437,12.66906655
3,TRUE,0,38,32.91324786,259,14.19552049,14.56253073
2,TRUE,0,45,32.67862303,343,12.05954706,14.26763677
5,TRUE,0,48,29.77401407,336,9.44837605,11.79014847
4,TRUE,0,46,29.99834791,288,10.63402396,13.4017672
1,TRUE,0,47,32.04948902,427,11.6809081,13.53272449
6,TRUE,0,48,30.18608543,358,10.2175757,12.51867729
8,TRUE,0,47,33.00599186,361,15.70933765,15.98942699
7,TRUE,0,40,34.90487701,449,13.05240224,14.32542556
2,TRUE,0,46,32.77853203,349,12.02361467,14.13183384
3,TRUE,0,39,33.0371944,259,13.91742115,14.43498747
5,TRUE,0,49,29.90119483,339,9.411060387,11.63135611
4,TRUE,0,47,29.9779067,283,10.61209751,13.2688167
1,TRUE,0,48,32.19022496,436,11.42051752,13.32490446
8,TRUE,0,48,32.75680002,361,15.58297984,15.80817621
6,TRUE,0,49,30.29250409,364,10.19344035,12.36471611
7,TRUE,0,41,34.84054326,451,12.88158668,14.12123034
4,TRUE,0,48,30.28537532,286,10.5633746,13.12878116
5,TRUE,0,50,30.0631193,343,9.409355522,11.48859673
1,TRUE,0,49,31.82378368,446,11.24846742,13.03403167
3,TRUE,0,40,33.25313004,477,13.82853309,14.35968906
2,TRUE,0,47,32.49709158,346,11.85167453,13.92809772
8,TRUE,0,49,32.79813758,362,15.33074686,15.67990892
9,TRUE,0,0,42.91350158,312,38.12868829,17.26809702
4,TRUE,0,49,30.60126612,291,10.53603849,13.00361126
7,TRUE,0,42,35.05155803,459,12.85595781,14.02067425
9,TRUE,0,1,42.49499776,308,21.04496457,21.97788775
6,TRUE,0,50,30.20599443,374,10.17674727,12.1773533
8,TRUE,0,50,32.35737259,360,14.84683995,15.45087939
2,TRUE,0,48,32.60390714,348,11.79492633,13.79444728
3,TRUE,0,41,33.56804474,484,13.65140264,14.25340585
1,TRUE,0,50,31.7911501,454,11.02357959,12.80528806
9,TRUE,0,2,42.45561615,306,21.47885106,21.9355654
11,TRUE,0.2,0,42.6818896,343,36.88603559,14.97497247
12,TRUE,0.2,0,42.02447366,319,38.10364344,15.03148574
10,TRUE,0,0,43.93490931,335,37.48347457,16.29127426
4,TRUE,0,50,30.44689401,290,10.43480011,12.82583081
11,TRUE,0.2,1,42.22864649,339,34.81248422,16.68257156
12,TRUE,0.2,1,42.08016339,318,35.97048281,16.95556143
7,TRUE,0,43,35.03944078,464,12.708949,13.85439679
9,TRUE,0,3,41.12393237,301,21.51979844,21.58797578
10,TRUE,0,1,43.5369186,332,23.01944847,21.41918457
12,TRUE,0.2,2,41.76252707,315,36.13545454,16.79702374
13,TRUE,0.2,0,41.93408433,287,39.52059471,17.29963299
2,TRUE,0,49,32.39796842,352,11.74652985,13.60978165
11,TRUE,0.2,2,42.08847635,336,34.92161695,16.67196518
3,TRUE,0,42,33.89067416,487,13.46833903,14.14416968
13,TRUE,0.2,1,41.87074477,285,35.86501894,19.92206302
12,TRUE,0.2,3,41.32097942,311,36.16985325,16.78864603
10,TRUE,0,2,43.46574583,328,23.26781469,21.40830949
13,TRUE,0.2,2,40.51186914,279,35.64658856,19.72103924
13,TRUE,0.2,3,40.3426656,278,35.67556938,19.62767023
9,TRUE,0,4,40.98049239,298,21.5059731,21.526402
11,TRUE,0.2,3,41.81785928,333,34.879019,16.72361309
10,TRUE,0,3,43.47452905,325,23.75715696,21.39259696
13,TRUE,0.2,4,40.41345954,277,35.81464758,19.58519041
12,TRUE,0.2,4,41.08237907,308,36.45365747,16.62231502
3,TRUE,0,43,34.20727811,495,13.31901007,14.04812677
13,TRUE,0.2,5,39.98309097,275,35.77484388,19.47881477
2,TRUE,0,50,32.55033853,358,11.70131041,13.47561196
11,TRUE,0.2,4,41.53521828,331,34.88891892,16.65110084
7,TRUE,0,44,34.62345445,470,12.66618931,13.69962614
10,TRUE,0,4,43.12334054,320,23.82213841,21.34785693
12,TRUE,0.2,5,40.99845839,306,36.56207605,16.58288476
9,TRUE,0,5,40.77130235,296,21.60792147,21.42865528
13,TRUE,0.2,6,38.46627869,269,35.6558893,19.0318904
14,TRUE,0.2,0,40.22033069,363,34.83704396,14.05306021
11,TRUE,0.2,5,41.40119285,329,34.9534896,16.62501403
12,TRUE,0.2,6,40.89719387,303,36.71379355,16.58076726
3,TRUE,0,44,34.32495654,501,13.02160824,13.88535703
14,TRUE,0.2,1,40.0494494,360,28.81483276,18.01971144
9,TRUE,0,6,40.27156452,294,21.40812194,21.21216559
13,TRUE,0.2,7,38.59749397,269,35.76908772,18.96542822
12,TRUE,0.2,7,40.66227014,301,36.74271078,16.54063363
11,TRUE,0.2,6,41.15843219,326,35.02853814,16.58789056
10,TRUE,0,5,42.41449544,311,23.51062909,21.34427571
14,TRUE,0.2,2,39.50917856,356,28.60757713,17.96978192
7,TRUE,0,45,34.6356771,472,12.61550021,13.55292679
12,TRUE,0.2,8,40.20481938,298,36.74111253,16.45252319
11,TRUE,0.2,7,41.2602417,324,35.22747812,16.53995039
13,TRUE,0.2,8,38.72756602,269,35.88148518,18.89828999
14,TRUE,0.2,3,38.79536438,349,28.53850253,17.93599836
3,TRUE,0,45,34.69138411,510,12.77570459,13.73756764
10,TRUE,0,6,42.03839506,309,23.29635228,21.1952344
12,TRUE,0.2,9,40.00900647,296,36.78644832,16.42352946
11,TRUE,0.2,8,40.74049982,318,35.25253554,16.57148317
9,TRUE,0,7,40.24687174,290,21.16959313,21.1771733
13,TRUE,0.2,9,38.562175,267,35.94413635,18.88427342
7,TRUE,0,46,34.80385752,473,12.52092014,13.43176995
