run_no,spat_feed,diff_mort,juv-mort,time,BA,no_trees
17,FALSE,TRUE,0.8,59,44.36189026,178
18,FALSE,TRUE,1,16,34.64826415,175
16,FALSE,TRUE,0.6,107,33.3739629,87
13,FALSE,TRUE,0,127,53.06908235,438
18,FALSE,TRUE,1,17,33.99891796,175
16,FALSE,TRUE,0.6,108,33.66812192,87
18,FALSE,TRUE,1,18,33.15350061,177
17,FALSE,TRUE,0.8,60,44.10478584,174
16,FALSE,TRUE,0.6,109,33.95036626,87
18,FALSE,TRUE,1,19,33.59999878,176
16,FALSE,TRUE,0.6,110,34.03611072,86
17,FALSE,TRUE,0.8,61,43.85315257,171
16,FALSE,TRUE,0.6,111,33.48460968,85
17,FALSE,TRUE,0.8,62,44.31988417,171
18,FALSE,TRUE,1,20,33.96130748,176
16,FALSE,TRUE,0.6,112,32.9965034,82
13,FALSE,TRUE,0,128,52.56722507,411
17,FALSE,TRUE,0.8,63,44.19411163,169
18,FALSE,TRUE,1,21,34.2280878,177
16,FALSE,TRUE,0.6,113,33.23877356,82
18,FALSE,TRUE,1,22,34.17159738,181
16,FALSE,TRUE,0.6,114,32.36001147,81
16,FALSE,TRUE,0.6,115,32.62984953,81
18,FALSE,TRUE,1,23,34.5964338,186
17,FALSE,TRUE,0.8,64,43.98239215,168
16,FALSE,TRUE,0.6,116,32.43147114,80
13,FALSE,TRUE,0,129,52.15143269,392
17,FALSE,TRUE,0.8,65,44.19581725,167
16,FALSE,TRUE,0.6,117,32.6907781,80
18,FALSE,TRUE,1,24,34.98261273,188
16,FALSE,TRUE,0.6,118,32.59111386,78
17,FALSE,TRUE,0.8,66,44.58699285,166
18,FALSE,TRUE,1,25,35.20221115,189
16,FALSE,TRUE,0.6,119,31.67167609,76
17,FALSE,TRUE,0.8,67,44.710396,164
18,FALSE,TRUE,1,26,34.63275601,187
13,FALSE,TRUE,0,130,51.35650829,388
16,FALSE,TRUE,0.6,120,31.90908896,76
18,FALSE,TRUE,1,27,34.97991002,189
16,FALSE,TRUE,0.6,121,32.1427058,76
16,FALSE,TRUE,0.6,122,31.97669565,75
17,FALSE,TRUE,0.8,68,45.0685506,163
16,FALSE,TRUE,0.6,123,30.73141215,74
13,FALSE,TRUE,0,131,51.78873608,382
18,FALSE,TRUE,1,28,35.4108696,192
17,FALSE,TRUE,0.8,69,44.77714935,160
16,FALSE,TRUE,0.6,124,30.97477961,74
18,FALSE,TRUE,1,29,35.76518349,191
17,FALSE,TRUE,0.8,70,44.13623958,159
16,FALSE,TRUE,0.6,125,31.19631732,74
18,FALSE,TRUE,1,30,35.66637822,192
16,FALSE,TRUE,0.6,126,31.22637854,73
17,FALSE,TRUE,0.8,71,43.80815554,155
18,FALSE,TRUE,1,31,36.09372676,194
16,FALSE,TRUE,0.6,127,31.48158507,73
16,FALSE,TRUE,0.6,128,31.72834955,73
18,FALSE,TRUE,1,32,36.43018609,194
17,FALSE,TRUE,0.8,72,42.60940951,152
16,FALSE,TRUE,0.6,129,31.9640705,73
13,FALSE,TRUE,0,132,51.89062816,372
16,FALSE,TRUE,0.6,130,31.84842453,72
18,FALSE,TRUE,1,33,35.75319708,191
17,FALSE,TRUE,0.8,73,43.03333732,152
