run_no,spat_feed,diff_mort,juv-mort,time,BA,no_trees
1,TRUE,TRUE,0,118,48.14915365,697
4,TRUE,TRUE,0,110,46.68420831,640
2,TRUE,TRUE,0,115,51.75847736,852
1,TRUE,TRUE,0,119,47.53360167,659
3,TRUE,TRUE,0,109,44.3898717,555
4,TRUE,TRUE,0,111,47.17898398,662
3,TRUE,TRUE,0,110,44.78829013,573
2,TRUE,TRUE,0,116,52.04450097,885
1,TRUE,TRUE,0,120,46.25896842,612
3,TRUE,TRUE,0,111,46.06858008,599
4,TRUE,TRUE,0,112,48.0568607,686
1,TRUE,TRUE,0,121,44.69460449,591
2,TRUE,TRUE,0,117,52.11100379,893
1,TRUE,TRUE,0,122,45.69895414,617
4,TRUE,TRUE,0,113,48.96602642,709
2,TRUE,TRUE,0,118,53.70214941,935
3,TRUE,TRUE,0,112,46.28507921,621
1,TRUE,TRUE,0,123,46.29508657,643
2,TRUE,TRUE,0,119,51.42508787,932
4,TRUE,TRUE,0,114,51.0125603,728
3,TRUE,TRUE,0,113,47.4629223,655
1,TRUE,TRUE,0,124,46.06196506,616
4,TRUE,TRUE,0,115,51.48368941,749
2,TRUE,TRUE,0,120,50.28373328,818
3,TRUE,TRUE,0,114,50.49880466,681
1,TRUE,TRUE,0,125,45.92402677,579
2,TRUE,TRUE,0,121,49.34353343,738
1,TRUE,TRUE,0,126,46.84348536,583
4,TRUE,TRUE,0,116,52.0438385,764
3,TRUE,TRUE,0,115,50.64698935,721
2,TRUE,TRUE,0,122,50.08490582,751
1,TRUE,TRUE,0,127,46.97900318,553
4,TRUE,TRUE,0,117,52.09837035,779
2,TRUE,TRUE,0,123,49.47151722,724
3,TRUE,TRUE,0,116,49.74475725,753
1,TRUE,TRUE,0,128,46.6450614,504
4,TRUE,TRUE,0,118,53.49507348,798
2,TRUE,TRUE,0,124,49.01229877,695
1,TRUE,TRUE,0,129,45.85418317,460
3,TRUE,TRUE,0,117,49.70062619,800
4,TRUE,TRUE,0,119,52.43361457,785
2,TRUE,TRUE,0,125,48.76735679,679
1,TRUE,TRUE,0,130,46.46152965,448
3,TRUE,TRUE,0,118,51.53047195,852
2,TRUE,TRUE,0,126,49.53561745,682
1,TRUE,TRUE,0,131,46.51581657,429
4,TRUE,TRUE,0,120,50.43671695,745
2,TRUE,TRUE,0,127,49.14810462,664
3,TRUE,TRUE,0,119,51.8716671,893
4,TRUE,TRUE,0,121,50.15492159,697
1,TRUE,TRUE,0,132,46.20846044,402
2,TRUE,TRUE,0,128,48.34256726,645
4,TRUE,TRUE,0,122,50.91279081,721
1,TRUE,TRUE,0,133,46.242913,390
3,TRUE,TRUE,0,120,51.85129539,913
1,TRUE,TRUE,0,134,46.70081485,378
2,TRUE,TRUE,0,129,48.18882384,620
4,TRUE,TRUE,0,123,50.98483845,715
3,TRUE,TRUE,0,121,51.80832151,906
1,TRUE,TRUE,0,135,46.11568551,368
2,TRUE,TRUE,0,130,48.78281559,611
4,TRUE,TRUE,0,124,49.57746124,683
3,TRUE,TRUE,0,122,52.81433312,923
2,TRUE,TRUE,0,131,48.11923174,594
1,TRUE,TRUE,0,136,46.00087186,348
4,TRUE,TRUE,0,125,48.95274377,671
3,TRUE,TRUE,0,123,51.58463568,885
1,TRUE,TRUE,0,137,45.79381694,336
2,TRUE,TRUE,0,132,48.14396022,574
4,TRUE,TRUE,0,126,50.06996419,695
1,TRUE,TRUE,0,138,46.15812186,336
2,TRUE,TRUE,0,133,48.43022953,566
3,TRUE,TRUE,0,124,51.08445037,831
4,TRUE,TRUE,0,127,50.41923797,694
1,TRUE,TRUE,0,139,45.13296795,324
2,TRUE,TRUE,0,134,49.25134329,568
3,TRUE,TRUE,0,125,50.58982124,788
1,TRUE,TRUE,0,140,44.23307152,318
2,TRUE,TRUE,0,135,48.25488383,562
4,TRUE,TRUE,0,128,49.88954415,683
3,TRUE,TRUE,0,126,51.02792169,777
1,TRUE,TRUE,0,141,44.5112077,314
