Block,Year,Tree_ID,GBH,DBH,Status,Snag,Species,Easting,Northing,In_out
19,2014,630,45,14.32394,1,No,I,433014.3,106544.4,In
20,1959,636,NA,12,NA,No,F,433035.5,106516.3,In
20,1964,636,NA,15,0,No,F,433035.5,106516.3,In
20,1959,637,NA,26,1,No,F,433035.2,106516.7,In
20,1964,637,NA,29,1,No,F,433035.2,106516.7,In
20,1984,637,93,29.6,1,No,F,433035.2,106516.7,In
20,1988,637,96.4,30.7,1,No,F,433035.2,106516.7,In
20,1996,637,109,34.7,1,No,F,433035.2,106516.7,In
20,2014,637,116,36.92395,1,No,F,433035.2,106516.7,In
20,1959,638,NA,26,NA,No,I,433034,106512,In
20,1964,638,NA,24,1,No,I,433034,106512,In
20,1984,638,NA,24,0,No,I,433034,106512,In
20,1988,638,NA,24,0,No,I,433034,106512,In
20,1996,638,74,23.6,0,No,I,433034,106512,In
20,1959,639,NA,6.5,NA,No,I,433034,106512,In
20,1964,639,NA,7,1,No,I,433034,106512,In
20,1984,639,NA,8,1,No,I,433034,106512,In
20,1988,639,26.2,8.3,1,No,I,433034,106512,In
20,1996,639,29,9.2,NA,No,I,433034,106512,In
20,1959,640,NA,6,NA,Yes,I,433034,106512,In
20,1964,640,NA,6.5,1,No,I,433034,106512,In
20,1984,640,NA,7.5,1,No,I,433034,106512,In
20,1988,640,24.3,7.7,1,No,I,433034,106512,In
20,1996,640,24,7.6,NA,No,I,433034,106512,In
20,1984,643,NA,5,1,No,I,433032.5,106524.7,In
20,1988,643,16.8,5.3,1,No,I,433032.5,106524.7,In
20,1996,643,16,5.1,NA,No,I,433032.5,106524.7,In
20,1959,645,NA,8,NA,No,I,433032.3,106525.2,In
20,1964,645,NA,9,1,No,I,433032.3,106525.2,In
20,1984,645,23,7.3,1,No,I,433032.3,106525.2,In
20,1959,647,NA,18,NA,No,F,433031.3,106514.3,In
20,1964,647,NA,20.5,1,No,F,433031.3,106514.3,In
20,1984,647,65,20.7,1,No,F,433031.3,106514.3,In
20,1988,647,63.3,20.1,1,No,F,433031.3,106514.3,In
20,1996,647,72,22.9,1,No,F,433031.3,106514.3,In
20,2014,647,79,25.14648,1,No,F,433031.3,106514.3,In
20,1959,648,NA,91,NA,No,Q,433030.8,106524.5,In
20,1964,648,NA,89,1,No,Q,433030.8,106524.5,In
20,1984,648,274,87.2,1,No,Q,433030.8,106524.5,In
20,1988,648,277.4,88.3,1,No,Q,433030.8,106524.5,In
20,1996,648,282,89.8,1,No,Q,433030.8,106524.5,In
20,2014,648,285.5,90.87747,1,No,Q,433030.8,106524.5,In
20,1959,650,NA,6,1,No,I,433030.5,106527,In
20,1964,650,NA,6.5,1,No,I,433030.5,106527,In
20,1984,650,NA,7.5,1,No,I,433030.5,106527,In
20,1988,650,26.3,8.4,1,No,I,433030.5,106527,In
20,1996,650,25,8,NA,No,I,433030.5,106527,In
20,1959,652,NA,10,NA,No,I,433030.2,106523.4,In
20,1964,652,NA,10.5,1,No,I,433030.2,106523.4,In
20,1984,652,32,10.2,1,No,I,433030.2,106523.4,In
20,1988,652,33.8,10.8,1,No,I,433030.2,106523.4,In
20,1959,653,NA,47,NA,No,F,433030,106526.6,In
20,1964,653,NA,51,1,No,F,433030,106526.6,In
20,1984,653,NA,53,1,No,F,433030,106526.6,In
20,1988,653,170,54.1,1,No,F,433030,106526.6,In
20,1996,653,173,55.1,1,No,F,433030,106526.6,In
20,2014,653,181.5,57.77324,1,No,F,433030,106526.6,In
20,1959,656,NA,9,NA,Yes,I,433029.5,106524.4,In
20,1964,656,NA,10,1,No,I,433029.5,106524.4,In
20,1984,656,32,10.2,0,No,I,433029.5,106524.4,In
20,1988,656,NA,11,0,No,I,433029.5,106524.4,In
20,1996,656,35,11.1,0,No,I,433029.5,106524.4,In
20,1959,658,NA,17,NA,No,F,433029.3,106514.8,In
20,1964,658,NA,16.5,1,No,F,433029.3,106514.8,In
20,1984,658,61,19.4,1,No,F,433029.3,106514.8,In
20,1988,658,63.2,20.1,1,No,F,433029.3,106514.8,In
20,1996,658,74,23.6,1,No,F,433029.3,106514.8,In
20,2014,658,95.5,30.39859,1,No,F,433029.3,106514.8,In
20,1959,659,NA,5,NA,No,I,433029.2,106525,In
20,1964,659,NA,5.5,1,No,I,433029.2,106525,In
20,1984,659,18,5.7,NA,No,I,433029.2,106525,In
20,1959,660,NA,21,NA,No,F,433029.2,106521.2,In
20,1964,660,NA,20.5,1,No,F,433029.2,106521.2,In
20,1984,660,75,23.9,1,No,F,433029.2,106521.2,In
20,1988,660,82,26.1,1,No,F,433029.2,106521.2,In
20,1996,660,92,29.3,1,No,F,433029.2,106521.2,In
20,2014,660,107,34.05916,1,No,F,433029.2,106521.2,In
20,1959,661,NA,9,NA,No,I,433028.5,106519,In
20,1964,661,NA,11,1,No,I,433028.5,106519,In
20,1984,661,31,9.9,1,No,I,433028.5,106519,In
20,1988,661,NA,9.9,0,No,I,433028.5,106519,In
20,1996,661,31,9.9,0,No,I,433028.5,106519,In
20,1959,663,NA,16,0,No,I,433027.8,106521.3,In
20,1964,663,NA,4.5,0,No,I,433027.8,106521.3,In
20,1959,664,NA,10,NA,No,I,433027.8,106519.4,In
20,1964,664,NA,11,1,No,I,433027.8,106519.4,In
20,1984,664,28,8.9,1,No,I,433027.8,106519.4,In
20,1959,665,NA,5,NA,No,I,433027.5,106513,In
20,1959,666,NA,5,NA,No,I,433027.2,106519.4,In
20,1959,667,NA,38,1,No,F,433024,106519.3,In
20,1964,667,NA,39,1,No,F,433024,106519.3,In
20,1984,667,NA,54,1,No,F,433024,106519.3,In
20,1988,667,177.1,56.4,1,No,F,433024,106519.3,In
20,1996,667,195,62.1,1,No,F,433024,106519.3,In
20,2014,667,222,70.66479,1,No,F,433024,106519.3,In
20,1959,669,NA,8,NA,No,I,433023.3,106511.7,In
20,1964,669,NA,8,1,No,I,433023.3,106511.7,In
20,1984,669,NA,8,1,No,I,433023.3,106511.7,In
20,1988,669,24.4,7.8,1,No,I,433023.3,106511.7,In
20,1996,669,31,9.9,1,No,I,433023.3,106511.7,In
20,2014,669,35.5,11.3,1,No,I,433023.3,106511.7,In
20,1959,670,NA,27,NA,No,F,433018.7,106522.2,In
20,1964,670,NA,29,1,No,F,433018.7,106522.2,In
20,1984,670,123,39.2,1,No,F,433018.7,106522.2,In
20,1988,670,128.1,40.8,1,No,F,433018.7,106522.2,In
20,1996,670,142,45.2,1,No,F,433018.7,106522.2,In
20,2014,670,158,50.29296,1,No,F,433018.7,106522.2,In
21,1959,673,NA,7,NA,No,F,433038.7,106495.9,In
21,1959,674,NA,9,NA,No,F,433038.5,106505,In
21,1964,674,NA,11,1,No,F,433038.5,106505,In
21,1984,674,34,10.8,0,No,F,433038.5,106505,In
21,1959,675,NA,5.5,NA,No,F,433038.3,106499.6,In
21,1964,675,NA,9,1,No,F,433038.3,106499.6,In
21,1959,676,NA,10.5,1,No,F,433037.9,106497.9,In
21,1964,676,NA,10,1,No,F,433037.9,106497.9,In
21,1959,677,NA,13.5,1,No,F,433037.8,106493.7,In
21,1964,677,NA,15,1,No,F,433037.8,106493.7,In
21,1984,677,55,17.5,1,No,F,433037.8,106493.7,In
21,1988,677,56.4,18,1,No,F,433037.8,106493.7,In
21,1996,677,66,21,1,No,F,433037.8,106493.7,In
21,2014,677,82,26.10141,1,No,F,433037.8,106493.7,In
21,1959,678,NA,18.5,0,No,F,433037.7,106500.5,In
21,1964,678,NA,19,0,No,F,433037.7,106500.5,In
21,1959,679,NA,6,0,No,F,433037.5,106495.5,In
21,1959,680,NA,3,1,No,F,433037.4,106491.2,In
21,1964,680,NA,3,1,No,F,433037.4,106491.2,In
21,1984,680,15,4.8,1,No,F,433037.4,106491.2,In
21,1988,680,16.2,5.2,1,No,F,433037.4,106491.2,In
21,1996,680,24,7.6,1,No,F,433037.4,106491.2,In
21,2014,680,36,11.45916,1,No,F,433037.4,106491.2,In
21,1959,681,NA,10,NA,No,F,433037.2,106495.1,In
21,1959,682,NA,12.5,NA,No,F,433035.9,106505.8,In
21,1964,682,NA,13,1,No,F,433035.9,106505.8,In
21,1984,682,48,15.3,1,No,F,433035.9,106505.8,In
21,1988,682,51.2,16.3,1,No,F,433035.9,106505.8,In
21,1996,682,60,19.1,1,No,F,433035.9,106505.8,In
21,2014,682,58,18.46197,0,No,F,433035.9,106505.8,In
21,1959,683,NA,5,0,No,F,433035.9,106494.8,In
21,1959,684,NA,8.75,NA,No,I,433035.6,106486.2,In
21,1964,684,NA,9,1,No,I,433035.6,106486.2,In
21,1984,684,30,9.5,1,No,I,433035.6,106486.2,In
21,1959,685,NA,5.5,NA,No,F,433034.9,106496.6,In
21,1964,685,NA,7,NA,No,F,433034.9,106496.6,In
21,1959,686,NA,16.5,1,No,F,433034.6,106494.8,In
21,1964,686,NA,16,1,No,F,433034.6,106494.8,In
21,1984,686,50,15.9,1,No,F,433034.6,106494.8,In
21,1988,686,51.3,16.3,1,No,F,433034.6,106494.8,In
21,1996,686,55,17.5,1,No,F,433034.6,106494.8,In
21,2014,686,63,20.05352,1,No,F,433034.6,106494.8,In
21,1959,687,NA,10,1,No,I,433033.7,106486.5,In
21,1959,688,NA,10,1,No,I,433033.7,106486.5,In
21,1959,689,NA,10,1,No,I,433033.7,106486.5,In
21,1959,690,NA,20.5,1,No,F,433033.5,106497,In
21,1964,690,NA,21,1,No,F,433033.5,106497,In
21,1984,690,85,27.1,1,No,F,433033.5,106497,In
21,1988,690,91.7,29.2,1,No,F,433033.5,106497,In
21,1996,690,103,32.8,1,No,F,433033.5,106497,In
21,2014,690,125.5,39.94789,1,No,F,433033.5,106497,In
21,1959,691,NA,10.5,NA,No,F,433033,106496.8,In
21,1964,691,NA,9,0,No,F,433033,106496.8,In
21,1959,692,NA,21.5,NA,No,F,433032.2,106493.6,In
21,1964,692,NA,25,1,No,F,433032.2,106493.6,In
21,1984,692,98,31.2,1,No,F,433032.2,106493.6,In
21,1988,692,100.9,32.1,1,No,F,433032.2,106493.6,In
21,1996,692,106,33.7,1,No,F,433032.2,106493.6,In
21,2014,692,123,39.15212,1,No,F,433032.2,106493.6,In
21,1959,693,NA,9.5,NA,No,F,433031.4,106491.2,In
21,1964,693,NA,9,1,No,F,433031.4,106491.2,In
21,1984,693,34,10.8,1,No,F,433031.4,106491.2,In
21,1988,693,35.3,11.2,1,No,F,433031.4,106491.2,In
21,1996,693,46,14.6,1,No,F,433031.4,106491.2,In
21,2014,693,58,18.46197,1,No,F,433031.4,106491.2,In
21,1959,694,NA,3,0,No,F,433031,106495,In
21,1959,695,NA,6.25,NA,No,F,433030.7,106502.8,In
21,1964,695,NA,6,1,No,F,433030.7,106502.8,In
21,1984,695,56,17.8,1,No,F,433030.7,106502.8,In
21,1959,696,NA,26,1,No,F,433030.7,106496.3,In
21,1964,696,NA,25,1,No,F,433030.7,106496.3,In
21,1984,696,91,29,1,No,F,433030.7,106496.3,In
21,1988,696,93.4,29.7,1,No,F,433030.7,106496.3,In
21,1996,696,102,32.5,1,No,F,433030.7,106496.3,In
21,2014,696,117,37.24226,1,No,F,433030.7,106496.3,In
21,1959,697,NA,6,1,No,I,433030.4,106505.4,In
21,1964,697,NA,9,1,No,I,433030.4,106505.4,In
21,1984,697,32,10.2,1,No,I,433030.4,106505.4,In
21,1988,697,33.8,10.8,1,No,I,433030.4,106505.4,In
21,1996,697,39,12.4,1,No,I,433030.4,106505.4,In
21,2014,697,33,10.50423,0,Yes,I,433030.4,106505.4,In
21,1959,698,NA,120,NA,No,Q,433030.4,106504.5,In
21,1964,698,NA,120,1,No,Q,433030.4,106504.5,In
21,1984,698,364,115.9,1,No,Q,433030.4,106504.5,In
21,1988,698,359,114.3,1,No,Q,433030.4,106504.5,In
21,1996,698,365,116.2,1,No,Q,433030.4,106504.5,In
21,2014,698,374.5,119.2071,1,No,Q,433030.4,106504.5,In
21,1959,700,NA,4.25,1,No,I,433029.8,106504,In
21,1964,700,NA,5,NA,No,I,433029.8,106504,In
21,1984,700,17,5.4,1,No,I,433029.8,106504,In
21,1988,700,17.7,5.6,1,No,I,433029.8,106504,In
21,1996,700,17,5.4,NA,No,I,433029.8,106504,In
21,1959,701,NA,12,NA,No,F,433029.3,106489.8,In
21,1964,701,NA,12,0,No,F,433029.3,106489.8,In
21,1959,702,NA,9.5,1,No,F,433028.2,106488.5,In
21,1964,702,NA,9.5,1,No,F,433028.2,106488.5,In
21,1984,702,31,9.9,1,No,F,433028.2,106488.5,In
21,1988,702,31.9,10.2,1,No,F,433028.2,106488.5,In
21,1996,702,38,12.1,1,No,F,433028.2,106488.5,In
21,2014,702,47.5,15.11972,1,No,F,433028.2,106488.5,In
21,1959,703,NA,17,1,No,F,433027.7,106501.3,In
21,1964,703,NA,16,1,No,F,433027.7,106501.3,In
21,1984,703,57,18.1,1,No,F,433027.7,106501.3,In
21,1988,703,56.1,17.9,1,No,F,433027.7,106501.3,In
21,1996,703,62,19.7,1,No,F,433027.7,106501.3,In
21,2014,703,69,21.96338,1,No,F,433027.7,106501.3,In
21,1959,704,NA,32.5,1,No,F,433026.6,106493.5,In
21,1964,704,NA,33,1,No,F,433026.6,106493.5,In
21,1984,704,144,45.8,1,No,F,433026.6,106493.5,In
21,1988,704,151.2,48.1,1,No,F,433026.6,106493.5,In
21,1996,704,160,50.9,1,No,F,433026.6,106493.5,In
21,2014,704,172,54.7493,1,No,F,433026.6,106493.5,In
21,1959,705,NA,8,NA,No,F,433025.8,106488.6,In
21,1959,706,NA,17,1,No,F,433025.2,106502.4,In
21,1964,706,NA,17,1,No,F,433025.2,106502.4,In
21,1984,706,49,15.6,0,No,F,433025.2,106502.4,In
21,1959,707,NA,16.75,1,No,F,433025.2,106486.6,In
21,1964,707,NA,17,1,No,F,433025.2,106486.6,In
21,1984,707,55,17.5,0,No,F,433025.2,106486.6,In
21,1959,708,NA,11,NA,No,I,433025,106502.8,In
21,1964,708,NA,11,1,No,I,433025,106502.8,In
21,1984,708,32,10.2,1,No,I,433025,106502.8,In
21,1988,708,38.9,12.4,1,No,I,433025,106502.8,In
21,1996,708,35,11.1,NA,No,I,433025,106502.8,In
21,1959,709,NA,8,1,No,I,433025,106500.3,In
21,1964,709,NA,8,0,No,I,433025,106500.3,In
21,1959,710,NA,20,NA,No,F,433024.8,106505.5,In
21,1964,710,NA,20,1,No,F,433024.8,106505.5,In
21,1984,710,64,20.4,1,No,F,433024.8,106505.5,In
21,1988,710,64.9,20.7,1,No,F,433024.8,106505.5,In
21,1996,710,72,22.9,1,No,F,433024.8,106505.5,In
21,2014,710,81.5,25.94226,1,No,F,433024.8,106505.5,In
21,1959,711,NA,23,NA,No,I,433024.3,106496.8,In
21,1964,711,NA,23,1,No,I,433024.3,106496.8,In
21,1984,711,72,22.9,1,No,I,433024.3,106496.8,In
21,1988,711,71,22.6,1,No,I,433024.3,106496.8,In
21,1996,711,78,24.8,1,No,I,433024.3,106496.8,In
21,2014,711,78,24.82817,0,Yes,I,433024.3,106496.8,In
21,1959,712,NA,50,NA,No,Q,433024.1,106502.8,In
21,1964,712,NA,48,1,No,Q,433024.1,106502.8,In
21,1984,712,150,47.7,1,No,Q,433024.1,106502.8,In
21,1988,712,153.9,49,1,No,Q,433024.1,106502.8,In
21,1996,712,155,49.3,0,No,Q,433024.1,106502.8,In
21,1959,713,NA,6,NA,No,I,433023.8,106504.6,In
21,1964,713,NA,4.5,0,No,I,433023.8,106504.6,In
21,1959,714,NA,10.5,NA,No,F,433021.5,106495.8,In
21,1964,714,NA,11,1,No,F,433021.5,106495.8,In
21,1984,714,36,11.5,1,No,F,433021.5,106495.8,In
21,1988,714,36.4,11.6,1,No,F,433021.5,106495.8,In
21,1996,714,39,12.4,1,No,F,433021.5,106495.8,In
21,2014,714,40,12.7324,1,No,F,433021.5,106495.8,In
21,1959,715,NA,9,NA,No,F,433020.8,106501.6,In
21,1964,715,NA,9,0,No,F,433020.8,106501.6,In
21,1959,716,NA,11,1,No,F,433020.7,106502.3,In
21,1964,716,NA,10.5,1,No,F,433020.7,106502.3,In
21,1984,716,48,15.3,1,No,F,433020.7,106502.3,In
21,1988,716,50.2,16,1,No,F,433020.7,106502.3,In
21,1996,716,57,18.1,1,No,F,433020.7,106502.3,In
21,2014,716,61,19.4169,1,No,F,433020.7,106502.3,In
21,1959,717,NA,33,1,No,F,433020.7,106501.8,In
21,1964,717,NA,34,1,No,F,433020.7,106501.8,In
21,1984,717,132,42,1,No,F,433020.7,106501.8,In
21,1988,717,134,42.7,1,No,F,433020.7,106501.8,In
21,1996,717,145,46.2,1,No,F,433020.7,106501.8,In
21,2014,717,166,52.83944,1,No,F,433021.3,106501.8,In
21,1959,718,NA,109.5,1,No,Q,433020.7,106494.3,In
21,1964,718,NA,110,1,No,Q,433020.7,106494.3,In
21,1984,718,328,104.4,1,No,Q,433020.7,106494.3,In
21,1988,718,323.1,102.8,1,No,Q,433020.7,106494.3,In
21,1996,718,329,104.7,1,No,Q,433020.7,106494.3,In
21,2014,718,331,105.3606,1,No,Q,433021.4,106494.9,In
21,1959,719,NA,5,0,No,F,433020.7,106493,In
21,1959,720,NA,30,1,No,F,433020.4,106499,In
21,1964,720,NA,32,1,No,F,433020.4,106499,In
21,1984,720,130,41.4,1,No,F,433020.4,106499,In
21,1988,720,134.5,42.8,1,No,F,433020.4,106499,In
21,1996,720,145,46.2,1,No,F,433020.4,106499,In
21,2014,720,163.5,52.04367,1,No,F,433020.4,106499,In
21,1959,721,NA,6.5,NA,No,F,433020.4,106493.6,In
21,1959,722,NA,7,NA,No,I,433020.2,106493.7,In
21,1964,722,NA,7,1,No,I,433020.2,106493.7,In
21,1984,722,32,10.2,1,No,I,433020.2,106493.7,In
21,1988,722,30.5,9.7,1,No,I,433020.2,106493.7,In
21,1996,722,37,11.8,1,No,I,433020.2,106493.7,In
21,2014,722,51,16.2338,1,No,I,433020.2,106493.7,In
21,1959,723,NA,5,1,No,I,433020.2,106493.7,In
21,1964,723,NA,5,1,No,I,433020.2,106493.7,In
21,1984,723,NA,6,1,No,I,433020.2,106493.7,In
21,1988,723,21.9,7,1,No,I,433020.2,106493.7,In
21,1996,723,26,8.3,1,No,I,433020.2,106493.7,In
21,2014,723,35.5,11.3,1,No,I,433020.2,106493.7,In
21,1984,724,NA,4,1,No,I,433020.2,106493.7,In
21,1988,724,12.6,4,1,No,I,433020.2,106493.7,In
21,1996,724,16,5.1,1,No,I,433020.2,106493.7,In
21,2014,724,26,8.276057,1,No,I,433020.2,106493.7,In
21,1959,725,NA,9,NA,No,I,433020,106501.5,In
21,1964,725,NA,10,1,No,I,433020,106501.5,In
21,1984,725,NA,9,1,No,I,433020,106501.5,In
21,1988,725,27.3,8.7,1,No,I,433020,106501.5,In
21,1996,725,29,9.2,1,No,I,433020,106501.5,In
21,2014,725,30,9.549297,1,No,I,433020,106501.5,In
21,1959,727,NA,13,NA,No,I,433019.6,106501.2,In
21,1964,727,NA,13,1,No,I,433019.6,106501.2,In
21,1984,727,43,13.7,1,No,I,433019.6,106501.2,In
21,1988,727,41.3,13.1,1,No,I,433019.6,106501.2,In
21,1996,727,41,13.1,1,No,I,433019.6,106501.2,In
21,2014,727,42.5,13.52817,1,No,I,433020,106501.5,In
21,1959,728,NA,10,1,No,I,433019.6,106501.2,In
21,1964,728,NA,10.5,1,No,I,433019.6,106501.2,In
21,1984,728,NA,11,1,No,I,433019.6,106501.2,In
21,1988,728,35,11.1,1,No,I,433019.6,106501.2,In
21,1996,728,35,11.1,1,No,I,433019.6,106501.2,In
21,2014,728,36.5,11.61831,1,No,I,433020,106501.5,In
21,1959,729,NA,7,NA,No,I,433019.5,106500.8,In
21,1964,729,NA,6,0,No,I,433019.5,106500.8,In
21,1959,730,NA,14,NA,No,F,433019.4,106499,In
21,1964,730,NA,14,1,No,F,433019.4,106499,In
21,1984,730,48,15.3,1,No,F,433019.4,106499,In
21,1988,730,47.6,15.2,1,No,F,433019.4,106499,In
21,1996,730,49,15.6,1,No,F,433019.4,106499,In
21,2014,730,47.5,15.11972,0,Yes,F,433019.4,106499,In
22,1959,733,NA,3,NA,No,I,433033.8,106477.7,In
22,1964,733,NA,3,1,No,I,433033.8,106477.7,In
22,1984,733,28,8.9,1,No,I,433033.8,106477.7,In
22,1959,734,NA,31,NA,No,I,433033.7,106468,In
22,1964,734,NA,32,1,No,I,433033.7,106468,In
22,1984,734,NA,31,1,No,I,433033.7,106468,In
22,1988,734,98.7,31.4,1,No,I,433033.7,106468,In
22,1996,734,97,30.9,1,No,I,433033.7,106468,In
22,2014,734,94,29.92113,1,No,I,433033.7,106468,In
22,1959,735,NA,14,NA,No,F,433033.3,106468.8,In
22,1964,735,NA,15,1,No,F,433033.3,106468.8,In
22,1959,736,NA,7,NA,Yes,I,433032.5,106476.2,In
22,1964,736,NA,6.5,1,No,I,433032.5,106476.2,In
22,1984,736,23,7.3,1,No,I,433032.5,106476.2,In
22,1988,736,NA,10,NA,No,I,433032.5,106476.2,In
22,1996,736,32,10.2,NA,No,I,433032.5,106476.2,In
22,1959,737,NA,12,NA,No,F,433032.2,106476.5,In
22,1964,737,NA,12,1,No,F,433032.2,106476.5,In
22,1984,737,75,23.9,1,No,F,433032.2,106476.5,In
22,1959,738,NA,11,NA,No,F,433031,106475.8,In
22,1964,738,NA,11,0,No,F,433031,106475.8,In
22,1959,739,NA,10,NA,No,I,433030.7,106475.3,In
22,1964,739,NA,11,1,No,I,433030.7,106475.3,In
22,1959,740,NA,9,1,No,I,433030,106482,In
22,1964,740,NA,9,1,No,I,433030,106482,In
22,1984,740,35,11.1,1,No,I,433030,106482,In
22,1988,740,38.2,12.2,1,No,I,433030,106482,In
22,1996,740,39,12.4,NA,No,I,433030,106482,In
22,2014,740,15,4.774648,0,Yes,I,433030,106482,In
22,1959,741,NA,17,1,No,F,433029.9,106473.2,In
22,1964,741,NA,18,1,No,F,433029.9,106473.2,In
22,1984,741,NA,18,1,No,F,433029.9,106473.2,In
22,1988,741,56.2,17.9,1,No,F,433029.9,106473.2,In
22,1959,742,NA,34,NA,No,F,433029.5,106473,In
22,1964,742,NA,42,1,No,F,433029.5,106473,In
22,1984,742,175,55.7,1,No,F,433029.5,106473,In
22,1988,742,178,56.7,1,No,F,433029.5,106473,In
22,1959,743,NA,7,NA,No,I,433029.2,106472.7,In
22,1964,743,NA,6,1,No,I,433029.2,106472.7,In
22,1984,743,NA,7,1,No,I,433029.2,106472.7,In
22,1988,743,22.8,7.3,1,No,I,433029.2,106472.7,In
22,1996,743,25,8,1,No,I,433029.2,106472.7,In
22,2014,743,11,3.501409,0,No,I,433029.2,106472.7,In
22,1959,744,NA,4,NA,No,I,433029.2,106472.7,In
22,1959,745,NA,27,NA,No,F,433028.8,106478.5,In
22,1964,745,NA,28,1,No,F,433028.8,106478.5,In
22,1984,745,111,35.3,1,No,F,433028.8,106478.5,In
22,1988,745,112.6,35.8,1,No,F,433028.8,106478.5,In
22,1996,745,123,39.2,1,No,F,433028.8,106478.5,In
22,2014,745,156.5,49.8155,1,No,F,433028.8,106478.5,In
22,1959,746,NA,4,NA,No,F,433028.2,106476.2,In
22,1959,747,NA,9,1,No,I,433027.6,106478.8,In
22,1964,747,NA,10,1,No,I,433027.6,106478.8,In
22,1984,747,32,10.2,1,No,I,433027.6,106478.8,In
22,1988,747,43,13.7,1,No,I,433027.6,106478.8,In
22,1996,747,34,10.8,NA,No,I,433027.6,106478.8,In
22,1959,749,NA,17,NA,No,F,433026.3,106470.5,In
22,1964,749,NA,16,0,No,F,433026.3,106470.5,In
22,1959,751,NA,89,NA,No,Q,433025.5,106468,In
22,1964,751,NA,93,1,No,Q,433025.5,106468,In
22,1959,752,NA,9,NA,No,F,433024.8,106480.4,In
22,1964,752,NA,8.5,0,No,F,433024.8,106480.4,In
22,1959,753,NA,8,NA,No,F,433023,106475.3,In
22,1964,753,NA,8,0,No,F,433023,106475.3,In
22,1959,754,NA,6,NA,No,I,433023,106473.4,In
22,1964,754,NA,7,1,No,I,433023,106473.4,In
22,1984,754,26,8.3,1,No,I,433023,106473.4,In
22,1988,754,33.4,10.6,1,No,I,433023,106473.4,In
22,1959,755,NA,20,1,No,F,433022.4,106470.2,In
22,1964,755,NA,21,1,No,F,433022.4,106470.2,In
22,1984,755,91,29,1,No,F,433022.4,106470.2,In
22,1988,755,91.7,29.2,1,No,F,433022.4,106470.2,In
22,1996,755,99,31.5,1,No,F,433022.4,106470.2,In
22,2014,755,111.5,35.49155,1,No,F,433022.4,106470.2,In
22,1959,756,NA,13,1,No,F,433022.4,106466.5,In
22,1964,756,NA,13,0,No,F,433022.4,106466.5,In
22,1959,757,NA,23,NA,No,F,433022.3,106467.5,In
22,1964,757,NA,24,1,No,F,433022.3,106467.5,In
22,1959,758,NA,13,NA,No,F,433022.2,106479.6,In
22,1964,758,NA,13,1,No,F,433022.2,106479.6,In
22,1959,759,NA,2,NA,No,F,433021.9,106485.6,In
22,1964,759,NA,2,1,No,F,433021.9,106485.6,In
22,1984,759,8,2.5,1,No,F,433021.9,106485.6,In
22,1988,759,NA,3,1,No,F,433021.9,106485.6,In
22,1996,759,13,4.1,1,No,F,433021.9,106485.6,In
22,2014,759,19,6.047888,1,No,F,433021.9,106485.6,In
22,1959,760,NA,15,NA,No,F,433021.5,106472,In
22,1964,760,NA,15,0,No,F,433021.5,106472,In
22,1959,761,NA,14,NA,No,F,433020.9,106472.2,In
22,1964,761,NA,13.5,0,No,F,433020.9,106472.2,In
22,1959,762,NA,17,NA,No,F,433020.5,106472,In
22,1964,762,NA,16,1,No,F,433020.5,106472,In
22,1959,763,NA,14,NA,No,I,433020,106474.4,In
22,1964,763,NA,14,1,No,I,433020,106474.4,In
22,1984,763,52,16.6,1,No,I,433020,106474.4,In
22,1988,763,53,16.9,1,No,I,433020,106474.4,In
22,1996,763,53,16.9,NA,No,I,433020,106474.4,In
22,1959,764,NA,24,1,No,F,433019.8,106485.2,In
22,1964,764,NA,24,1,No,F,433019.8,106485.2,In
22,1984,764,86,27.4,1,No,F,433019.8,106485.2,In
22,1988,764,84.7,27,1,No,F,433019.8,106485.2,In
22,1996,764,86,27.4,1,No,F,433019.8,106485.2,In
22,2014,764,95,30.23944,1,No,F,433019.8,106485.2,In
22,1959,765,NA,58,NA,No,F,433019.8,106482.4,In
22,1964,765,NA,61,1,No,F,433019.8,106482.4,In
22,1984,765,NA,73,1,No,F,433019.8,106482.4,In
22,1988,765,238,75.8,1,No,F,433019.8,106482.4,In
22,1996,765,245,78,1,No,F,433019.8,106482.4,In
22,2014,765,262,83.39719,1,No,F,433019.8,106482.4,In
22,1959,766,NA,12,1,No,I,433018.8,106470.3,In
22,1964,766,NA,12,1,No,I,433018.8,106470.3,In
22,1959,767,NA,7,NA,No,I,433018.8,106469.8,In
22,1964,767,NA,7,1,No,I,433018.8,106469.8,In
22,1959,768,NA,22,NA,Yes,F,433018.7,106483.5,In
22,1964,768,NA,22,1,No,F,433018.7,106483.5,In
22,1984,768,NA,22,1,No,F,433018.7,106483.5,In
22,1988,768,69.9,22.2,1,No,F,433018.7,106483.5,In
22,1996,768,72,22.9,0,No,F,433018.7,106483.5,In
22,2014,768,73,23.23662,0,Yes,F,433018.7,106483.5,In
22,1959,769,NA,31,NA,No,F,433017.8,106483.5,In
22,1964,769,NA,31,1,No,F,433017.8,106483.5,In
22,1984,769,92,29.3,1,No,F,433017.8,106483.5,In
22,1988,769,114.4,36.4,1,No,F,433017.8,106483.5,In
22,1996,769,119,37.9,1,No,F,433017.8,106483.5,In
22,2014,769,127,40.42536,1,No,F,433017.8,106483.5,In
22,1959,770,NA,12,NA,No,I,433017.2,106474.3,In
22,1959,771,NA,5,NA,No,I,433017.2,106474.3,In
