"ID2","Year","DBH","BA","Dead","Dead2","GR","BAGR","relGR","relBAGR","DBH2","BA2","relSize","SL"
386,2014,34.05916,0.0911084718777858,1,0,0.875000000000004,4.58379075000003,0.259643916913948,0.00535927456382005,33.7,0.0891970926,0.141781884876302,18
387,1964,8,0.00502656,0,0,NA,NA,NA,NA,NA,NA,NA,NA
387,1984,16,0.02010624,0,0,NA,NA,NA,NA,8,0.00502656,0.00853049710131806,20
387,1988,15.9,0.0198556974,0,0,4,7.53984,2.5,0.15,16,0.02010624,0.0393462267145721,4
387,1996,19.7,0.0304805886,0,0,-0.249999999999999,-0.626356500000001,-0.157232704402515,-0.00311523437500001,15.9,0.0198556974,0.0322754466931053,12
387,2014,28.32958,0.0630334631877665,0,0,4.75,13.281114,2.41116751269035,0.0668881768917369,19.7,0.0304805886,0.0513938069521826,18
388,1964,8,0.00502656,0,0,NA,NA,NA,NA,NA,NA,NA,NA
388,1984,NA,NA,NA,1,NA,NA,NA,NA,8,0.00502656,0.00853049710131806,20
388,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
388,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
388,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
389,1964,13,0.01327326,0,0,NA,NA,NA,NA,NA,NA,NA,NA
389,1984,14,0.01539384,0,0,NA,NA,NA,NA,13,0.01327326,0.0329789393057643,20
389,1988,14.5,0.016513035,0,0,0.5,1.06029,0.357142857142857,0.00798816568047337,14,0.01539384,0.0279080805462376,4
389,1996,16.6,0.0216424824,0,0,1.25,2.7979875,0.862068965517241,0.0181760204081633,14.5,0.016513035,0.0253872586009675,12
389,2014,18.46197,0.0267699141715019,0,0,2.625,6.41180925000001,1.58132530120482,0.0388287752675387,16.6,0.0216424824,0.0341165448242494,18
390,1964,44,0.15205344,0,0,NA,NA,NA,NA,NA,NA,NA,NA
390,1984,50,0.19635,0,0,NA,NA,NA,NA,44,0.15205344,0.24495320142669,20
390,1988,51.4,0.2074995384,0,0,3,22.14828,0.6,0.0145661157024793,50,0.19635,0.27042919396795,4
390,1996,53.8,0.2273293176,0,0,3.5,27.8738460000001,0.680933852140077,0.014196,51.4,0.2074995384,0.277767987989087,12
390,2014,60.79719,0.29030726941632,0,0,3,24.7872239999999,0.557620817843866,0.0119456766945752,53.8,0.2273293176,0.316088787066262,18
391,1964,28,0.06157536,0,0,NA,NA,NA,NA,NA,NA,NA,NA
391,1984,33,0.08553006,0,0,NA,NA,NA,NA,28,0.06157536,0.127085576269438,20
391,1988,34.7,0.0945692286,0,0,2.5,11.97735,0.757575757575758,0.0194515306122449,33,0.08553006,0.130566162957283,4
391,1996,36.9,0.1069408494,0,0,4.25000000000001,22.5979215,1.22478386167147,0.026421028466483,34.7,0.0945692286,0.128505834106159,12
391,2014,43.29014,0.147186804814587,0,0,2.74999999999999,15.464526,0.745257452574524,0.0163525982277072,36.9,0.1069408494,0.152770526269868,18
392,1964,30,0.070686,0,0,NA,NA,NA,NA,NA,NA,NA,NA
392,1984,33,0.08553006,0,0,NA,NA,NA,NA,30,0.070686,0.139658031170326,20
392,1988,NA,NA,NA,1,1.5,7.42203,0.454545454545455,0.0105,33,0.08553006,0.130566162957283,4
392,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
392,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
393,1964,9,0.00636174,1,1,NA,NA,NA,NA,NA,NA,NA,NA
393,1984,NA,NA,NA,NA,NA,NA,NA,NA,9,0.00636174,0.0119476100876367,20
393,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
393,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
393,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
394,1964,18.5,0.026880315,0,0,NA,NA,NA,NA,NA,NA,NA,NA
394,1984,20,0.031416,0,0,NA,NA,NA,NA,18.5,0.026880315,0.0712229063981563,20
394,1988,21,0.03463614,NA,1,0.75,2.2678425,0.375,0.00843681519357195,20,0.031416,0.0567392162776545,4
394,1996,21.3,0.0356328126,NA,NA,2.5,8.05035000000001,1.19047619047619,0.025625,21,0.03463614,0.0543851082413259,12
394,2014,24.19155,0.0459640499187523,NA,NA,0.375000000000001,1.24584075000001,0.176056338028169,0.00359693877551022,21.3,0.0356328126,0.0587901710977034,18
395,1964,5,0.0019635,0,0,NA,NA,NA,NA,NA,NA,NA,NA
395,1984,7,0.00384846,0,0,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20
395,1988,7.3,0.0041853966,0,0,1,0.94248,1.42857142857143,0.048,7,0.00384846,0.00283079498314511,4
395,1996,9.9,0.0076977054,0,0,0.75,0.8423415,1.02739726027397,0.0218877551020408,7.3,0.0041853966,0.00342134964147333,12
395,2014,14.00563,0.0154062235350745,0,0,3.25,4.390386,3.28282828282828,0.104897729405142,9.9,0.0076977054,0.00813930477582831,18
396,1964,31,0.07547694,0,0,NA,NA,NA,NA,NA,NA,NA,NA
396,1984,43,0.14522046,0,0,NA,NA,NA,NA,31,0.07547694,0.145513420525678,20
396,1988,44.9,0.1583374254,0,0,6,34.87176,1.3953488372093,0.0462018730489074,43,0.14522046,0.210838298508292,4
396,1996,NA,NA,NA,1,4.75,32.7924135,1.05790645879733,0.0225811249323959,44.9,0.1583374254,0.212916719800327,12
396,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
397,1964,4,0.00125664,0,0,NA,NA,NA,NA,NA,NA,NA,NA
397,1984,NA,NA,NA,1,NA,NA,NA,NA,4,0.00125664,0.000572342494257787,20
397,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
397,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
397,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
398,1964,21,0.03463614,0,0,NA,NA,NA,NA,NA,NA,NA,NA
398,1984,24,0.04523904,0,0,NA,NA,NA,NA,21,0.03463614,0.0849308140426656,20
398,1988,25.7,0.0518748846,0,0,1.5,5.30145,0.625,0.0153061224489796,24,0.04523904,0.0785107419209423,4
398,1996,30.2,0.0716316216,0,0,4.25,16.5896115,1.65369649805447,0.0366710069444445,25.7,0.0518748846,0.0762293910326769,12
398,2014,35.96902,0.101612727197182,0,0,5.625,24.69592125,1.86258278145695,0.0476067010855577,30.2,0.0716316216,0.112254967767874,18
399,1964,36,0.10178784,1,1,NA,NA,NA,NA,NA,NA,NA,NA
399,1984,NA,NA,NA,NA,NA,NA,NA,NA,36,0.10178784,0.181062422447118,20
399,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
399,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
399,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
400,1964,14,0.01539384,0,0,NA,NA,NA,NA,NA,NA,NA,NA
400,1984,NA,NA,NA,1,NA,NA,NA,NA,14,0.01539384,0.0427499342809936,20
400,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
400,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
400,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
401,1964,9,0.00636174,0,0,NA,NA,NA,NA,NA,NA,NA,NA
401,1984,8,0.00502656,0,0,NA,NA,NA,NA,9,0.00636174,0.0119476100876367,20
401,1988,8,0.00502656,0,0,-0.5,-0.66759,-0.625,-0.0104938271604938,8,0.00502656,0.00462578816190863,4
401,1996,8.6,0.0058088184,0,0,0,0,0,0,8,0.00502656,0.00455717832683223,12
401,2014,NA,NA,NA,1,0.75,0.977822999999999,0.872093023255813,0.019453125,8.6,0.0058088184,0.00555480409837635,18
402,1964,126,1.24690104,0,0,NA,NA,NA,NA,NA,NA,NA,NA
402,1984,125.4,1.2350540664,0,0,NA,NA,NA,NA,126,1.24690104,0.944996066577767,20
402,1988,126.8,1.2627849696,0,0,-0.299999999999997,-5.92348679999988,-0.0239234449760763,-0.000475056689342394,125.4,1.2350540664,0.957216552655939,4
402,1996,128.6,1.2988913784,0,0,3.49999999999998,69.3272579999993,0.276025236593058,0.00561329741636963,126.8,1.2627849696,0.953373685355696,12
402,2014,131.9394,1.36722473409115,0,0,2.25,45.1330110000001,0.174961119751166,0.00357408522325827,128.6,1.2988913784,0.949169812097524,18
403,1964,23,0.04154766,0,0,NA,NA,NA,NA,NA,NA,NA,NA
403,1984,23.9,0.0448628334,1,0,NA,NA,NA,NA,23,0.04154766,0.0977908128797267,20
403,1988,NA,NA,NA,NA,0.449999999999999,1.6575867,0.188284518828452,0.00398960302457466,23.9,0.0448628334,0.0756827854065476,4
403,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
403,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
404,1964,7,0.00384846,0,0,NA,NA,NA,NA,NA,NA,NA,NA
404,1984,6,0.00282744,0,0,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20
404,1988,6,0.00282744,1,0,-0.5,-0.51051,-0.833333333333333,-0.013265306122449,6,0.00282744,0.00184684474163432,4
404,1996,NA,NA,NA,NA,0,0,0,0,6,0.00282744,0.00188629464098266,12
404,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
405,1964,17,0.02269806,0,0,NA,NA,NA,NA,NA,NA,NA,NA
405,1984,17.5,0.024052875,0,0,NA,NA,NA,NA,17,0.02269806,0.0623437543782302,20
405,1988,17.5,0.024052875,1,0,0.25,0.677407499999999,0.142857142857143,0.00298442906574394,17.5,0.024052875,0.0462258333265672,4
405,1996,17.5,0.024052875,1,0,0,0,0,0,17.5,0.024052875,0.0394575704536779,12
405,2014,NA,NA,NA,NA,0,0,0,0,17.5,0.024052875,0.0380738741930656,18
406,1964,10,0.007854,0,0,NA,NA,NA,NA,NA,NA,NA,NA
406,1984,9.9,0.0076977054,0,0,NA,NA,NA,NA,10,0.007854,0.0169751667189557,20
406,1988,NA,NA,NA,1,-0.0499999999999998,-0.0781472999999994,-0.0505050505050503,-0.000994999999999993,9.9,0.0076977054,0.0107318872853301,4
406,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
406,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
407,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20
407,1988,3.3,0.0008553006,0,2,NA,NA,NA,NA,NA,NA,0,4
407,1996,5.4,0.0022902264,0,0,NA,NA,NA,NA,3.3,0.0008553006,0.000164055308238066,12
407,2014,NA,NA,NA,1,2.625,1.79365725,4.86111111111111,0.209710743801653,5.4,0.0022902264,0.000994090579118481,18
408,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20
408,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
408,1996,3.8,0.0011341176,0,2,NA,NA,NA,NA,NA,NA,0,12
408,2014,NA,NA,NA,1,NA,NA,NA,NA,3.8,0.0011341176,0.000218634175544192,18
409,1964,7,0.00384846,0,0,NA,NA,NA,NA,NA,NA,NA,NA
409,1984,8,0.00502656,0,0,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20
409,1988,9.3,0.0067929246,0,0,0.5,0.58905,0.625,0.0153061224489796,8,0.00502656,0.00462578816190863,4
409,1996,10.8,0.0091609056,0,0,3.25,4.4159115,3.49462365591398,0.0878515625,9.3,0.0067929246,0.00774305445175544,12
409,2014,14.96056,0.0175786936420381,0,0,1.875,2.95997625,1.73611111111111,0.0435744016649324,10.8,0.0091609056,0.0107236299918511,18
410,1964,19,0.02835294,0,0,NA,NA,NA,NA,NA,NA,NA,NA
410,1984,18.1,0.0257304894,0,0,NA,NA,NA,NA,19,0.02835294,0.0723315856315819,20
410,1988,17.3,0.0235062366,0,0,-0.449999999999999,-1.3112253,-0.248618784530386,-0.00462465373961218,18.1,0.0257304894,0.0490669260102952,4
410,1996,NA,NA,NA,1,-2,-5.56063200000001,-1.15606936416185,-0.0216110619333964,17.3,0.0235062366,0.0384198499714595,12
410,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
411,1964,7,0.00384846,1,1,NA,NA,NA,NA,NA,NA,NA,NA
411,1984,NA,NA,NA,NA,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20
411,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
411,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
411,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
412,1964,15,0.0176715,0,0,NA,NA,NA,NA,NA,NA,NA,NA
412,1984,NA,NA,NA,1,NA,NA,NA,NA,15,0.0176715,0.0462650710324063,20
412,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
412,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
412,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
413,1964,5,0.0019635,1,1,NA,NA,NA,NA,NA,NA,NA,NA
413,1984,NA,NA,NA,NA,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20
413,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
413,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
413,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
414,1964,9,0.00636174,0,0,NA,NA,NA,NA,NA,NA,NA,NA
414,1984,8.6,0.0058088184,0,0,NA,NA,NA,NA,9,0.00636174,0.0119476100876367,20
414,1988,NA,NA,NA,1,-0.2,-0.2764608,-0.232558139534884,-0.00434567901234568,8.6,0.0058088184,0.00635349147828971,4
414,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
414,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
415,1964,23,0.04154766,0,0,NA,NA,NA,NA,NA,NA,NA,NA
415,1984,24.5,0.047143635,0,0,NA,NA,NA,NA,23,0.04154766,0.0977908128797267,20
415,1988,25.3,0.0502726686,0,0,0.75,2.7979875,0.306122448979592,0.00673440453686201,24.5,0.047143635,0.0809109973039168,4
415,1996,27.4,0.0589646904,0,0,2,7.82258400000001,0.790513833992096,0.0165930862140775,25.3,0.0502726686,0.0751229144271229,12
415,2014,29.28451,0.0673545315873355,0,0,2.625,10.86502725,0.958029197080291,0.0216121951600556,27.4,0.0589646904,0.0888913365245211,18
416,1964,5.5,0.002375835,0,0,NA,NA,NA,NA,NA,NA,NA,NA
416,1984,6.7,0.0035256606,0,0,NA,NA,NA,NA,5.5,0.002375835,0.00292818463453187,20
416,1988,6.5,0.003318315,NA,1,0.6,0.5749128,0.895522388059702,0.024198347107438,6.7,0.0035256606,0.00271967388238428,4
416,1996,6.4,0.0032169984,NA,NA,-0.5,-0.518364,-0.76923076923077,-0.0147026063711294,6.5,0.003318315,0.00246229895618784,12
416,2014,NA,NA,NA,NA,-0.125,-0.126645749999999,-0.195312499999999,-0.00381656804733726,6.4,0.0032169984,0.00198313895085166,18
417,1964,15.5,0.018869235,0,0,NA,NA,NA,NA,NA,NA,NA,NA
417,1984,15,0.0176715,1,0,NA,NA,NA,NA,15.5,0.018869235,0.054464762221913,20
417,1988,NA,NA,NA,NA,-0.25,-0.598867500000001,-0.166666666666667,-0.00317377731529657,15,0.0176715,0.0319422790118406,4
417,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
417,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
418,1964,17,0.02269806,0,0,NA,NA,NA,NA,NA,NA,NA,NA
418,1984,NA,NA,NA,1,NA,NA,NA,NA,17,0.02269806,0.0623437543782302,20
418,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
418,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
418,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
419,1964,15,0.0176715,1,1,NA,NA,NA,NA,NA,NA,NA,NA
419,1984,NA,NA,NA,NA,NA,NA,NA,NA,15,0.0176715,0.0462650710324063,20
419,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
419,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
419,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
420,1964,55,0.2375835,0,0,NA,NA,NA,NA,NA,NA,NA,NA
420,1984,58.3,0.2669488206,0,0,NA,NA,NA,NA,55,0.2375835,0.340002402003365,20
420,1988,58.2,0.2660338296,0,0,1.65,14.6826603,0.283018867924528,0.00618000000000001,58.3,0.2669488206,0.359861208449686,4
420,1996,58.3,0.2669488206,0,0,-0.249999999999986,-2.28747749999994,-0.0429553264604787,-0.000856897398856663,58.2,0.2660338296,0.361364984417382,12
420,2014,58.72817,0.270884299114651,0,0,0.124999999999993,1.14373874999997,0.0214408233276146,0.000429922296619065,58.3,0.2669488206,0.382020330678857,18
421,1964,7,0.00384846,0,0,NA,NA,NA,NA,NA,NA,NA,NA
421,1984,12.1,0.0114990414,0,0,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20
421,1988,13.7,0.0147411726,0,0,2.55,3.8252907,2.10743801652893,0.0993979591836735,12.1,0.0114990414,0.0193847694896031,4
421,1996,13.1,0.0134782494,NA,1,4,8.10532799999999,2.91970802919708,0.0704869885936752,13.7,0.0147411726,0.022838407310514,12
421,2014,14.32394,0.0161144646944875,NA,NA,-0.75,-1.578654,-0.572519083969465,-0.0107091480632958,13.1,0.0134782494,0.0174940955151255,18
422,1964,43,0.14522046,1,1,NA,NA,NA,NA,NA,NA,NA,NA
422,1984,38.8,0.1182372576,1,0,NA,NA,NA,NA,43,0.14522046,0.234471364086859,20
422,1988,38,0.11341176,1,0,-2.1,-13.4916012,-0.541237113402062,-0.00929042725797729,38.8,0.1182372576,0.171020968494779,4
422,1996,37.9,0.1128156414,1,0,-1.99999999999999,-12.063744,-0.526315789473682,-0.010202997130407,38,0.11341176,0.151013529217152,12
422,2014,NA,NA,NA,NA,-0.125000000000002,-0.745148250000001,-0.0329815303430084,-0.000657029085872577,37.9,0.1128156414,0.157917059327028,18
423,1964,82,0.52810296,0,0,NA,NA,NA,NA,NA,NA,NA,NA
423,1984,95.5,0.716304435,0,0,NA,NA,NA,NA,82,0.52810296,0.640463787491215,20
423,1988,85,0.5674515,1,0,6.75,94.1007375,0.706806282722513,0.0178186347412255,95.5,0.716304435,0.732150503798498,4
423,1996,75.4,0.4465124664,1,0,-26.25,-372.1323375,-3.08823529411765,-0.0519517008853924,85,0.5674515,0.677119066746301,12
423,2014,64.99888,0.331820064674521,1,0,-12,-151.173792,-1.59151193633952,-0.026640830449827,75.4,0.4465124664,0.586296515944591,18
424,1964,6,0.00282744,0,0,NA,NA,NA,NA,NA,NA,NA,NA
424,1984,7.6,0.0045364704,0,0,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20
424,1988,6,0.00282744,0,0,0.8,0.8545152,1.05263157894737,0.0302222222222222,7.6,0.0045364704,0.00424450919673777,4
424,1996,7.6,0.0045364704,1,0,-4,-4.272576,-6.66666666666667,-0.0941828254847645,6,0.00282744,0.00188629464098266,12
424,2014,NA,NA,NA,NA,2,2.136288,2.63157894736842,0.0755555555555556,7.6,0.0045364704,0.00372153691246267,18
425,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,1984,5,0.0019635,0,2,NA,NA,NA,NA,NA,NA,0,20
425,1988,5.5,0.002375835,0,0,NA,NA,NA,NA,5,0.0019635,0.000860287069527236,4
425,1996,NA,NA,NA,1,1.25,1.0308375,2.27272727272727,0.0525,5.5,0.002375835,0.00142912476194867,12
425,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
426,1964,10,0.007854,0,0,NA,NA,NA,NA,NA,NA,NA,NA
426,1984,11.1,0.0096769134,0,0,NA,NA,NA,NA,10,0.007854,0.0169751667189557,20
426,1988,12.2,0.0116898936,0,0,0.55,0.9114567,0.495495495495495,0.011605,11.1,0.0096769134,0.0164057057710624,4
426,1996,14,0.01539384,0,0,2.75,5.0324505,2.25409836065574,0.0520047074101128,12.2,0.0116898936,0.0180653235203349,12
426,2014,17.82535,0.0249555432799712,0,0,2.25,4.629933,1.60714285714286,0.0396062886320882,14,0.01539384,0.0213164673404823,18
427,1964,45,0.1590435,0,0,NA,NA,NA,NA,NA,NA,NA,NA
427,1984,NA,NA,NA,1,NA,NA,NA,NA,45,0.1590435,0.249656787246804,20
427,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
427,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
427,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
428,1964,8,0.00502656,0,0,NA,NA,NA,NA,NA,NA,NA,NA
428,1984,10.2,0.0081713016,0,0,NA,NA,NA,NA,8,0.00502656,0.00853049710131806,20
428,1988,NA,NA,NA,1,1.1,1.5723708,1.07843137254902,0.03128125,10.2,0.0081713016,0.0120356850971083,4
428,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
428,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
429,1964,15,0.0176715,1,1,NA,NA,NA,NA,NA,NA,NA,NA
429,1984,NA,NA,NA,NA,NA,NA,NA,NA,15,0.0176715,0.0462650710324063,20
429,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
429,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
429,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
430,1964,10.5,0.008659035,0,0,NA,NA,NA,NA,NA,NA,NA,NA
430,1984,10.2,0.0081713016,0,0,NA,NA,NA,NA,10.5,0.008659035,0.0213483353533593,20
430,1988,10.2,0.0081713016,0,0,-0.15,-0.2438667,-0.147058823529412,-0.00281632653061225,10.2,0.0081713016,0.0120356850971083,4
430,1996,10.5,0.008659035,1,0,0,0,0,0,10.2,0.0081713016,0.0102509805072631,12
430,2014,NA,NA,NA,NA,0.375000000000001,0.609666750000001,0.357142857142858,0.00746107266435987,10.5,0.008659035,0.00990911956807085,18
431,1964,12,0.01130976,0,0,NA,NA,NA,NA,NA,NA,NA,NA
431,1984,NA,NA,NA,1,NA,NA,NA,NA,12,0.01130976,0.0264185789696264,20
431,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
431,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
431,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
432,1964,43,0.14522046,0,0,NA,NA,NA,NA,NA,NA,NA,NA
432,1984,48.1,0.1817109294,0,0,NA,NA,NA,NA,43,0.14522046,0.234471364086859,20
432,1988,49.3,0.1908906846,0,0,2.55,18.2452347,0.53014553014553,0.0125638182801514,48.1,0.1817109294,0.260601854061383,4
432,1996,51.6,0.2091174624,0,0,2.99999999999999,22.9493879999999,0.608519269776874,0.0126296134612143,49.3,0.1908906846,0.264714782746294,12
432,2014,55.38592,0.240929314543712,0,0,2.87500000000001,22.78347225,0.55717054263566,0.0119353504848817,51.6,0.2091174624,0.300950769152259,18
433,1964,5,0.0019635,0,0,NA,NA,NA,NA,NA,NA,NA,NA
433,1984,NA,NA,NA,1,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20
433,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
433,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
433,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
434,1964,13,0.01327326,1,1,NA,NA,NA,NA,NA,NA,NA,NA
434,1984,NA,NA,NA,NA,NA,NA,NA,NA,13,0.01327326,0.0329789393057643,20
434,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
434,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
434,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
435,1964,27,0.05725566,0,0,NA,NA,NA,NA,NA,NA,NA,NA
435,1984,24.2,0.0459961656,0,0,NA,NA,NA,NA,27,0.05725566,0.121750108073954,20
435,1988,25.8,0.0522793656,0,0,-1.4,-5.6297472,-0.578512396694215,-0.00983264746227709,24.2,0.0459961656,0.0794612988978226,4
435,1996,29,0.06605214,0,0,4,15.708,1.55038759689923,0.0341506727682536,25.8,0.0522793656,0.0773711316210353,12
435,2014,37.56057,0.110803950726654,0,0,4,17.215968,1.37931034482759,0.0329307132984797,29,0.06605214,0.101849338529343,18
436,1964,13.5,0.014313915,0,0,NA,NA,NA,NA,NA,NA,NA,NA
436,1984,NA,NA,NA,1,NA,NA,NA,NA,13.5,0.014313915,0.042011962073938,20
436,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
436,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
436,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
437,1964,47,0.17349486,0,0,NA,NA,NA,NA,NA,NA,NA,NA
437,1984,54.4,0.2324281344,0,0,NA,NA,NA,NA,47,0.17349486,0.279765243448629,20
437,1988,57,0.25517646,0,0,3.7,29.4666372,0.680147058823529,0.0169841557265731,54.4,0.2324281344,0.315411332408257,4
437,1996,60.2,0.2846321016,0,0,6.5,56.870814,1.14035087719298,0.0244681282439446,57,0.25517646,0.338701963562522,12
437,2014,68.59578,0.369560626395312,0,0,4,36.819552,0.664451827242525,0.014429055093875,60.2,0.2846321016,0.414192199544489,18
438,1964,6,0.00282744,0,0,NA,NA,NA,NA,NA,NA,NA,NA
438,1984,8.3,0.0054106206,0,0,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20
438,1988,9.6,0.0072382464,NA,1,1.15,1.2915903,1.3855421686747,0.0456805555555556,8.3,0.0054106206,0.00589319746441567,4
438,1996,10.5,0.008659035,NA,NA,3.25,4.5690645,3.38541666666666,0.0844462186093772,9.6,0.0072382464,0.00881558083072713,12
438,2014,NA,NA,NA,NA,1.125,1.77598575,1.07142857142857,0.0245361328125,10.5,0.008659035,0.00990911956807085,18
439,1964,13,0.01327326,1,1,NA,NA,NA,NA,NA,NA,NA,NA
439,1984,NA,NA,NA,NA,NA,NA,NA,NA,13,0.01327326,0.0329789393057643,20
439,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4
439,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
439,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18
440,1964,8,0.00502656,0,0,NA,NA,NA,NA,NA,NA,NA,NA
440,1984,10.2,0.0081713016,0,0,NA,NA,NA,NA,8,0.00502656,0.00853049710131806,20
440,1988,12.1,0.0114990414,0,0,1.1,1.5723708,1.07843137254902,0.03128125,10.2,0.0081713016,0.0120356850971083,4
440,1996,15.9,0.0198556974,0,0,4.75,8.3193495,3.92561983471074,0.101811803152634,12.1,0.0114990414,0.0176856911878055,12
440,2014,19.09859,0.0286479472346654,0,0,4.75,10.44582,2.9874213836478,0.0908407895635544,15.9,0.0198556974,0.0312527095515763,18
441,1964,9,0.00636174,0,0,NA,NA,NA,NA,NA,NA,NA,NA
441,1984,10.8,0.0091609056,0,0,NA,NA,NA,NA,9,0.00636174,0.0119476100876367,20
441,1988,NA,NA,NA,1,0.9,1.3995828,0.833333333333334,0.022,10.8,0.0091609056,0.0147515716040378,4
