"ID2","Year","DBH","BA","Dead","Dead2","Dead_cum","Dead3","GR","BAGR","relGR","relBAGR","DBH2","BA2","relSize","SL","Easting","Northing","Species","Dead_cum2","Dead_No","Dead_dist"
1244,1984,10.2,0.0081713016,0,0,0,0,NA,NA,NA,NA,12,0.01130976,0.0264185789696264,20,433003.6,106131.6,"I",0,0,NA
1245,1984,4,0.00125664,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,433003.6,106131.6,"I",0,0,NA
1246,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,433003.6,106131.6,"I",0,0,NA
1252,1984,16.9,0.0224318094,0,0,0,0,NA,NA,NA,NA,18,0.02544696,0.0670246645091288,20,432999.8,106149.3,"I",0,0,NA
1258,1984,25.5,0.051070635,0,0,0,0,NA,NA,NA,NA,25,0.0490875,0.109272000237123,20,432992.6,106134.4,"I",0,0,NA
1264,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,433003.6,106131.6,"I",0,0,NA
1272,1984,2,0.00031416,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432995,106111.2,"I",0,0,NA
1274,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432994.9,106108.5,"I",0,0,NA
1275,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432994.7,106113.7,"I",0,0,NA
1279,1984,4,0.00125664,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432989.6,106113,"I",0,0,NA
1280,1984,3.5,0.000962115,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432989.4,106111.6,"I",0,0,NA
1283,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432986,106110,"I",0,0,NA
1285,1984,3,0.00070686,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432984.7,106107.7,"I",0,0,NA
1286,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432984.4,106107.3,"I",0,0,NA
1288,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432984.4,106107.3,"I",0,0,NA
1292,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,433003.9,106106.4,"I",0,0,NA
1294,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,433003,106104.7,"I",0,0,NA
1296,1984,14.3,0.0160606446,NA,0,1,1,NA,NA,NA,NA,15,0.0176715,0.0462650710324063,20,433002.7,106104.2,"I",1,0,NA
1297,1984,6,0.00282744,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,433002.7,106104.2,"I",0,0,NA
1302,1984,NA,NA,NA,0,1,NA,NA,NA,NA,NA,15,0.0176715,0.0462650710324063,20,432998,106105,"I",1,0,NA
1303,1984,NA,NA,NA,0,1,NA,NA,NA,NA,NA,9,0.00636174,0.0119476100876367,20,432998,106104,"I",1,0,NA
1305,1984,10.3,0.0083323086,0,0,0,0,NA,NA,NA,NA,11,0.00950334,0.021794762984788,20,432995.8,106092,"I",0,0,NA
1308,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,18,0.02544696,0.0670246645091288,20,432994.6,106103.9,"I",1,0,NA
1309,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432994.6,106103.9,"I",0,0,NA
1313,1984,8,0.00502656,0,0,0,0,NA,NA,NA,NA,8,0.00502656,0.00853049710131806,20,432993.5,106091.5,"I",0,0,NA
1319,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,433002.7,106104.2,"I",0,0,NA
1320,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,433002.7,106104.2,"I",0,0,NA
1321,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,433002.7,106104.2,"I",0,0,NA
1322,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,433003.4,106105.6,"I",0,0,NA
1323,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,433003.5,106105.7,"I",0,0,NA
1324,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,433003.4,106105.5,"I",0,0,NA
1325,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,433003.5,106105.8,"I",0,0,NA
1326,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,433002.7,106104.2,"I",0,0,NA
1330,1984,NA,NA,NA,0,1,NA,NA,NA,NA,NA,3,0.00070686,0.000195926053281715,20,433006.3,106103.3,"I",1,0,NA
1332,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,433006,106103.5,"I",1,0,NA
1333,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,433005,106106.3,"I",1,0,NA
1334,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,4,0.00125664,0.000572342494257787,20,433004.7,106107.4,"I",1,0,NA
1335,1984,2.5,0.000490875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,433004.7,106101.8,"I",0,0,NA
1337,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,433004.5,106103.5,"I",1,0,NA
1339,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20,433004.4,106073,"I",1,0,NA
1341,1984,2,0.00031416,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,433004.2,106100.6,"I",0,0,NA
1341,1984,2,0.00031416,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,433004.2,106080.6,"I",0,0,NA
1343,1984,NA,NA,NA,0,1,NA,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,433002.6,106106.3,"I",1,0,NA
1345,1984,NA,NA,NA,0,1,NA,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,433002.3,106106.6,"I",1,0,NA
1349,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,4,0.00125664,0.000572342494257787,20,433001.3,106073,"I",1,0,NA
1354,1984,7.5,0.004417875,0,0,0,0,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,433000.3,106076.1,"I",0,0,NA
1355,1984,3,0.00070686,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,433000.3,106076.1,"I",0,0,NA
1356,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,433000.2,106072.4,"I",1,0,NA
1357,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,4,0.00125664,0.000572342494257787,20,433000,106073.6,"I",1,0,NA
1359,1984,5,0.0019635,0,0,0,0,NA,NA,NA,NA,3,0.00070686,0.000195926053281715,20,432998.6,106096.5,"I",0,0,NA
1366,1984,5.5,0.002375835,0,0,0,0,NA,NA,NA,NA,4.5,0.001590435,0.00123317686567877,20,432992.4,106093.6,"I",0,0,NA
1366,1984,5.5,0.002375835,0,0,0,0,NA,NA,NA,NA,4.5,0.001590435,0.00123317686567877,20,432992.4,106073.6,"I",0,0,NA
1367,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432992.4,106093.6,"I",0,0,NA
1367,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432992.4,106073.6,"I",0,0,NA
1371,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20,432989.4,106108.8,"I",1,0,NA
1373,1984,15.9,0.0198556974,0,0,0,0,NA,NA,NA,NA,13,0.01327326,0.0329789393057643,20,432988.8,106107.4,"I",0,0,NA
1373,1984,15.9,0.0198556974,0,0,0,0,NA,NA,NA,NA,13,0.01327326,0.0329789393057643,20,432988.8,106087.4,"I",0,0,NA
1375,1984,10,0.007854,NA,0,1,1,NA,NA,NA,NA,14,0.01539384,0.0427499342809936,20,432988.5,106105.8,"I",1,0,NA
1375,1984,10,0.007854,NA,0,1,1,NA,NA,NA,NA,14,0.01539384,0.0427499342809936,20,432988.5,106085.8,"I",1,0,NA
1376,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,14,0.01539384,0.0427499342809936,20,432988.3,106106.4,"I",1,0,NA
1378,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,433000.5,106053.3,"I",0,0,NA
1379,1984,NA,NA,NA,0,1,NA,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20,433000.4,106052.8,"I",1,0,NA
1382,1984,NA,NA,NA,0,1,NA,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,432999.5,106056.1,"I",1,0,NA
1387,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20,432998.2,106055,"I",1,0,NA
1388,1984,8.9,0.0062211534,0,0,0,0,NA,NA,NA,NA,9,0.00636174,0.0119476100876367,20,432997.9,106065.3,"I",0,0,NA
1389,1984,7,0.00384846,0,0,0,0,NA,NA,NA,NA,8,0.00502656,0.00853049710131806,20,432997.7,106065,"I",0,0,NA
1391,1984,13,0.01327326,0,0,0,0,NA,NA,NA,NA,12,0.01130976,0.0264185789696264,20,432997.2,106053.7,"I",0,0,NA
1392,1984,4,0.00125664,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432997.2,106053.7,"I",0,0,NA
1394,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432996.8,106067.2,"I",1,0,NA
1395,1984,13,0.01327326,0,0,0,0,NA,NA,NA,NA,11,0.00950334,0.021794762984788,20,432996.7,106053.3,"I",0,0,NA
1396,1984,9.2,0.0066476256,0,0,0,0,NA,NA,NA,NA,10,0.007854,0.0169751667189557,20,432996.6,106064.2,"I",0,0,NA
1400,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432995.5,106053.3,"I",1,0,NA
1402,1984,13.7,0.0147411726,0,0,0,0,NA,NA,NA,NA,9,0.00636174,0.0119476100876367,20,432995.1,106052.3,"I",0,0,NA
1404,1984,4.8,0.0018095616,0,0,0,0,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,432995,106063.4,"I",0,0,NA
1405,1984,2.5,0.000490875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432995,106063.4,"I",0,0,NA
1406,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,4,0.00125664,0.000572342494257787,20,432994.9,106060.6,"I",1,0,NA
1407,1984,17,0.02269806,0,0,0,0,NA,NA,NA,NA,17,0.02269806,0.0623437543782302,20,432994.9,106059.4,"I",0,0,NA
1408,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20,432994.9,106052.8,"I",1,0,NA
1409,1984,14,0.01539384,0,0,0,0,NA,NA,NA,NA,13,0.01327326,0.0329789393057643,20,432994.8,106057.5,"I",0,0,NA
1410,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20,432994.7,106052.4,"I",1,0,NA
1411,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,3,0.00070686,0.000195926053281715,20,432994.4,106067.8,"I",1,0,NA
1413,1984,7.3,0.0041853966,0,0,0,0,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432994.2,106063.1,"I",0,0,NA
1414,1984,7.3,0.0041853966,0,0,0,0,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432994,106063.5,"I",0,0,NA
1417,1984,16,0.02010624,0,0,0,0,NA,NA,NA,NA,12,0.01130976,0.0264185789696264,20,432993,106055.5,"I",0,0,NA
1418,1984,10.5,0.008659035,0,0,0,0,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432993,106055.5,"I",0,0,NA
1419,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,15,0.0176715,0.0462650710324063,20,432992.5,106061,"I",1,0,NA
1420,1984,8.6,0.0058088184,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432992.5,106057.6,"I",0,0,NA
1421,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,8,0.00502656,0.00853049710131806,20,432992,106067.9,"I",1,0,NA
1422,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20,432991.9,106068.5,"I",1,0,NA
1423,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,432991.9,106057.7,"I",0,0,NA
1424,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,9,0.00636174,0.0119476100876367,20,432991.7,106063,"I",1,0,NA
1425,1984,8,0.00502656,0,0,0,0,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20,432991.6,106067.1,"I",0,0,NA
1426,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,8,0.00502656,0.00853049710131806,20,432991.4,106069,"I",1,0,NA
1427,1984,NA,NA,NA,0,1,NA,NA,NA,NA,NA,4,0.00125664,0.000572342494257787,20,432991.4,106067.8,"I",1,0,NA
1429,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,432991.2,106068.4,"I",1,0,NA
1431,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,10,0.007854,0.0169751667189557,20,432990.8,106068,"I",1,0,NA
1433,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,432990.7,106068.3,"I",1,0,NA
1434,1984,3.5,0.000962115,0,0,0,0,NA,NA,NA,NA,4,0.00125664,0.000572342494257787,20,432990,106066,"I",0,0,NA
1435,1984,9,0.00636174,0,0,0,0,NA,NA,NA,NA,10,0.007854,0.0169751667189557,20,432989.6,106065,"I",0,0,NA
1436,1984,8.6,0.0058088184,0,0,0,0,NA,NA,NA,NA,10,0.007854,0.0169751667189557,20,432989.6,106057.1,"I",0,0,NA
1437,1984,2,0.00031416,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432989.6,106057.1,"I",0,0,NA
1438,1984,8,0.00502656,0,0,0,0,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,432988.9,106065.8,"I",0,0,NA
1439,1984,7.5,0.004417875,0,0,0,0,NA,NA,NA,NA,4.5,0.001590435,0.00123317686567877,20,432988.9,106065.8,"I",0,0,NA
1440,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,20,0.031416,0.0767667560790688,20,432988.9,106055.1,"I",1,0,NA
1441,1984,16.9,0.0224318094,0,0,0,0,NA,NA,NA,NA,12,0.01130976,0.0264185789696264,20,432988.9,106055.1,"I",0,0,NA
1442,1984,8,0.00502656,0,0,0,0,NA,NA,NA,NA,4,0.00125664,0.000572342494257787,20,432988.9,106055.1,"I",0,0,NA
1443,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,10,0.007854,0.0169751667189557,20,432988.4,106064,"I",1,0,NA
1444,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,432988,106068.6,"I",1,0,NA
1445,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20,432987.7,106067.4,"I",1,0,NA
1446,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432987.2,106063.6,"I",1,0,NA
1447,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,432987.2,106063.4,"I",1,0,NA
1449,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,432986.3,106066,"I",1,0,NA
1450,1984,7.6,0.0045364704,0,0,0,0,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432986.2,106063.8,"I",0,0,NA
1451,1984,NA,NA,NA,0,1,NA,NA,NA,NA,NA,8,0.00502656,0.00853049710131806,20,432985.8,106066.5,"I",1,0,NA
1453,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,8,0.00502656,0.00853049710131806,20,432985.7,106066.3,"I",1,0,NA
1454,1984,2.5,0.000490875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432985.7,106066.3,"I",0,0,NA
1455,1984,4,0.00125664,NA,0,1,1,NA,NA,NA,NA,4,0.00125664,0.000572342494257787,20,432985.5,106066.8,"I",1,0,NA
1459,1984,8,0.00502656,0,0,0,0,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432981.2,106064.5,"I",0,0,NA
1461,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432997.7,106065,"I",0,0,NA
1462,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432988.9,106055.1,"I",0,0,NA
1463,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432985.7,106066.3,"I",0,0,NA
1464,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,20,0.031416,0.0767667560790688,20,432991.5,105996.5,"I",0,0,NA
1465,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,13,0.01327326,0.0329789393057643,20,432991.2,105997.8,"I",1,0,NA
1466,1984,11.1,0.0096769134,1,1,1,1,NA,NA,NA,NA,12,0.01130976,0.0264185789696264,20,432986.9,105996,"I",0,0,NA
1467,1984,2,0.00031416,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432986.9,105996,"I",0,0,NA
1468,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432986.8,105993.7,"I",1,0,NA
1469,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432986.8,105993.7,"I",1,0,NA
1473,1984,5.1,0.0020428254,0,0,0,0,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432985.5,105993.7,"I",0,0,NA
1479,1984,NA,NA,NA,0,1,NA,NA,NA,NA,NA,9,0.00636174,0.0119476100876367,20,432981.5,106001,"I",1,0,NA
1480,1984,19.7,0.0304805886,0,0,0,0,NA,NA,NA,NA,20,0.031416,0.0767667560790688,20,432980.8,106001.4,"I",0,0,NA
1481,1984,3.5,0.000962115,NA,0,1,1,NA,NA,NA,NA,3,0.00070686,0.000195926053281715,20,432980.2,105999.9,"I",1,0,NA
1482,1984,8,0.00502656,NA,0,1,1,NA,NA,NA,NA,11,0.00950334,0.021794762984788,20,432979.8,105999.5,"I",1,0,NA
1483,1984,6.5,0.003318315,1,1,1,1,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432979.8,105999.5,"I",0,0,NA
1484,1984,11,0.00950334,0,0,0,0,NA,NA,NA,NA,11,0.00950334,0.021794762984788,20,432978.3,105997.3,"I",0,0,NA
1485,1984,9,0.00636174,0,0,0,0,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20,432976,106003.1,"I",0,0,NA
1486,1984,4,0.00125664,0,0,0,0,NA,NA,NA,NA,4,0.00125664,0.000572342494257787,20,432975.7,106002.2,"I",0,0,NA
1488,1984,5,0.0019635,0,0,0,0,NA,NA,NA,NA,4,0.00125664,0.000572342494257787,20,432975,106001.6,"I",0,0,NA
1489,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,9,0.00636174,0.0119476100876367,20,432974.5,105994.5,"I",1,0,NA
1491,1984,14,0.01539384,0,0,0,0,NA,NA,NA,NA,12,0.01130976,0.0264185789696264,20,432972.2,106011,"I",0,0,NA
1492,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,5.5,0.002375835,0.00292818463453187,20,432972.2,106011,"I",1,0,NA
1493,1984,3,0.00070686,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432972.2,106011,"I",0,0,NA
1494,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432985.5,105993.7,"I",0,0,NA
1495,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432975.7,106002.2,"I",0,0,NA
1496,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432975,106001.6,"I",0,0,NA
1498,1984,18.8,0.0277591776,0,0,0,0,NA,NA,NA,NA,20,0.031416,0.0767667560790688,20,432986.5,105989,"I",0,0,NA
1499,1984,7.3,0.0041853966,0,0,0,0,NA,NA,NA,NA,8,0.00502656,0.00853049710131806,20,432986.2,105989.4,"I",0,0,NA
1501,1984,5,0.0019635,0,0,0,0,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,432982.8,105984,"I",0,0,NA
1503,1984,4.5,0.001590435,0,0,0,0,NA,NA,NA,NA,4,0.00125664,0.000572342494257787,20,432982.5,105983.5,"I",0,0,NA
1504,1984,3.5,0.000962115,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432982.5,105983.5,"I",0,0,NA
1506,1984,NA,NA,NA,0,1,NA,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,432981.9,105989.1,"I",1,0,NA
1508,1984,11.5,0.010386915,0,0,0,0,NA,NA,NA,NA,13,0.01327326,0.0329789393057643,20,432981.5,105983.8,"I",0,0,NA
1510,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,3,0.00070686,0.000195926053281715,20,432980.1,105975.3,"I",1,0,NA
1512,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20,432979.7,105975.6,"I",1,0,NA
1513,1984,14.6,0.0167415864,0,0,0,0,NA,NA,NA,NA,16,0.02010624,0.0548538932457706,20,432979.5,105988.6,"I",0,0,NA
1514,1984,12,0.01130976,0,0,0,0,NA,NA,NA,NA,13,0.01327326,0.0329789393057643,20,432979.3,105992.6,"I",0,0,NA
1516,1984,6,0.00282744,0,0,0,0,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432979,105990.5,"I",0,0,NA
1517,1984,19.5,0.029864835,0,0,0,0,NA,NA,NA,NA,20,0.031416,0.0767667560790688,20,432979,105973.7,"I",0,0,NA
1518,1984,15,0.0176715,0,0,0,0,NA,NA,NA,NA,17,0.02269806,0.0623437543782302,20,432977.7,105985,"I",0,0,NA
1520,1984,8,0.00502656,NA,0,0,NA,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20,432976.1,105984.4,"I",0,0,NA
1521,1984,5,0.0019635,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432976.1,105984.4,"I",0,0,NA
1522,1984,2,0.00031416,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432976.1,105984.4,"I",0,0,NA
1523,1984,15.6,0.0191134944,0,0,0,0,NA,NA,NA,NA,14,0.01539384,0.0427499342809936,20,432975.7,105988.2,"I",0,0,NA
1524,1984,8,0.00502656,0,0,0,0,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20,432975.4,105985.4,"I",0,0,NA
1525,1984,4,0.00125664,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432975.4,105985.4,"I",0,0,NA
1526,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432975.4,105985.4,"I",0,0,NA
1527,1984,7,0.00384846,0,0,0,0,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432975,105986.5,"I",0,0,NA
1528,1984,5,0.0019635,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432975,105986.5,"I",0,0,NA
1529,1984,4,0.00125664,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432975,105986.5,"I",0,0,NA
1530,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,11,0.00950334,0.021794762984788,20,432974.5,105986.9,"I",0,0,NA
1531,1984,18.8,0.0277591776,0,0,0,0,NA,NA,NA,NA,17,0.02269806,0.0623437543782302,20,432974,105980,"I",0,0,NA
1532,1984,7,0.00384846,0,0,0,0,NA,NA,NA,NA,8,0.00502656,0.00853049710131806,20,432973.9,105979.3,"I",0,0,NA
1533,1984,4,0.00125664,NA,0,1,1,NA,NA,NA,NA,4,0.00125664,0.000572342494257787,20,432973.3,105979.5,"I",1,0,NA
1535,1984,11.5,0.010386915,1,1,1,1,NA,NA,NA,NA,10,0.007854,0.0169751667189557,20,432969.2,105992.7,"I",0,0,NA
1536,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,6,0.00282744,0.003222158748289,20,432988.7,105963.9,"I",1,0,NA
1538,1984,16.2,0.0206120376,0,0,0,0,NA,NA,NA,NA,16,0.02010624,0.0548538932457706,20,432988.4,105965,"I",0,0,NA
1542,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,20,0.031416,0.0767667560790688,20,432987.8,105963.8,"I",1,0,NA
1543,1984,NA,NA,NA,0,1,NA,NA,NA,NA,NA,8,0.00502656,0.00853049710131806,20,432987.7,105969.7,"I",1,0,NA
1546,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432984.7,105953.1,"I",0,0,NA
1548,1984,5.5,0.002375835,0,0,0,0,NA,NA,NA,NA,2,0.00031416,9.98621156126493e-05,20,432984.3,105954.4,"I",0,0,NA
1549,1984,4.5,0.001590435,0,0,0,0,NA,NA,NA,NA,3,0.00070686,0.000195926053281715,20,432984.2,105953.5,"I",0,0,NA
1550,1984,1,7.854e-05,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432984.2,105953.5,"I",0,0,NA
1551,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432984.2,105953.5,"I",0,0,NA
1552,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432984.2,105953.5,"I",0,0,NA
1553,1984,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,432984.2,105953.5,"I",0,0,NA
1556,1984,4.5,0.001590435,0,0,0,0,NA,NA,NA,NA,3,0.00070686,0.000195926053281715,20,432983.2,105952.1,"I",0,0,NA
1558,1984,24.5,0.047143635,0,0,0,0,NA,NA,NA,NA,15,0.0176715,0.0462650710324063,20,432980.1,105969.6,"I",0,0,NA
1560,1984,NA,NA,NA,0,1,1,NA,NA,NA,NA,7,0.00384846,0.00563813195728613,20,432979.2,105958,"I",1,0,NA
1561,1984,3,0.00070686,0,0,0,0,NA,NA,NA,NA,2,0.00031416,9.98621156126493e-05,20,432979.2,105952.3,"I",0,0,NA
1562,1984,3.5,0.000962115,0,0,0,0,NA,NA,NA,NA,3,0.00070686,0.000195926053281715,20,432978.8,105955.3,"I",0,0,NA
1565,1984,9,0.00636174,0,0,0,0,NA,NA,NA,NA,10,0.007854,0.0169751667189557,20,432978.2,105960,"I",0,0,NA
1566,1984,7,0.00384846,0,0,0,0,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,432978.2,105960,"I",0,0,NA
1567,1984,3,0.00070686,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432978.2,105960,"I",0,0,NA
1569,1984,5,0.0019635,0,0,0,0,NA,NA,NA,NA,3.5,0.000962115,0.000451521563041736,20,432977.9,105951.9,"I",0,0,NA
1570,1984,4.5,0.001590435,0,0,0,0,NA,NA,NA,NA,3,0.00070686,0.000195926053281715,20,432977.9,105951.9,"I",0,0,NA
1571,1984,5,0.0019635,0,0,0,0,NA,NA,NA,NA,5,0.0019635,0.00142996945422693,20,432977.4,105960,"I",0,0,NA
1573,1984,10.5,0.008659035,0,0,0,0,NA,NA,NA,NA,12,0.01130976,0.0264185789696264,20,432975.9,105965.8,"I",0,0,NA
1574,1984,2,0.00031416,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432975.9,105965.8,"I",0,0,NA
1576,1984,4.5,0.001590435,0,0,0,0,NA,NA,NA,NA,NA,NA,0,20,432974.7,105966.7,"I",0,0,NA
