"ID2","Year","DBH","BA","Dead","Dead2","Dead_cum","Dead3","GR","BAGR","relGR","relBAGR","DBH2","BA2","relSize","SL","Easting","Northing","Species","Dead_cum2","Dead_No","Dead_dist"
817,1988,24.4,0.0467595744,0,0,0,0,1.85,6.2042673,0.797413793103448,0.0207744904667981,23.2,0.0422733696,0.0720680284583557,4,433016.2,106349.2,"F",0,7,3.47131099150716
818,1988,18.8,0.0277591776,0,0,0,0,1.45,3.5189847,0.857988165680473,0.022859693877551,16.9,0.0224318094,0.0428871834752535,4,433015.8,106362.8,"F",0,8,1.99248588450457
819,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433015.2,106364.7,"F",1,9,3.91152144311489
822,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433014.9,106359.2,"F",1,7,4.24852915726262
823,1988,7.6,0.0045364704,0,0,0,0,1.5,1.29591,2.14285714285714,0.103125,7,0.00384846,0.00283079498314511,4,433014.2,106362.8,"F",0,8,2.14709105535324
824,1988,27.2,0.0581070336,0,0,0,0,0.550000000000001,2.2937607,0.202952029520295,0.00432026627218936,27.1,0.0576805614,0.0926830018562926,4,433014,106364.3,"F",0,8,1.26491106407656
826,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433013,106355.4,"F",1,6,4.24852915726262
831,1988,23.5,0.043373715,0,0,0,0,2,6.2832,0.909090909090909,0.0246913580246914,22,0.03801336,0.0633752426643241,4,433010.8,106354.2,"F",0,4,2.50599281723716
834,1988,22.1,0.0383597214,0,0,0,0,1.5,4.83021,0.681818181818182,0.0170360110803324,22,0.03801336,0.0633752426643241,4,433010.2,106356.7,"F",0,4,3.08706980807729
837,1988,29.1,0.0665084574,0,0,0,0,2.35,8.9885103,0.880149812734082,0.0236456611570248,26.7,0.0559903806,0.0915065390728756,4,433009.8,106358.2,"F",0,4,4.25205832510454
839,1988,26,0.05309304,0,0,0,0,2.55,9.03249270000001,1.01593625498008,0.02875125,25.1,0.0494809854,0.0843984357264727,4,433008.3,106356.8,"F",0,3,4.90407993410934
845,1988,23.5,0.043373715,0,0,0,0,2.45,7.8701007,1.06986899563319,0.0309274691358025,22.9,0.0411871614,0.069893117789258,4,433007.8,106365.7,"F",0,6,0.583095189478541
846,1988,30.3,0.0721067886,0,0,0,0,1,4.39824,0.344827586206897,0.00768175582990399,29,0.06605214,0.100367017309973,4,433007.7,106355.8,"F",0,3,5.31507290635637
848,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433007.5,106365.2,"F",1,6,4.17252920902119
858,1988,NA,NA,NA,0,1,NA,2.3,2.2760892,2.67441860465116,0.181125,8.6,0.0058088184,0.00635349147828971,4,433023.5,106361.7,"F",1,5,1.4142135623731
860,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433022.5,106362.7,"F",1,5,5.00099990001953
861,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433022.4,106357.7,"F",1,5,5.00099990001953
865,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433019.6,106349.9,"F",1,6,6.83593446427465
870,1988,18.2,0.0260155896,0,0,0,0,1.8,4.1846112,1.08433734939759,0.0315266272189349,16.6,0.0216424824,0.0408408125334634,4,433019,106350.2,"F",0,6,0.670820393230414
874,1988,32.6,0.0834691704,0,0,0,0,2.4,11.0835648,0.754716981132076,0.019358024691358,31.8,0.0794227896,0.122009186341051,4,433022.7,106331.8,"F",0,9,3.71618083520708
876,1988,NA,NA,NA,0,1,1,1.45,1.1274417,2.265625,0.117183673469388,6.4,0.0032169984,0.00241123794665699,4,433021.8,106345.2,"F",1,6,2.58069758010568
877,1988,NA,NA,NA,0,1,1,3.9,17.7044868,1.1890243902439,0.0360672,32.8,0.0844964736,0.12790301916039,4,433021.7,106331.3,"F",1,9,3.26496554348358
878,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433021.2,106335.2,"F",1,9,4.10487515036114
879,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433021,106339.3,"F",1,9,2.31948270093747
880,1988,17.9,0.0251650014,0,0,0,0,1.35,4.1033223,0.652173913043478,0.016125,20.7,0.0336536046,0.0604530968453192,4,433020.5,106337.4,"F",0,11,1.96468827044729
881,1988,20,0.031416,1,1,1,1,0.85,2.5168143,0.431472081218274,0.00989043209876543,19.7,0.0304805886,0.0554583077458578,4,433020.4,106337.6,"F",0,11,1.8027756377215
882,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433020.3,106343.1,"F",1,10,3.84837628096909
883,1988,NA,NA,NA,0,1,1,0.550000000000001,1.6890027,0.27363184079602,0.00595706371191136,20.1,0.0317309454,0.0573993252893769,4,433019.9,106348.5,"F",1,8,1.4317821063317
884,1988,NA,NA,NA,0,1,1,0.6,1.5645168,0.348837209302325,0.00778124999999999,17.2,0.0232352736,0.0454935083889624,4,433019.9,106335.9,"F",1,11,1.47648230601171
885,1988,34,0.09079224,1,1,1,1,1.55,7.9250787,0.454545454545455,0.0105,34.1,0.0913270974,0.135119471149705,4,433019.7,106338.2,"F",0,10,1.70293863658751
888,1988,18,0.02544696,0,0,0,0,1.8,4.1846112,1.08433734939759,0.0315266272189349,16.6,0.0216424824,0.0408408125334634,4,433019.2,106335.4,"F",0,11,2.00997512422389
890,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433018.7,106339.6,"F",1,9,1.56204993519027
891,1988,27.7,0.0602629566,0,0,0,0,1.7,6.5957892,0.643939393939394,0.015875236294896,26.4,0.0547392384,0.0897812781598379,4,433018.3,106348.2,"F",0,9,2.14009345589389
894,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433017.5,106338.6,"F",1,10,1.56204993519027
895,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433016.2,106336.6,"F",1,13,2.38537208836897
896,1988,9.8,0.0075429816,0,0,0,0,0.95,1.3355727,0.95959595959596,0.0265703125,9.9,0.0076977054,0.0107318872853301,4,433015.4,106348.1,"F",0,8,3.59026461421362
897,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433014.6,106344.6,"F",1,9,3.93954312069362
901,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433012.8,106340.6,"F",1,8,4.38634243988748
903,1988,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,433011.3,106329.3,"F",0,7,1.08166538260529
904,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433011,106346.2,"F",1,6,3.93954312069362
908,1988,21.6,0.0366436224,0,0,0,0,2.55,7.0297227,1.26865671641791,0.03978,20.1,0.0317309454,0.0573993252893769,4,433009.8,106339,"F",0,7,3.40000000000274
909,1988,10.3,0.0083323086,0,0,0,0,1.1,1.5723708,1.07843137254902,0.03128125,10.2,0.0081713016,0.0120356850971083,4,433008.8,106335.6,"F",0,5,5.92030404626692
910,1988,12.6,0.0124690104,0,0,0,0,1.05,1.8225207,0.867768595041322,0.023205,12.1,0.0114990414,0.0193847694896031,4,433008.6,106348.8,"F",0,4,3.5383612026109
913,1988,39,0.11945934,NA,0,1,NA,4,21.36288,1.05263157894737,0.0302222222222222,38,0.11341176,0.163821687591132,4,433018.8,106329.8,"F",1,10,1.61245154963083
916,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433018.2,106328.2,"F",1,7,1.1313708498923
919,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433017.4,106329,"F",1,8,1.1313708498923
928,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433013.7,106328.5,"F",1,6,3.58468966577399
929,1988,113,1.00287726,1,1,1,1,-1.5,-26.9784900000001,-0.132743362831858,-0.00255276456599287,113,1.00287726,0.899742651550962,4,433012.8,106320.6,"F",0,4,7.95110055275054
934,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433010.4,106329.9,"F",1,7,3.58468966577399
938,1988,8.9,0.0062211534,0,0,0,0,1.4,1.2974808,1.91780821917808,0.0815802469135802,7.3,0.0041853966,0.00339683846069708,4,433001.8,106316.8,"F",0,1,8.02246844805089
939,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433001.7,106328.2,"F",1,4,2.19317121994374
940,1988,9.3,0.0067929246,0,0,0,0,1.8,1.9226592,2.09302325581395,0.09792,8.6,0.0058088184,0.00635349147828971,4,433001.5,106326.5,"F",0,4,1.71172427686084
941,1988,35.6,0.0995384544,0,0,0,0,3.2,15.6828672,0.930232558139535,0.025469387755102,34.4,0.0929410944,0.137038424549507,4,433001.3,106332.2,"F",0,4,4.01995024845067
942,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433001.2,106324.8,"F",1,3,2.91547594742265
943,1988,20.6,0.0333292344,0,0,0,0,1.05,3.1419927,0.522388059701493,0.0123472222222222,20.1,0.0317309454,0.0573993252893769,4,433000.9,106328.3,"F",0,4,0.806225774819025
944,1988,31.5,0.077931315,1,1,1,1,2.4,11.0835648,0.754716981132076,0.019358024691358,31.8,0.0794227896,0.122009186341051,4,433000.8,106332.5,"F",0,3,4.39317652730538
945,1988,19.2,0.0289529856,0,0,0,0,1,2.67036,0.555555555555556,0.01328125,18,0.02544696,0.0482648935610525,4,433000.8,106325.2,"F",0,3,0.565685424961586
946,1988,55.5,0.241922835,1,1,1,1,4.55,36.1287927,0.825771324863884,0.0217393667296786,55.1,0.2384482254,0.320349244864995,4,432999.9,106325.5,"F",0,3,1.47648230601171
947,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,432999.7,106327.3,"F",1,3,2.19317121994374
949,1988,29.6,0.0688136064,0,0,0,0,1.3,5.5747692,0.454545454545455,0.0105,28.6,0.0642425784,0.0976673034738303,4,432999.2,106327.5,"F",0,3,0.53851648071237
950,1988,11.4,0.0102070584,1,1,1,1,3.2,5.1270912,2.38805970149254,0.133224489795918,13.4,0.0141026424,0.0242381632387536,4,432999.2,106316.5,"F",0,1,8.53756405539943
956,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433021.5,106298.5,"F",1,3,7.60591874789942
957,1988,48.9,0.1878056334,0,0,0,0,4.6,30.0588288,0.995670995670996,0.0279561723886048,46.2,0.1676389176,0.238910737947086,4,433021.4,106306,"F",0,2,7.50066663703936
958,1988,5.9,0.0027339774,0,0,0,0,1.05,0.6679827,2.05882352941176,0.0945,5.1,0.0020428254,0.0013141120150864,4,433020.4,106298.2,"F",0,3,1.14017542507744
959,1988,9.6,0.0072382464,0,0,0,0,0.75,1.0308375,0.789473684210526,0.0205078125,9.5,0.007088235,0.00954039051917112,4,433020,106298.8,"F",0,3,1.52970585407841
966,1988,11.1,0.0096769134,0,0,0,0,1.4,2.0671728,1.2962962962963,0.041125,10.8,0.0091609056,0.0147515716040378,4,433017.2,106300.2,"F",0,3,3.31058907145306
967,1988,7.6,0.0045364704,0,0,0,0,0.65,0.6789783,0.890410958904109,0.0240138888888889,7.3,0.0041853966,0.00339683846069708,4,433015.1,106303.5,"F",0,3,2.10237960414265
968,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433014.2,106301.6,"F",1,4,2.8160255680674
969,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433013.9,106298.8,"F",1,4,2.8160255680674
973,1988,104.8,0.8626079616,0,0,0,0,-1.25,-20.5676625,-0.120772946859903,-0.00233067817728729,103.5,0.841340115,0.834052332320264,4,433011.5,106293.5,"F",0,4,5.8180752831278
975,1988,10.1,0.0080118654,0,0,0,0,1.3,1.4906892,1.51162790697674,0.0527222222222222,8.6,0.0058088184,0.00635349147828971,4,433009.7,106299.4,"F",0,4,4.24264068712958
982,1988,8.4,0.0055417824,0,0,0,0,1.3,1.2864852,1.71052631578947,0.06552,7.6,0.0045364704,0.00424450919673777,4,433006.5,106301.8,"F",0,3,3.26955654484973
983,1988,NA,NA,NA,0,1,1,1.65,25.3091223,0.166163141993958,0.00349658203125,99.3,0.7744428846,0.800560752703823,4,433006.3,106306.6,"F",1,2,7.87718223732282
984,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433005.2,106298.8,"F",1,4,7.90569415042923
986,1988,15.4,0.0186265464,0,0,0,0,2.15,4.4410443,1.40522875816993,0.0467314049586777,15.3,0.0183854286,0.0341701469264037,4,433005,106297,"F",0,3,1.81107702763166
988,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433004.9,106290.9,"F",1,2,7.90569415042923
1001,1988,28.1,0.0620159694,0,0,0,0,3.8,13.9078632,1.40221402214022,0.04656936226167,27.1,0.0576805614,0.0926830018562926,4,433017.8,106272.5,"F",0,1,4.74236228054119
1002,1988,10.9,0.0093313374,0,0,0,0,0.95,1.3355727,0.95959595959596,0.0265703125,9.9,0.0076977054,0.0107318872853301,4,433017.4,106275.8,"F",0,1,4.1109609582419
1003,1988,53.3,0.2231235006,0,0,0,0,3.4,26.3831568,0.643939393939394,0.015875236294896,52.8,0.2189569536,0.296444948261646,4,433017,106290,"F",0,2,9.33005894943365
1004,1988,36,0.10178784,1,1,1,1,1.2,6.25806719999999,0.348837209302325,0.00778124999999999,34.4,0.0929410944,0.137038424549507,4,433016.5,106276.2,"F",0,1,3.4481879299119
1005,1988,72.4,0.4116878304,0,0,0,0,5.3,55.1963412,0.740223463687151,0.0188868583714055,71.6,0.4026400224,0.487534682952612,4,433016.2,106287,"F",0,0,11.954078801802
1006,1988,22.7,0.0404708766,0,0,0,0,1.9,6.0884208,0.852017937219731,0.0226501095690285,22.3,0.0390571566,0.0653720724247844,4,433016.2,106277.5,"F",0,1,4.0360872141299
1007,1988,28.7,0.0646926126,0,0,0,0,3.4,11.9632128,1.31782945736434,0.0421939058171745,25.8,0.0522793656,0.0875843033470233,4,433015.5,106275.9,"F",0,1,2.4413111231434
1009,1988,15.6,0.0191134944,0,0,0,0,1.35,2.6189163,0.985401459854014,0.0275578512396694,13.7,0.0147411726,0.0252752935125212,4,433014.6,106279.4,"F",0,1,5.02195181178511
1012,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433013.5,106274.5,"F",1,1,10.7168092266428
1019,1988,95,0.7088235,1,1,1,1,-0.25,-3.76010249999997,-0.0261780104712042,-0.000519476996527774,95.5,0.716304435,0.732150503798498,4,433008.4,106274.2,"F",0,2,5.10881590975485
1020,1988,23.3,0.0426385806,0,0,0,0,3.9,11.2720608,1.74887892376682,0.0682615933412604,22.3,0.0390571566,0.0653720724247844,4,433006.3,106280.5,"F",0,2,7.47060907825305
1024,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433002.8,106273.9,"F",1,1,10.7168092266428
1027,1988,39.1,0.1200727374,0,0,0,0,5.6,28.6765248,1.46596858638743,0.050085048010974,38.2,0.1146087096,0.16620468112345,4,432998.7,106286.2,"F",0,1,7.78010282709149
1029,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433013.5,106257.6,"F",1,2,6.07453701939785
1030,1988,26.2,0.0539129976,0,0,0,0,5.75,16.9351875,2.3469387755102,0.12758875739645,24.5,0.047143635,0.0809109973039168,4,433013.4,106260.5,"F",0,2,2.90172362570276
1031,1988,16.4,0.0211241184,0,0,0,0,3,5.18364,2.14285714285714,0.103125,14,0.01539384,0.0279080805462376,4,433013,106260,"F",0,2,2.45153013442055
1033,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433011.4,106251.9,"F",1,2,6.07453701939785
1034,1988,18.7,0.0274646526,0,0,0,0,4.35,8.7803793,2.52906976744186,0.154733564013841,17.2,0.0232352736,0.0454935083889624,4,433011.3,106257.7,"F",0,2,2.20227155456576
1036,1988,31.8,0.0794227896,0,0,0,0,3.3,14.1513372,1.07843137254902,0.03128125,30.6,0.0735417144,0.111761654043072,4,433010.8,106266.7,"F",0,2,8.25408989532512
1041,1988,35.9,0.1012231374,0,0,0,0,3.1,14.9006088,0.919881305637983,0.0250869421487604,33.7,0.0891970926,0.134182372145301,4,433010.2,106265.7,"F",0,2,8.74642784225547
1042,1988,15.7,0.0193593246,0,0,0,0,1.65,3.5378343,1.07843137254902,0.03128125,15.3,0.0183854286,0.0341701469264037,4,433009.7,106268.2,"F",0,2,7.35730929076304
1044,1988,24.3,0.0463770846,0,0,0,0,5,14.1372,2.17391304347826,0.106508875739645,23,0.04154766,0.0707585372063513,4,433007.5,106257.7,"F",0,2,6.00083327547085
1045,1988,12.7,0.0126677166,0,0,0,0,2.8,4.0903632,2.31404958677686,0.123266272189349,12.1,0.0114990414,0.0193847694896031,4,433005.8,106256.6,"F",0,2,7.31095069060793
1046,1988,77.9,0.4766129214,0,0,0,0,3.8,43.1561592,0.499342969776609,0.0117103734881986,76.1,0.4548416334,0.527314188719754,4,433002.5,106264.8,"F",0,1,9.10494371206292
1050,1988,83,0.54106206,1,1,1,1,2.2,28.0607712,0.26378896882494,0.00572472360198687,83.4,0.5462896824,0.620238031348973,4,432996.3,106262.7,"F",0,0,12.9495173655212
1053,1988,107.4,0.9059400504,0,0,0,0,1.2,20.3010192,0.110192837465565,0.00227891291410435,108.9,0.9314223534,0.879476892322952,4,432995.4,106249.5,"F",0,2,9.11372591205737
1053,1988,107.4,0.9059400504,0,0,0,0,1.2,20.3010192,0.110192837465565,0.00227891291410435,108.9,0.9314223534,0.879476892322952,4,433000.4,106249.5,"F",0,0,10.1518471225736
1056,1988,11.8,0.0109359096,0,0,0,0,2.65,3.8087973,2.24576271186441,0.114781065088757,11.8,0.0109359096,0.0179903552132406,4,432994.9,106254.8,"F",0,0,14.4346804606216
1067,1988,4.7,0.0017349486,1,1,1,1,1.15,2.3754423,0.804195804195804,0.0210034722222222,14.3,0.0160606446,0.0293636209170855,4,433012.1,106235.6,"F",0,1,3.3286633954148
1077,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433010.3,106232.8,"F",1,3,7.95110055274322
1081,1988,10.2,0.0081713016,0,0,0,0,1.95,2.1288267,2.19101123595506,0.10842,8.9,0.0062211534,0.0073299247284295,4,433009.2,106233.7,"F",0,3,1.42126704033348
1083,1988,9.1,0.0065038974,0,0,0,0,1.8,1.9226592,2.09302325581395,0.09792,8.6,0.0058088184,0.00635349147828971,4,433005,106247.2,"F",0,1,7.94040301245917
1085,1988,120,1.130976,1,1,1,1,-2.05,-40.2356492999999,-0.16680227827502,-0.0031762353524707,122.9,1.1863003614,0.944753356208751,4,433003.8,106241.4,"F",0,2,7.96303962061273
1104,1988,29,0.06605214,NA,0,1,1,2.8,11.3474592,0.979020979020979,0.0273119092627599,28.6,0.0642425784,0.0976673034738303,4,432995.9,106245.9,"F",1,2,5.5
1105,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,432995.9,106240.4,"F",1,2,0.721110255118628
1106,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,432995.3,106240,"F",1,2,0.721110255118628
1109,1988,64.8,0.3297926016,1,1,1,1,0.649999999999999,6.4987923,0.10108864696734,0.00208478206097254,64.3,0.3247228446,0.412393145678864,4,433009.5,106220.5,"F",0,4,1.84390889146173
1112,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433008.3,106219.1,"F",1,5,6.3348243858795
1113,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433007,106225.3,"F",1,5,2.28035085018551
1114,1988,137.2,1.4784243936,0,0,0,0,2.2,47.4130272,0.157819225251076,0.00331237311385459,139.4,1.5262175544,0.983965655056207,4,433006.8,106230.8,"F",0,3,4.03112887414927
1115,1988,11.1,0.0096769134,0,0,0,0,1.5,2.00277,1.5,0.0520408163265306,10,0.007854,0.0115406033383165,4,433006.5,106222.2,"F",0,5,3.14006369362726
1117,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433005.2,106226.7,"F",1,6,2.28035085018551
1118,1988,22.6,0.0401150904,0,0,0,0,4,10.68144,1.9047619047619,0.0804733727810651,21,0.03463614,0.0615137847594427,4,433001.2,106229.2,"F",0,3,4.7169905660283
1119,1988,11.8,0.0109359096,0,0,0,0,2.45,2.4822567,2.75280898876404,0.19753125,8.9,0.0062211534,0.0073299247284295,4,433000.8,106215.8,"F",0,3,2.71661554143705
1120,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433000.5,106218.5,"F",1,5,1.39283882770755
1121,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,432999.2,106219,"F",1,4,1.39283882770755
1124,1988,11.3,0.0100287726,0,0,0,0,2.25,2.5623675,2.36842105263158,0.1305,9.5,0.007088235,0.00954039051917112,4,432998.5,106222,"F",0,4,3.08058436015252
1126,1988,11.7,0.0107513406,0,0,0,0,1.95,2.1288267,2.19101123595506,0.10842,8.9,0.0062211534,0.0073299247284295,4,432997.5,106222.2,"F",0,4,3.62353418640158
1132,1988,107,0.89920446,1,1,1,1,0.299999999999997,5.00928119999999,0.0281425891181986,0.000567639729441081,106.6,0.8924940024,0.860723921419831,4,432996.4,106214.8,"F",0,2,5.04777178564071
1144,1988,138,1.49571576,1,1,1,1,-1.90000000000001,-39.1270572000002,-0.147058823529412,-0.00281632653061226,129.2,1.3110399456,0.97019195243941,4,432993.3,106228.4,"F",0,0,11.0981980519436
1155,1988,113,1.00287726,1,1,1,1,-0.149999999999999,-2.65897169999996,-0.0133096716947647,-0.000265134309656194,112.7,0.9975593166,0.889262356564088,4,433000,106201,"F",0,0,15.1855194181906
1156,1988,48.7,0.1862725326,0,0,0,0,4.3,26.5449492,0.986238532110092,0.0275902040816327,43.6,0.1493013984,0.212363975461636,4,432999.4,106208,"F",0,0,10.5574618161729
1160,1988,9.5,0.007088235,1,1,1,1,1.75,2.1303975,1.84210526315789,0.0753472222222222,9.5,0.007088235,0.00954039051917112,4,432995.9,106213.1,"F",0,2,6.76017751245147
1169,1988,68.9,0.3728458734,0,0,0,0,-1.25,-13.4990625,-0.185185185185185,-0.00350765306122449,67.5,0.357847875,0.447873980304856,4,432990.7,106195.2,"F",0,0,15.5656673483759
1173,1988,8.8,0.0060821376,0,0,0,0,-0.0499999999999998,-0.0702932999999996,-0.0561797752808987,-0.00110493827160493,8.9,0.0062211534,0.0073299247284295,4,432989.8,106197.4,"F",0,0,17.6181724364613
1180,1988,12.6,0.0124690104,0,0,0,0,3.55,4.7677707,2.93388429752066,0.24282,12.1,0.0114990414,0.0193847694896031,4,432986.8,106206.6,"F",0,0,17.5362481734387
1187,1988,21.1,0.0349667934,0,0,0,0,0.85,2.5168143,0.431472081218274,0.00989043209876543,19.7,0.0304805886,0.0554583077458578,4,433007,106185.6,"F",0,2,3.64965751815453
1188,1988,16.9,0.0224318094,0,0,0,0,0.449999999999999,1.1627847,0.266272189349112,0.005783203125,16.9,0.0224318094,0.0428871834752535,4,433006,106186.4,"F",0,2,2.60768096205762
1192,1988,42.6,0.1425312504,0,0,0,0,0.550000000000001,3.5032767,0.1338199513382,0.0027878125,41.1,0.1326705534,0.189146712066324,4,433004.1,106182,"F",0,2,4.25793377119823
1194,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433003.4,106186.2,"F",1,2,8.80056816347937
1195,1988,39.6,0.1231632864,0,0,0,0,1.1,6.41043480000001,0.287958115183246,0.00629783950617285,38.2,0.1146087096,0.16620468112345,4,433003.4,106184.9,"F",0,2,1.30000000000291
1207,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,432994.5,106176.7,"F",1,3,8.07774721070284
1211,1988,61.9,0.3009346494,0,0,0,0,-0.600000000000001,-5.8810752,-0.0970873786407769,-0.00188662131519274,61.8,0.2999631096,0.386533762958683,4,432993.5,106181.9,"F",0,1,5.29528091794663
1216,1988,4.5,0.001590435,0,0,0,0,0.75,0.4417875,1.66666666666667,0.0625,4.5,0.001590435,0.000550316380347683,4,432991.4,106180.5,"F",0,1,4.90407993408323
1219,1988,15.3,0.0183854286,0,0,0,0,0.8,1.7341632,0.547945205479452,0.0130650887573965,14.6,0.0167415864,0.0308869627348,4,433010.5,106169,"F",0,1,4.83011387028164
1221,1988,15.3,0.0183854286,0,0,0,0,1.15,2.3754423,0.804195804195804,0.0210034722222222,14.3,0.0160606446,0.0293636209170855,4,433009.3,106163.6,"F",0,1,8.20792300157128
1223,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433006.2,106171.2,"F",1,3,6.76239602508066
1224,1988,53.3,0.2231235006,0,0,0,0,3.1,23.4221988,0.60546875,0.0147269135802469,51.2,0.2058878976,0.278705384964684,4,433006.2,106158.8,"F",0,0,12.3999999999942
1226,1988,38.6,0.1170214584,0,0,0,0,2.3,12.7533252,0.611702127659575,0.014910927456382,37.6,0.1110367104,0.160284674981796,4,433003.7,106175.5,"F",0,4,1.91049731744971
1227,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,433003.5,106177.4,"F",1,5,6.76239602508066
1233,1988,32,0.08042496,1,1,1,1,-1.45,-7.64154929999999,-0.451713395638629,-0.00794244897959183,32.1,0.0809284014,0.126181240322389,4,433001.9,106168.3,"F",0,3,3.534119409425
1234,1988,20.8,0.0339795456,0,0,0,0,0.0500000000000007,0.157472700000001,0.0248756218905476,0.000501250000000004,20.1,0.0317309454,0.0573993252893769,4,432999,106169.3,"F",0,4,0.583095189478541
1235,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,432998.7,106169.8,"F",1,4,7.62954782408392
1236,1988,8.2,0.0052810296,0,0,0,0,0.5,0.58905,0.625,0.0153061224489796,8,0.00502656,0.00462578816190863,4,432998.5,106167.2,"F",0,2,2.60768096208776
1237,1988,7.1,0.0039592014,0,0,0,0,0,0,0,0,6,0.00282744,0.00184684474163432,4,432998.2,106170.3,"F",0,4,0.707106781186548
1239,1988,84.3,0.5581437246,0,0,0,0,0.649999999999999,8.64293429999996,0.0762016412661194,0.00155959467120181,85.3,0.5714641086,0.667011689144369,4,432996.5,106177.6,"F",0,3,2.19317121994971
1243,1988,33.7,0.0891970926,0,0,0,0,1.7,8.4650412,0.508982035928144,0.0119755555555556,33.4,0.0876160824,0.133261883133904,4,432994.7,106167.5,"F",0,2,4.61410879802518
1247,1988,64,0.32169984,1,1,1,1,2.3,22.8692772,0.350609756097561,0.00782531577532921,65.6,0.3379858944,0.426274083004616,4,433002.5,106132,"F",0,2,5.29999999998836
1253,1988,70.9,0.3948056574,0,0,0,0,4.85,49.4051943,0.69583931133429,0.0174734722222222,69.7,0.3815543886,0.467120588978305,4,432999.2,106133.4,"F",0,3,2.4413111231434
1254,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,432998.5,106136.4,"F",1,3,4.5880278987729
1255,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,432997.2,106132,"F",1,3,4.5880278987729
1260,1988,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,4,432991.3,106139.4,"F",1,3,7.80000000001075
